i absolutetly love my 80gb zune  .
now i do download most of my music from amazon  .
but even when i do grab files from the zune marketplace , it downloads in a format that works great with any mp3 player the interface is smooth and easy  .
and the thing sounds great  .
give it a try  .
i normally want different toys when i get the chance to buy them  .
but this one is worth the investment twice .
its just a great little device  .
it really is a device for music lovers  .
it has a really good screen a dream to watch movies on  .
it could have a better light but its really really good  .
love the podcast feature  .
and i like the new games section  .
i dont really know what else to say  .
its a mp3 player so it has all the music option like any other but i really like to make a quick playlist right on my zune  .
also really like the zune software  .
it just seems classier  .
im not sure of what else to say  .
but i really like this over the ipod  .
(yes i have had a ipod before)  .
definitely the best mp3 player i have ever purchased  .
$230 for 80gb is a great deal  .
the design is enough to handle my day to day abuse and the sound quality is better than most  .
so much fun to use because of the zune pad and the twist interface  .
thrown in the wallpaper and you have got me hooked  .
the only thing i can dislike is the lack of video file type support  .
why doesnt anyone use avi files  .
i love microsoft for this thing , its awesome  .
it has a nice display , and shows way better video than the ipod  .
i like the having to play the radio without paying extra money for it (u know where im getting at)  .
this is probably the best portable media player i have owned , and havent given me any problems at all  .
you may not be able to surf the web , but hey , thats what computers are for right  .
and its a pc    only device for a reason , i dont see why cnet think that is a bad thing  .
gotta luv it  .
5/5 stars  .
the wireless trick is simply astonishing as i hardly feel up to the task of plugging my ipod to my pc  .
i still think microsoft should make a mac version of the zune software as this could or rather would increase (whether you agree or not) its market and hope fully ensure a take over s i would buy the zune 10 times over .
the zune 80 is way better then the ipod classic/nano and it keeps getting better with every update  .
if your looking for a hard drive/flash based mp3 player  .
go with the zune  .
if you get it , i recommend getting the zune pass .
i have had an mp3 player back when rio actually still made them  .
i have sampled so many over the years and love this one the best  .
go ahead join the social  .
u will be glad u did  .
i cannot wait to get one of these next week .
the zune 80 is by far the best portable media player (pmp) on the market .
listen  .
you ought to buy this one 1st of all you can put tens of thousand of songs on its new 80gb hard drive whoa  .
the price is just amazingly affordable great changes overall , its just a one fantastic gadget a must have for the holidays i wont buy no itouch for 399 with only 16gb of music id rather use my sony psp and put a memory stick on it turn on my wifi photos video everything that itouch does is the same with my psp but im tellin you zune 80 is one helluva sh t its so tight the resolusion is just wow im so speechless i cant wait to put my hands on this sh t   )  .
zune is a great product  .
i love my old zune with a passion  .
i have owned a huge number of hard drive based devices in the past including the ipod the creative the anchros the toshiba and much more  .
the zune is my favorite and i am looking foward to this one also  .
i had a hands on test of the zune 80 and ms sure has a winner this time  .
the design is incredible compact , 80g hd , glass screen , and with the new firmware with the podcast , that even the old zune will get  .
also the zune 80 comes with premuim headphones already that are better then the $40 i spent for the old zune premuim headphone  .
the zune pound for pound and better overall device , and with future updates the zunes are going to be force to reckon with  .
zune ftw  .
this is mostly to even the score (see all the 1's , and 4's given by people who actually want to rate the zune 30 , don't want the zune 80 to have a god score , ifanboys and monkeys who do not want to write a decent review after looking at the specs and functions .
this zune will be a hit  .
the first zune is a great product (i own one) and i thought it is unique and different , in a good way  .
great navigation , great screen , and theres even a radio  .
now the zune 80 will have all of the old zunes features , with even more features of its own  .
bigger screen , tv    out is dvd quoality , grea navigation with the zune pad , and a great    looking product  .
i will definitely buy one , and reccomend to everyone .
i loved the zune 30 , and this one just blows me away  .
i've been wanting wireless sync for so long and the 1 click podcast subscription system .
ok , first of all , between all the mp3 players i think this will be the winner , it has the best features , it's sleek and preety  .
it also has wireless synch , also it's screen is really big which is really useful espetially if you want to watch movies in it  .
it also has a scratch resistant glass screen so i dont have to worry all the time if it gets scratched or not  .
you can also share songs (although shared songs will have to be bought after being played 3 times)  .
it supports more video formats than the ipod , that is really good since it gets really annoying to convert every video to mp4 and sometimes it takes a really long time  .
i think this player will be a great success .
wow when then first zune came out i is impressed unlike most people but now that this new piece of equipment is coming out i think ill be music heaven  .
i never really liked the ipod  .
the ipod touch is pretty nice but 400  .
00 for only 16gigs  .
i think not  .
this has such a great interface and im so pumped to get it on launch day  .
it seems like alot more people are excited about this product than the first zune as well  .
i cant wait i already preordered it and i cant stop talking about it i bet all my friends are sick of hearing about it but i cant help but talk about it  .
well now this should of been the first zune , though i love that one too , but the zune 80 is sure to make a name for it self now what alot of fan boy (apple) are doin is comparing it to the apple touch , well you really cannot do that with a flash and a hdd the zune 80 is ment to compete with the ipod hdd's and it beats the ipod 80gig by a long shot  .
i would want to buy one and it looks better than the ipod or any mp3 player out there  .
i think this will be the ipod killer .
a person that wants a digital pers  .
player , should purchase the zune i have nothing to add except buy it now  .
the zune in my opinion is one of the best media players on the market  .
its main the competitor has the ipod classic the ipod nano and the ipod touch  .
the ipod line up either offers you large hard drive capacity with a good interface or not much storage with a beatiful iterface and wifi  .
the zune is the best of both worlds with a 80 gb hard drive , a intuitive interface and great hardware like wifi , and fm raido built in  .
i am a previous zune 30 gb owner and i is very pleased with it before  .
overall the zune is a great product that is a better overall value than its competitor the ipod classic .
this is going to be the ipod killer  .
finally some competition  .
i am not bashing the new creative at all  .
thats a nice unit , but the price does not balance  .
the 16gb zen is the price of this unit  .
so , i am going to go with this unit perhaps  .
also , it would show that apple is not the only company with the goods now  .
i really hope this unit sells well along with the creative units  .
my gosh  .
look at it  .
and black looks good by the way  .
also , the features are outstanding  .
you cannot beat preumium headphones and the fm tuner  .
something apple does not have cause you have to pay extra for that  .
i cannot wait to see this in stores  .
ahh  .
im now pumped  .
i is in class today and my friend whos an ipod crazed consumer had the ipod classic , which i do not see a difference from the exterior    same old stupid wheel and the screen and , im like , i hope a unit blows away the ipod  .
the ipod may have all the super features , but can it deliver meaning , can it last  .
is an ipod really worth the hassle  .
i is also reading that , the new softwear can import your wmply playlist  .
that is great beause i am a wmplyr user and its super esy syncing your music  .
ahhhhhh  .
this is a new improvement  .
the first generarion zune is bulky , but this unit looks fantastic  .
i cannot wait to see this unit unveiled  .
people get the zune or creative    not ipod  .
ipod  trouble  .
do not be decieved by the apple  .
the apple is posinous .
i have the origanal zune and the only problem i had with that is that it is really thick and that new zune is very thin and its got great new features  .
i got to test it out because i have some inside freinds  .
also expect a new zune to come out soon thats kind of like that shuffle , but smaller with an radio  .
the zune is incredible  .
for the price of a cd every month you get all of the music and podcasts you want and you are also able to buy 10 songs for free with the zunepass  .
i don't know why anyone wouldn't take advantage of it  .
even if your against renting your music , you might as well seeing as though you can keep any 10 tracks every month and buy any others you want , consider the other 20 , 000 songs you may have to give back if you do not keep your subscription a bonus  .
wireless sync , browsing and downloading in any hot    spot  .
fm tuner  .
very easy and logical user interface  .
huge screen w/excellent resolution  .
you can pick the conversion settings and not lose audio quality  .
i have a dock that wires into my tv that has a remote so i can watch podcasts in hd on a huge screen  .
it will optimize downloads for tv if you choose  .
it's also like having a built in tv/dvd in my car , i found a nice little cell phone/mp3 holder that easily turns side ways for videos  .
i've had it over a year , it's by far my most favorite toy  .
i have a music collection it would take a year to hear plus about 50 podcasts updating every time i watch or listen to one  .
my only real gripe is the software makes my computer lag a bit  .
i only have about half a gb of ram right now , so almost anything will this is a winner .
i used to have an ipod but i switched over to the zune when my ipod became outdated (just after a year) and i am happy with my choice  .
i have had my zune for a year and i havnt found the need to get a new verison because zune automaticaly updates for you  .
because of the zunes navigation , earphones , zune pass , and the easy to use zune software make listening to music is much better on the zune than the ipod  .
but if you are looking for videos the ipod is the one to get because of its battery life and its movie and tv show selection  .
but if you want movies on your zune and dont want to pay for them there are some softwares you can get to easily put movies on it  .
zune doesnt have very many accesories but it has all the ones you may need  .
i am extremely happy with my zune and i would never trade it for any ipod , and i think any other zune user would agree with me .
i've had my zune for almost a year now , and its probably one of my favorite electronics  .
it is really easy to use , holds a lot of songs and videos , and is fairly light to carry  .
i use it at work , when i ride my bike/rollerblade , and when i ride my motorcylce  .
it is very convenient  .
the only complaint i really have is that there is little third party support for accessories , and microsoft's are overpriced  .
i have the adapter to listen to it over the radio in my car , it works but it is not perfect  .
there can be a lot of static and it is hard to find a open station  .
i am not a huge fan or ipods , i think they are overrated  .
the zune is a good alternative .
it is truly the best player out there  .
i have played around with and listened to other players , zune outshines the rest .
i've been using this thing for a month now since i bought it  .
its great and i use it everyday on my commute to and from work or wherever i go  .
only one major problem i had when i first got it was , the new firmware had came out some weeks after i bought it and it crashed my zune but microsoft quicklly sent me a brand new one  .
got the new firmware now and my zune is running on all gears  .
the only thing i regret is actually buyin the 80gb some weeks before the 120gb dropped for the same price but i never regret buying the zune  .
its just perfect  .
one thing that bothers me is that i cant find a good speaker dock for it  .
it seems as if apple ipod is on every company's merchandize saying ipod compatable  .
i wish zune will get more docks other than the ones they have right now cuz i bought the altec lansing mi414 and its not really very good and sometimes you just wanna put the headphones down but you dont wanna listen to it on something that doesnt sound or work right so whats the point  .
so i returned that speaker dock right away  .
now what i use is the zune home a/v pack  .
its connected to a sony cmt    bx5bt  .
great sound it works perfect  .
so im happy with what i got so far  .
lack of sound quality , but better than the ipod if the ipod's equalizer is off , sound quality is also better with the included premium headphones (noise cancelling is great  .
, shov'em in deep for quality)  .
the wi    fi access can be a little bad for range (example , the ipod touch grab's my neighbors wi    fi , but the zune get only my home network) , but load's album artwork and music previews alot faster than the ipod touch , game's that included are usually boring to me , but there actually fun  .
and the game's are jam packed with features as well , the typing (as in searching , or typing in your lock combo) is very fun (weird but true) and faster than suspected  .
like i said battery life isi not much of an issue , but could be better , but compared to the ipod touch , the constant use of wi    fi can drain the ipod's battery to about 3    4 hr's in my experience , and the zune's battery is barely a difference , even with the the brightness on high  .
i would say that itunes is better than the zune software , but the software is simple easy to use (if you have a fast computer) and has a lot of drag and drop function , witch i think is great  .
, ability to make auto playlist's (as in smart playlist's for itunes) and now with audiobooks with sevral sites , soon there will be more games avalible through the zune marketplace .
one of the best mp3 players i have seen so far  .
it definitely does what it is supposed to do  .
microsoft did a good job updating the design , it is certainly more durable than its predecessor  .
thumbs up for this mp3 player all the way  .
i is an ardent ipod user for about 5 years before i bought a zune  .
it is the lack of subscription services for the ipod that made me switch  .
let me dispel some rumors that may be preventing your from buying a zune most (not all , but most) of the songs i bought from the itunes store still play on my zune  .
i'm not sure why some work and some don't , but the whole 'compatibility' issue really is not that sever also , i do not see the problem with zune marketplace  .
it's wonderful  .
unlimited downloads for $15 a month , and i've yet to find an album that was not available (that is available elsewhere , like the itunes store or rhapsody) if you're looking for something super simple to use without a cluttered excess of unnecessary features , get this .
great great player , i is not expecting what i got , even after reading many many reviews  .
would be 10 with an eq .
the zune 80 is microsoft  .
s second generation mp3 device  .
its first attempt to wrest mp3 market share from apple is the 30g zune which had its fans , but by and large is not successful  .
the zune 80 is a slimmer , mp3 device with 80g of storage space for your videos , music and podcasts  .
with a price at $249 it is inevitable that comparisons are not made between the zune 80 and the ipod classic (also priced at $249)  .
both have the same storage capacity of 80g , but that is where the similarities end  .
the zune 80 has a larger , beautiful glass 3  .
2 inch screen which looks enormous compared to the apple ipod classic 2  .
5 inch screen  .
the resolution is 320 by 240  .
images are sharp , and bright , and the extra real estate makes it actually fun to watch a tv show , or a movie on the subway or the bus  .
i found myself squinting to see the tiny screen on an ipod classic  .
the zune 80 also carries forward the innovative features such as wifi sharing , fm radio the zune 80 came attractively packaged  .
what i liked is that right out of the box , there is music , video and podcast content already loaded on the player  .
i is able to experience right away the rich offerings of the zune 80  .
i thought that is a nice touch  .
the zune marketplace (which is where zune users buy songs and video content) has potential (especially in the podcast space) , but i found it slightly buggy  .
that would be one of my only grips with my zune 80 experience with respect to the look of the zune 80 i really like these words from a cnet reviewer  .
the zune 80 has this unapologetic square    nerd    sexy thing going on that just does it for me  .
it's like seeing angelina jolie in a pair of thick , black    rimmed glasses  .
throw in custom etching and a cool background image , and this might be love  .
all in all , i am extremely happy with my zune 80  .
as a first time mp3 user , i find the zune experience to be relatively pain    free , and , of course when i see another zune user on the subway , that  .
s an added bonus .
after owning a variety of mp3 players , ipod , creative zen , flash based , and hard    drive based , i must say the zune smashes all competition  .
even though the zune has the same amount of pixels as the ipod , the pictures are still pretty good  .
fine details get blurred and jagged edges , but hey    mp3 players are all about music video quality is superb , but again fine detail is lost  .
the bigger screen makes it more comfortable to look at for long periods of time (movies) the zune does not freeze every 2 hours like the ipod  .
in fact , mine has not froze since i bought it (when it first came out) overall i am very pleased with this product  .
i highly recommend this to everyone .
hey it really irks me that microsoft is still playing this game of backward compatability issues with previous zune accessories ie the a/v pack dock cradle wont fit my new 80 gb  .
what i say about that microsoft , your not the big kid on the block with mp3 players , dont make the few faithfull you have , buy all new accessories by not making them compatiblewith the newer versions of your players , come on  .
ohh yeah , still would rather have this then any ipod , but really no bluetooth , what the heck , look all around you the blue wave cannot be denied well except for maybe buy the new zune products  .
i rate this an 8  .
75 on a 1    10  .
normally i read cnet reviews objectively , take them with a grain of salt , try to keep the reviewer's personal bias in mind , and it all works out  .
but this time , donald , you crossed the line  .
you didn't have anything to say about the zune that should really be considered a con at all  .
it is an mp3 player , not a freaking cell phone , if you want over    the    air purchases from your mp3 player you'll have to be ready to give up functionality and pick up an ipod touch , and i don't think even that can stream music  .
the zune is not intended to be the all    in    one gadget you seem to be looking for , and i should remind you that in the event that mp3 players merge with cell phones and computers , you will be out of a job  .
of course it is pc only , it is a microsoft product  .
most mp3 players are using a proprietary cable , suck it up  .
the zune marketplace doesn't need to offer video , you can download it from scores of other internet services  .
and lastly , you mentioned the ipod in your final statement  .
i don't even know how to respond to that , to hold the ipod as a measure of excellence in an mp3 player is taking bigotry to the next level , and certainly does not have a place on this site  .
furthermore , the zune is not an ipod competitor , it is its own mp3 player , marketing to its own demographics and trying to fulfill their needs as best they can  .
and , might i say that anyone looking at your closing statement would never guess that you actually gave it a higher rating than the # @^ing ipod .
i pefer to be different then be a clone  .
why would you want a ipod knowing everyone has one  .
i cannot deal with having the samething as everyone else , i like to be different and that's why i pick a zune and when people see it they want to use it and touch it and say i want one  .
i love my old zune but here come's the 80 .
this sounds cool because if you type in zune 2 on google you'll find a video that has a tutorial filmed at the presenting of it  .
its cool because when you look at photos or videos it automatically changes the screnn display from verical to widesceen optimizing viewing enjoyment .
great media player , a great alternative fo consumers .
saw it first hand at an event in ny  .
the squircle pad is great  .
i believe this is a defininent upgrade over the 30 gb version  .
the bigger screen is great as well for those of you wondering why ms went with the metal back , it is not because they wanted it to look like an ipod , it's to make it thinner .
the new zune 80 will have full 720 line tv out featured and built in fm  .
even without fm , the fact i can hook my zune up to a tv and watch the video could be very handy when i want to take a video to a presentation or use it in the classroom without having to burn a cd or dvd .
well , i do own a zune (1st generation) , and it's music quality just kills the ipod  .
not only is the screen bigger than the itouch , but it has more pixels  .
720 x 420 in 30 fps , and 720 x 580 (if i'm correct) at 25 fps  .
not only have they added podcasting (yeah  .
) , you can sync music wirelessly from a dock  .
and the 80 gb model comes with zune premium headphones (which alos i own and are really good) all and all this is definetly a good mp3 player , while it may have some flaws , it most definitly will kill the ipod , and it's the top most wanted product on cnet  .
this is a great product which competes with ipod classic  .
when compared to classic this products beats it in several category  .
it has a big screen which is almost as big as ipod touch  .
it has wifi sync and a unique touch sensitive touch pad another noteworthy addition is a social site called zunesocial  .
it allows users to build tags similar to xbox  .
this tag keep track of favorite artists and top ten songs and so on a worthy option if you do not want to get caught up with ipod  .
my ipod broke a week after my apple    care plan ended , so in frustration i bought a zune  .
afterwards i realize that people buy the ipod as victims to fear of change , and smart brainwashing marketing schemes new generation ipods are either fairly lame interface with massive storage , or amazing interface with useless low amount of storage  .
the zune offers a good mix of both i have it to set to wirelessly sync when i walk into my dorm room with it , which is amazingly easy and convenient  .
i can see detail on the big screen as well as watch high definitions displayed videos the interface is practical , intuitive , and fun and easy  .
although some people like the touch click wheel on ipods , which is understandable , but i found it too much and annoying  .
whipping my thumb around hundreds of times and then having it click 2 more times when i lift my fingers off  .
i find it easier to hold down until what you want comes up the fm radio is a neat perk to have added at no cost , i can listen to new england sports radio on the walk to class or work during red sox and patriots season i have been able to find accessories that i desire , but not as easily , and the wireless sharing is another neat thing to have , although i have not done much of it although many of ideas and features are copied from the ipod , the functionality and features outweigh the competition for the price  .
microsoft has made another successful attempt at hardware following the x box success , so if you are looking for a functional quality mp3 players , the 2nd gen zune is a great choice .
very good  .
lookin' to preorder this and i think ms has finally come with something good .
in my honest opinion , the zune 80 looks great and seems to be a nice competitor to the ipod  .
the screen is so much better to look at than the tiny ipod screen , and the controls look polished  .
one thing i hate is that theres no games , unlike the ipod  .
of course i can see that microsoft wanted to nail the multimedia part of the zune , which it looks like it did  .
we'll have to see how consumers will react .
the zune 80 is easily the best mp3 around  .
its sleeeek , got a huge screen perfect for watching movies and pics + a gr8 navigational input (the zune pad)  .
this looks promising to me  .
microsoft is making incremental improvements with a bigger 3  .
2 inch glass screen , synch via wi    fi , better codec support (mpeg    4 , h  .
264) , and an improved interface  .
i also dig that the original zune owners will get the new software and features (except h  .
264)  .
the big question for me is how well they pull off the new store and podcast support updated  .
on jan 5 , 2009  .
i is going to get the new ipod when it came out but the touch only has 16gb and the classic's screen is just to small to watch videos on , the zune has it all big screen+ big storage so im gettin one  .
battery life specs are in on the new zunes , and they match up pretty well to the latest ipods  .
the zune 80 will get 30 hours on audio and 4 hours on video , and the 4 and 8gb flash zunes will get 24 hours audio and 4 hours video  .
in comparison , the 80gb ipod classic has 30/5 (equal in audio , one more hour in video) , and the ipod nanos get 24/5 (again , equal in audio but one up in video)  .
you can chalk up that slightly worse video performance to the larger screens on the zuneswhich wed prefer over a smaller screen and slightly longer life  .
[zune insider]  .
i think microsoft really fixed problems that the first zune had , such as the size it's really a great idea that microsoft put that same firmware for the first zune users as well (like me)  .
i think that this can really be their official music player  .
it's also cool that they got a new technology , the d    pad  .
it's cool because they got a new thing without stealing ideas from the ipod .
first of all i've had this for a couple months and absolutely love it  .
it completely gets the job done , and since i run windows , i find it supports music much better than the ipod lets start with the bad    .
i had purchased one from a retail outlet and got home , opened it up and started the setup , after it finishing , the software wouldn't even recognize itself and restarting it did nothing , it is stuck in a virtual endless loop  .
i don't think it is anything i did but who knows i went back to where i bought it and showed them the problem , and they let me exchange it no problem , i had only purchased it a few hours prior  .
the next one worked/works perfectly  .
so it may have been a fluke i have had on a couple occasions the hold switch popping out on me while trying to shift it , all i had to do is pop it back in , but it's still a minor annoyance another problem i had is battery life , it seemed to only last 1 day even when i had shut it down by holding the play/pause button  .
well that does not really shut it down it only puts it to sleep i have come to find out  .
and no where in the instructions does it say how to do a complete shutdown  .
so here's the secret it's even hard to find online  .
you must hold the down arrow (by clicking in) and the back button at the same time for about 3 seconds and then it will shut down  .
this will allow you to preserve the battery now to the i like the larger screen vs  .
the ipod  .
i realize that the resolution is the exact same , but at that small you'd be hard pressed to tell the difference  .
the screen is not grainy at all leading me to believe that the ipod has a better resolution it needs to get the job done looking correct i like the nice easy free menu  .
personally it seems easier to navigate than the ipod's but that is just personal preference the sound quality is excellent , i am not a professional , but this really does the job well  .
the volume is also good , often in a quiet setting such as in my room by myself i only need the volume at level 1 and can hear it fine  .
if there is background noise i turn it to 4    5 and if i'm outside i set it somewhere between 8    11 but it is still considerably below its max volume of 20 , so there should be no problems there  .
i'm sure you could be mowing the lawn and listening at the same time no problem except beware of hearing loss i like the menu for podcasts i never is into podcasts until i got this , first of all the zune software is great and find new and quality podcasts , along with the ability to set your favorite podcasts of course  .
but the feature i like is the split between audio and video podcasts  .
this allows me to choose without thinking  .
i know that when i'm in a car that i just go to the audio section , since i should watch and drive  .
and when i'm in my room and want to watch something i can go lay down and and choose from the videos the packaged headphones are many times better than the ones that come with the ipod  .
they fit better in the ears , and have multiple sizes you can snap on to accommodate odd shaped ears  .
disclaimer   i have stopped using the headphones in favor of over the ear headphones because even though these are much more comfortable than ipod headphones , i still do not find any in ear headphones very comfortable well those are my pro's and con's  .
when i started looking at a new mp3 play i initially looked at the ipod classic and is really kind of decided on that  .
but after coming across a comparison i started looking at the zune more and eventually decided that the zune is right for me  .
i consider it a great decision personally , even though i is enamored with the ipod , i allowed my self to look at something else , and it turned that there is better and i found it .
this isnt so much about the actual product but did anybody else notice that comp usa is selling it for $1 , 113  .
a little over priced dont you think  .
i bet when they were putting down prices someone looked at the wrong product or else i do not think they will be selling much of them .
overall , i recommend the zune as a capable , perhaps even better , alternative to the ipod classic  .
i am very happy i opted for the zune rather than the ipod classic when it came time to replace my dead old ipod back in may the primary difference between the two , at the time , seemed to be the fm radio feature  .
as i later discovered , the zune also allowed me to add album art without signing up for a marketplace account , which cannot be said for the ipod and itunes  .
unfortunately , the zune display dims rather darkly , making it difficult to see said art initially , i got the impression that the zune player is not as sturdy as the ipod  .
however , after more than 6 months of regular use i've determined that it is just as sturdy , and is actually less prone to scratches  .
(although i've read that the new 120gb model has a glossy finish , so so much for that  .
my only big complaints are the lack of support for some video file types i have and the zune software  .
the software quite literally takes forever to install , despite the fact it is a microsoft program for a microsoft product being installed on a microsoft operating system  .
once the painful installation process is over , though , the program seems slightly more agile than itunes  .
(however , itunes still has better playlist support  .
a final note on accessories   the ipod is still king , so there aren't nearly as many accessories for the zune  .
when i initially went looking for a protective case , for example , all i could find were a couple moderately exensive items  .
i opted for a clear belkin case that just is not that good  .
however , i've recently noticed a few more options out there , so do not opt for the ipod just for the goodies  .
the best past is getting all updates on gen 1 zune so it is as good as gen 2 the few differences , zune pad  .
tad smaller size  .
clean glass screen  .
i got the gen 1 refurb for 100$ is s steal for 30 gb of storage  .
(www  .
woot  .
com/buy  .
com)  .
gripes                          .
the search function in software is crippled  .
now need to hit enter the autoplaylists is cannot be made the 5  rating is disabled , instead a heart rating is given all gripes can be fixed , but now ms will stop listeneing ance they feel thay have done the job .
when i got my zune 80gb , i is very excited and happy because i really wanted a music player that is not an ipod since almost everyone has one and i felt like i want to be different  .
i used it everywhere i go , which is why i accidently dropped it and the lcd screen didnt show anymore (that is my fault)  .
so sent it to zune and got another one  .
the second one i got i added lots of songs and videos , about 10gb songs and 3gb videos  .
after that , it started to become slow when i added my songs and video and podcast on it and it started to freeze randomly at times so i have to restart it  .
then , it started to not even let me listen to my songs or podcast because it said that it was not synced in which i have synced and tried a few times unsyncing and syncing it back in , but it showed the same thing  .
i returned that one to zune , and got my final zune 80gb , by that time i is getting kind of tired putting all those songs and videos in it and started doubted myself in getting this rather than the ipod classic 80gb , but i is determined to use it to its full potential and try to enjoy the experience  .
a few months later , it showed the same problem that my second zune is having , it kept telling me that my songs or videos are not there and my battery life is actually like 12hours instead of 24hours  .
i started to get some bugs somehow because it is difficult to sync my things into zune with the zune software  .
maybe it is the software or maybe it the zune , but by that time , i discovered that i have a limited amount of space to use my zune 80gb  .
i could only about 1gb actually even less , like 75 songs or so i could only hear and 2 or 3 podcast and 2 or music videos  .
if i put anymore space on my zune , it would act up and stop letting me play my songs and stuff and syncing would become very slow to the point where i don ; t even know if it's actually syncing or not since it also started showing me a syncing error and so it would sync very slow and i have to wait to see if it will sync in or it's an error  .
i have lost pretty much faith in zune products and felt that i should've gotten the ipod instead of this  .
the zune is good at first , but after a few months , it starts acting up and i cant trust the reliability in zune's anymore  .
if you want a good    lasting music player , look elsewhere .
for the money , i would like a more do    all mp3 player then i have here .
the zune would have been a great device five or six years ago  .
the device would be satisfying with a smaller price tag  .
i bought a 2nd gen zune when they first cam out and fell in love  .
i had some problems and sent it to microsoft , and it never worded right again  .
i sold it on craigs and bought an iphone 3g for 199  .
lets just say that they made a believer out of me  .
this definently needs to change  .
and i am refering to the touch pad .
if you want to get an ipod alternative go with creative , sandisk , or samsung and do not let microsoft have one more monopoly , and please stop reviewing it and wait until it's out yet .
overall this is a much better device than the 1st gen zune , but still falls short of the ipod's wow factor  .
while the fm radio is nice , is not the point in having an mp3 player to not have to listen to the radio  .
also not having itunes compatibility is a huge disappointment  .
all my songs are itunes purchased and not being able to sync them to a zune makes me happy that i bought an ipod video rather than a zune 2 years ago  .
it does what it needs to , but theres a lot of important features to me that are missing  .
when i need to buy a new mp3 player , it will definitely not be a zune or any generation or variation of it  .
i'll stick with creative .
this zune looks like the previous shiny black ipod  .
what does it offer that other's don't  .
dont tell me that stupid squirt thing  .
the answer is   nothing  .
microsoft didnt make this comply with their own plays for sure standards , it wont work even with urge  .
and it introduced one more zune store , which we really needed , coz itunes , amazon , rhapsody , napster , sony , emusic , etc weren't enough for us compare this player to the toshiba gigabeat (which by the way , should really come out with a next gen soon) or the ipod , or with players by creative , sansa or sony and this player doesn't stand a chance lets talk about squirt  .
well i haven't had a chance to squirt my songs to anyone as i've yet to find anyone as stupid as me to buy a zune  .
and just what the hell is social  .
looks like microsoft is thinking really hard as to what features they can add to this player and didnt come up with any good ones , so they just used the bad ones to all zune lovers   you obviously have not used the gigabeat    a much better ipod alternative also , microsoft , please stop trying to be the jack of all trades and just concentrate on vista  .
and also fire steve ballmer , he really pisses me off  .
if zune does not recognize your cd , you may go in and edit the information (artist , album , song , etc  .
there is a lot that zune does not recognize , which requires a lot of editing  .
the editing is a tedious process  .
zune keeps updating its software every so often , and with each iteration the difficulty of performing normal functions , such as editing , grows  .
