purchased two sd1000s for two of my grand    children who are over 19 years of age  .
after three months they both love this camera and the pictures they have taken with it  .
also a great buy overall , i rate this camera a 10 for all its positives  .
i absolutely love it  .
for the money , if this is the type of camera you want then you cannot go wrong  .
ease of shooting  .
a+++  .
i just got this camera , and i am really loving it  .
it has a 7  .
1 mp sensor which can capture great photos , and it uses canon's digic iii processor , so you get face detection  .
all in all , it's an amazing camera  .
images turned out crisp and colorful , and canon's lenses (i think) just make all the difference  .
there is one slight problem when i went to go print out my picture on my printer it is kinda blurry and inky , but i probably just did not set the options correctly  .
one amazing camera , and i would recommend it to anyone who wants a great camera for under $200 .
i love this camera  .
it completely obliterates the competition when it comes to image quality  .
canon is the only way to go with digital cameras  .
i mistakenly purchased a casio exilim at a cheaper price and ended up returning it for this  .
great upgrade from my old kodak v530  .
come to think about it that looked like a box too .
really small fits in to any pocket  .
i would expect more from canon but you can only fit so much in to such a small package .
after a few days of research , comparisons , and reading cnet reviews , i finally decided on this camera and is not disappointed  .
in comparison , cameras in the same price range with optical stabilization had a lower res  .
lcd and were much larger  .
(a720is) pocket cameras with 8mp and stabilization were priced $100 more , which i couldn't justify  .
(sd850is) i've taken many photos with this camera and so far have not been disappointed with clarity and am wondering how important ois is on a camera with 3x or 4x optical zoom  .
personally , i do not think it's worth the extra money , this camera does just fine without it  .
lastly , if you want a fast camera , this is it  .
many friends tell me how slow their camera is as far as shutter lag and shot    to    shot time  .
i can fire off shots like crazy with the sd1000 which is important to everyone , i think .
great thing about this camera is very small  .
its about same size as average cell phone you can carry it in pocket  .
takes very good quality pictures  .
this camera replaced my older canon s2 is , i wanted something small so i can carry to places i was not with s2  .
its only been 2 week since i made purchase and have taken bunch of pictures and so far very satisfied with my purchase overall great buy .
this is a top of the line camera that takes amazing quality pictures that will blow you away  .
i upgraded to this camera from a sony cybershot which i loved and i found myself now a believer in canon  .
the sd1000 is easy to use very slim and sleek , more so than many cell phones and no other camera will match its picture quality from what ive seen  .
overall an exellent camera , highly recomended  .
this camera is a great choice if you want something that takes excellent images and is very easy to carry in a pocket  .
my only complaint is not having image stabilization , but the majority of my photos are not blurry anyway  .
i is going to get the sd800is but this is smaller and costs less  .
i think that i'd be happy with either one since canon makes great cameras .
i bought this camera about a week ago and absolutely love it , the easy to use but extensive features make it a lot of fun  .
such features like to ability to grey out all colours but one or colour swap are a great novelty  .
only slight complaint is that when zoomed to 100% on the computer there is a slight graininess at night with the flash but i am not really complaining would recomend it to anyone who doesnt want to spend a fortune but wants something quiality  .
lack of manual exposure settings  .
is cnet on crack , or did they not even bother to go into manual mode  .
you can change iso (with a simple press of the up key) and even shutter speed (in the function settings)  .
the only thing you cannot set manually is the f    stop/aperture setting  .
very few (if any) ultracompact cameras will let you adjust these image quality is beautiful  .
good color balance auto white balance , strong low    light performance , and a very smart flash that doesn't cause too much glare  .
many cameras today will blast the flash too strongly  .
i shoot most of my pictures at iso 200 or under , so image noise is very low (almost non    existent at iso 80)  .
i really would not recommend shooting anything at iso 1600 because they are really terrible  .
even when resized to 640x480 they are still bad  .
images come out sharp and detailed even when zoomed in to native resolution , though low    light pictures will always be of reduced quality it is a super tiny camera (0  .
8 inches thick) and a nice boxy feeling  .
it feels much nicer and intuitive than those so    called ergonomic curvy cameras  .
it has the best mode switcher in any camera       a simple slider that switches from camera , video camera , and playback  .
very nifty  .
it would be nice to have a dedicated button to change ev compensation (yes , you can use the programmable button to do this but i use it to record video instantly) there is no optical image stabilization on this baby , but then again that feature's overrated and overhyped anyway  .
it's really only useful in low light situations and with no flash  .
most people will use flash in most low    light situations anyway , so why do you even need image stabilization  .
you can set shutter speed down to 15 seconds to do a long exposure for a night scene , but make sure the camera is on a hard surface when you do it the optical viewfinder is tiny and annoying to use , but hey at least it has a viewfinder  .
many ultracompact digicams today are completely reliant on the lcd screen , like the powershot sd750  .
note that though the sd750 has a 3 screen , it is still the same pixel resolution (230 , 000 pixels) as the sd1000 and last of all , compatibility with windows xp is excellent  .
i have it set up so that plugging in the usb cable to the camera (it's always plugged into the computer) will automatically create a dated folder , copy all of the files in the camera into that folder , and delete them off the camera  .
i do not even have to do anything except click ok twice .
i bought this (and an olympus fe190) to have quick point and shot capabilities  .
what i got is one great camera  .
takes clean pictures that come out great when printed thru sites like walgreens  .
com  .
the software canon uses could do more , but then there are pleanty of editing programs out there i guess .
i had the same problems in low light as mentioned in a few of the other reviews however , a little tinkering with the iso and the night picture settings and i is getting pictures that were just as clear as in normal light  .
it's an exremely easy camera to use if you just want to point and click , but if you take the time select the right focus and light levels , you can get some incredible detail keep in mind how little you are spending and how compact this camera is note   spare batteries are about 10% the cost on popular auction sites  .
do not buy them in the store when you get your camera .
i purchase this camera at best buy ($217       price matched circuit city) last month for my son to take on trip to germany  .
he came back with 600 pictures and 30+ video clips  .
all the pictures were in perfect focus including several taken from a car going approx  .
100 mph on autobahn of a ferari going even faster  .
i just did not see where image stabilization is an issue except possibly when he is taking video clips while riding a bike of other kids with him also riding their bikes  .
video is a little shaky but he is hitting bumps  .
with this camera he went from rarely taking a picture to wanting to take it everywhere with him  .
he also used the music clip feature and recorded a few songs  .
great camera .
i bought the sd1000 for a trip to europe , and took it for a testdrive in the states for a few days  .
i bought a 4gb sdhc card (which is compatible with the sd1000) and took it wakeboarding  .
i had great video (30 minutes with a 4 gb card) and is very pleased  .
of all the clips i took , one particular clip that had a shot with direct evening sun had a band of pixels from top to bottom that stayed for the duration of the video  .
i also used the packaged software (photostitch) that came with it , and took panoramic shots of the lake  .
very good , but there is some dark fringing on the edges that even though the picture stictched seamlessly , you could tell where the edges of the 3 photos were in europe i used it extensively for indoor and outdoor shots  .
here is what i found  .
outdoors , it does very well and gives great composition with good detail  .
indoors , you should put it down somewhere and hold it against something that doesn't move , otherwise , the weak flash doesn't do much  .
i went to the parliament hall in bucharest (the 2nd largest building by volume in the world) and the vast expanses of space made it almost impossible to use the flash , but i is able to get good photos by either holding it against a column or placing it on the ground  .
i read extensive reviews between this camera and the sd850is and the sd750 and the sd900 , and i came to this conclusion , that the image stabilization feature does not compensate for a good flash or a tripod  .
in this category of camera , your best bet is to get the best lens and image processor , and hope for the best in lighting conditions i cannot say enough about the program photo stitch  .
it works good , and i have been taking panorama shots like mad  .
one thing to keep in mind is that if you stand in one place and mark the areas where the image ends , you will stitch a photo together only to find that you have a fisheye view of the place  .
being such a small lens , there is a great deal of distortion , and the larger the area you stitch together , the greater will be the distortion (i have done up to 5 photos together)  .
still , it's a neat program , and it has been helpful .
got it for mom to take to school , etc while teaching , but our daughter took it to africa with a couple of 2 gig sd cards and has no complaints  .
seems a good choice and it is on discount at circuit city for much below the suggested 250 .
why is cnet's con no manual controls when in the   menu it clearly has a manual mode where you can change anything you want  .
the only con i have with this camera is its shape and metal body , older elphs were much sexier  .
neat to think a tiny pocket camera has a better processor than the canon rebel xt .
this is a great camera for the money  .
the picture quality is great given the compact size  .
very portable and great for on the go  .
battery lasts a very long time  .
i have not experienced the poor picture quality that some others have noted on here  .
i did notice a bunch of these cameras on ebay and i am wondering if they are just knock    offs given the reviews  .
i bought mine from a large box store and i love the camera .
recommended for all of the above reasons  .
this is the best camera i'm had  .
i've owned the powershot 350 , sony mavica and now the sd1000  .
i did my research on it , it has great reviews  .
it takes great shots  .
i love to take pictures of wild flowers , and the macro feature lets me get up close without becoming fuzzy  .
if you're going to spend money on a new camera , this is the camera you should have  .
you wo not be disappointed .
good camera , good value  .
i looked at quite few camera before purchasing this little camera  .
i owned canon camcorder and very pleased with it so canon is my first choice  .
i looked sd550 but it didn't have lithium rechargeable battery , instead had regular aa batteries i is looking for budget of within $150  .
00 but looking around and reading reviews of this camera which is mostly positive  .
i bought it and received 2 days ago and this is defiantly worth $215  .
it is very small , built quality looks very strong , picture quality is superb only thing looks to be concern about it battery/memory card cover , which is attached to camera with simple weak looking plastic clip  .
that is the only thing looks to be careful about when used i wish canon would have offered to buy extra warranty on this camera on their site  .
i bought this from amazon  .
com and i do not like third party warranty after reading reviews on it .
i had the sd600 , but soon lost the charger  .
i liked my sd600 so much that i replaced it with the sd1000  .
i am disappointed that you still have to carry the additional charger if you think you will need to charge your batteries  .
that is my only quibble other than that , the camera takes great pictures , is a bit faster than the sd600 , and looks better  .
i like small , simple and compact designs and this camera is all of that it is the camera i take with me everywhere it is flawless other than the whole charger issue .
i have had mine about a week now  .
i read the entire manual and after that , it is really very intuitive  .
there are functions that i will never use , but the ones that i may use are easy to find  .
i can set a particular function for just one shot , which i like  .
i love the quality of the pictures and it has worked in all levels of light  .
it is the perfect size for travel when you do not want to carry a large bag , since it can fit in my pocket , on my belt , or around my neck on a chain my only complaint is the covers  .
since i have to take the battery out to charge it , i wish the battery cover is all metal  .
the same with the usb port , why put a cover on a usb port anyway  .
i fear that since i will have to open and close these covers in order to use the camera that they are a possible weakness  .
however , my last sony is the same way and the covers never broke , maybe because i am very careful with them joey  .
ive only spent 30 minutes with this camera at abc warehouse  .
it is enough to convince me to buy it though  .
i strongly recommend this camera for someone looking in the $200    $250 range  .
the pictures are excellent , just as it says in the cnet review .
this is my 1st digital camera , all i can say is it very value for money , suitable for beginner since all the feature easy to master in one night .
this is my 4th digital camera and my first sub    compact  .
the camera is basically the size of a deck of cards so it's slightly bigger than some sony , fuji and casio exilim models  .
however , sony and fuji use memory stick pro and xd cards which would require me to re    buy all my storage i use for my other cameras  .
if you look at all the cameras the other manufacturers put out , you'll be hard pressed to find one with an optical viewfinder the view finder is not perfect however as it seems to show less of an area than the camera actually captures and it only shows the optical zoom , it doesn't do anything to compensate for digital zoom so you'll have to use the screen for that with a camera this small , you unfortunately cannot get them that take aa batteries so i would say an additional nb    4l battery is a must  .
however , the battery seems to last a long time especially if you turn off the screen on the back as i do a lot the first picture from start up is very fast , however you have to hit the power button on top of the camera and then move your finger over to the shutter button just pressing the shutter doesn't turn on the camera like some models i checked out all the fuji , olympus , panasonic (lumix) , casio (exilim) , and kodak subcompacts    had heard bad things about hps so i never checked them    and the features/size to cost ratio of this camera is unbeatable the screen on the back is going to get covered with smudges with regular use , there's no way around that , but the one handed menu system works quite well  .
it's very easy to do access every feature and function with only your right hand on the camera allowing you to solely use the left for stabilization  .
i wish the camera had some kind of image stabilization , but no sub    compacts have the feature overall , a great subcompact that won't replace a dslr or prosumer model like the s1/s2/s3 is , but is the perfect little camer to stash in your pocket for the times you do not want lug around all your gear .
lots of great features , and size/weight is fantastic (it's tiny)  .
images are crisp and sharp  .
big lcd is nice  .
love the small charger , so you can take it on the road [battery charger has plug prongs that fold out of the charger ; no extra cable to carry]  .
camera starts fast and takes pics immediately time    lapse movie mode is completely cool  .
slightly flimsy playback/capture    mode switch (but no big deal really)  .
overall i love the camera  .
i posted a review on expotv  .
com       would highly recommend this one for point    and    shoot users who still want decent control/features and good images .
i originally bought the casio exilim v7 and is so disappointed at the focus of the camera  .
simple pictures came out poorly after doing some more research and returning the casio , i bought the canon powershot sd1000 and just love it it is small enough for me to carry in my purse and therefore take more pictures  .
i like the look and feel of the camera and the fact that it takes great , clear pictures dw  .
i just got this camera this week so i'm still learning    it's my first digital and i love it  .
can anyone tell me if i need an extra battera or the ac adapter  .
how long does the battery typically last  .
thanks  .
i've used both canon sony cameras/camcorders , feel canon has a higher quality product  .
the face detecting technology is amazing  .
the pictures i've taken are very sharp  .
the camera , although boxy , is well    designed , so it could be easily held with one hand to take pictures  .
the only downside is that this model does not have the image stabilization as the sd800 is  .
unless you are willing to spend an additional $100 for the sd800 is , the sd1000 is the way to go  .
the canon powershot sd1000 is a great camera packed into a tiny size  .
it has a 2  .
5in lcd with a view finder  .
the overall set up is very simple and easy to use  .
it has a power flash and good zoom i highly recommend it  .
it even tells you how many pictures are able to fit on the sd disk  .
even when you are changing setting , which impact the space needed for a picture .
this highly anticipated camera is well worth the money  .
it takes the best pictures in its class  .
the design is simple and easy to navigate  .
the buttons may be small for some fingers , but i found it quite useable options such as accenting a certain color makes it standout while toning out other colors in the picture is great  .
the color swap features is nice too , although not perfect video quality is excellent  .
hardly notice it is taken with an instant camera  .
you can set frames per second to reduce size of recording as well the full range of settings to mix match is nice inside such a small box  .
it's shorter and thinner than a marlboro cigarette box other cool features    .
vertical/horizontal orientation sensor adjust pictures on the fly    audio recorder    audio recording tag to photos    red    eye correction on playback  .
gridlines assist  .
slideshow playback  .
awesome price highly recommended  .
very simple good looking design , very light easy to carry everywhere  .
takes real good pictures  .
especially micro mode great pictiures  .
good movie quality  .
overall great camera with great quality  .
nice catch  .
taking into account all , great and very functional camera , small , nice look , good battery , good options i recommend to everyone  .
you certainly wo not regret if you buy these product .
i picked this up for under a $100 on closeout when my minolta z3 broke  .
although this canon has more than double the pixel count the minolta took considerable better pictures  .
i will never buy another camera without optical image stabilization  .
for the price it a great little camera that fits in my pocket very easily  .
i find that i have it on me much more often than i had my minolta because of the small size this canon is a great hold me over until i can afford the panasonic i really want .
all things considered , its a favorite  .
i looked through various digital cameras  .
this model is cheap , simple and does what you want from a point and shoot .
best buy for the price  .
easy to use did not need to read the manual , if you are technology iliterate then just turn it on and take pictures all the setting are set to auto so there is no need to adjust anything  .
if you can not figure out how to use this then you should be ashamed .
i've had this camera for a little while , and on its own merits it is a terrific snapshot camera , a wonderful value for a casual user  .
some of the in    camera options are very intuitive , like the in    camera red eye removal tool and other post    shot editing options i is looking for a second camera i could use when i simply couldn't have my slr (which seems to be more and more often these days) and while the photo quality has been excellent , i really don't know why canon didn't add simple manual controls to this camera  .
there is a manual mode , but this doesn't allow shutter speed / aperture control , just white balance don't misinterpret ; the images are very high quality , the camera is very intuitive and i am going to keep using it as a night    on    the    town shooter  .
i would seriously consider this camera if you are one to just keep it on auto (the camera almost always creates a great shot)  .
photo junkies , just do not expect to get nearly as creative as you may be used to .
this is a real nice , camera but  .
when taking pictures while it is snowing ,  .
it caused moisture to corrode the interior cards , bought it in aug  .
2007 it's worthless now per canon repair  .
so don't plan on using this little bugger in the snow  .
i do not recomend it in michigan  .
wow an excellent camera for point and shoot shots , the colour accent and black and white moods give perfect pictures and i is surprised to see how well it could pick up the colours , the colour switch is not to good at all could not switch some colours  .
the short movie feature is done well and the audio is surprisingly good  .
over all i is impressed and would recommend this camera to anyone .
obviously some of the nimrods on this page don't understand manual exposure  .
the only manual exposure controls on this camera are the long shutter control (1    15 sec) and the iso setting (80    1600)  .
however , the iso setting you choose will only allow the camera to choose its' computer's algorithm for shutter speed and f    stop  .
that is why i listed minimal exposure controls as a negative  .
otherwise this is a nifty little camera which you can put in your jean/pant pocket  .
it's the smallest camera that canon makes (yes , it's smaller and lighter than the sd750  .
) and my wife always has it in her purse the pictures are beautiful and the colors are always true  .
the screen is great although the viewfinder comes in handy in the bright phoenix sunshine  .
controls are ergonomical and intuitive to use  .
you wo not go wrong with the pocket hercules  .
i've wanted a dslr for the longest time , but since it's far out of my price range , i know i should not hold my breath  .
so i gave up on that long lost dream and instead opted for a nice point and shoot  .
after looking over a lot of reviews , i decided i'd go with the sd1000 it's not an slr    but i'm happily satisfied with the proper tweaking (i've found that fooling around with the function settings is well worth it    do not just limit yourself with the auto setting , play around a bit) , it produces acceptional quality images in even the most frustrating indoor lighting without having to use that icky flash only thing i'd really love to change is the fact that it has no image stabilization  .
unless your subject is standing perfectly still , and your hands are steady , the images turn out blurry  .
that is my biggest dissapointment  .
also , i've read in some reviews that the lcd screen is very sensitive , so i've been extremely careful when handling the camera and decided to purchase a protective case for it i'd recommend it if you're looking for great quality on a budget .
i love that i can put in my pocket and have available  .
pictures turn out great .
i bought this camera recently to take on a trip to the grand canyon and las vegas and i couldn't be happier with it  .
it is fast , easy and took great pictures  .
we had a double rainbow appear over the canyon while we were there and got great , colorful shots of it  .
in vegas , we took actions shots of the bellagio fountains and were very pleased with the results  .
you cannot get a better camera for the price in my opinion  .
the only thing that could be impoved is the door for the battery and memory card  .
it is made of plastic and is somewhat flimsey , but other than that , if you want an inexpensive digital camera that takes great pictures , you wo not go wrong with this one .
unlike several other reviewers , i have found absolutely no problems taking pictures in low light environments  .
auto usually looks fine , but with a little manual tweaking low light photos look nothing short of fantastic  .
the camera is so small and light you'll never miss another photo opportunity because you'll bring it everywhere  .
despite its weight , the case is remarkably solid  .
there is a bit of distortion , noticably more than my old canon a75 , but the lenses on the sd1000 are much smaller , and distortion is the price you pay for the size  .
the only times i've found the distortion problematic were taking pictures of trees in very bright conditions  .
usually this is manifested as a slight blue outline around the edges of the subject near the very top of the frame  .
i'd definitely buy it again , i do not think you can beat it for the price .
basically , if you are looking in this price range , buy this camera  .
canon is reliable with their product and this camera is no exception  .
great pictures , many features make this camera good for any person .
overall i believe this is a good camera , but i really did not like the old retro box desine but i think its ok every one has their own opinions , but if you really want a nice looking camera you should buy the sd630 for $250 or if you want the new sd750 go ahead and buy it  .
the fair price and it's compact size makes it easy to carry in pockets  .
good build quality and great image quality makes this a good choice .
i bought this camera mainly for capturing great moments with friends and fellow musicians that share stages with me and other musical events we participate in together i needed a camera that is as small as possible , and relatively inexpensive , and i found this one to be the best i can have for the money and for my needs , according to the reviews i read here before first of all , this camera is tiny  .
whenever i want to capture a moment , i just take it out of my bag , slip it out of the little case (i had to buy for it ) and shoot  .
very comfortable to grab and shoot with one hand shooting in sufficient lighting conditions yields very good , sometimes spectacular results , great contrast , lively colors , fine resolution and quite sharp images  .
the manual white balance presets work very well , as well as the custom balance option  .
the auto white balance works good most of the time , although sometimes makes for boring colors in the image no manual exposure controls , manual shutter speed is 1sec  .
or more (useless for creative use in daylight shooting)  .
the manual exposure compensation does help a little in balancing the light in the picture shooting in less than ideal lighting conditions yields less than perfect , sometimes less then satisfactory results  .
using higher iso settings (400 or 800) in darker scenes makes for very noisy images , so the compromise is using a flash , which is not always pleasing , or staying with a lower iso setting , which is almost impossible shooting focused images of people and such things  .
in these situation i shoot only for capturing the moment purpose , not for really enjoying quality images i recommend using the camera in manual mode , even though there are some mistakes at the beginning , i am still not an expert but i am getting better , and i never use the auto mode overall , a great camera for the money  .
if you need more artistic flexibility or better low light results , look for a good slr camera  .
but if you need a lightweight , fast point shoot capture the moment solution , look no further  .
you'll sometimes be surprised by the results .
this is a good little camera overall  .
it fits in your pocket so you can take it almost anywhere  .
at 7  .
1 mp the photo quality is very good  .
there are many settings that you can select for various shooting conditions  .
they can be further tailored in manual mode  .
it's so easy to use that i is able to figure out how to use it without even reading the manual  .
the only issue i've had with the camera is that it has no battery life meter  .
there's no warning until just before the battery goes dead  .
i think it's a serious omission  .
you'd better have a spare battery otherwise you can be left with a dead camera and lost memories .
up set that lens jammed after only one year and cheaper to buy a new camera than have it repaired .
when you turn off the flash and it's dark outside it automatically slows the shutter speed and you cannot adjust it  .
you can make the shutter longer , but not faster  .
so pictures at night turn out blurry  .
and even pictures taken inside have fuzzy edges  .
i really hate this camera because of that and i'm buying a different one  .
if you want sharp pictures in low lighting , this is not the camera for you  .
but when you're taking pictures outside when it's really sunny it's fine .
i'm a novice photographer who bought the sd1000 hoping it would be an upgrade to my 3 meg sony dsc  .
it turns out the 3 meg camera takes crisper photos than the canon , even when it's on a tripod to its credit , the canon has very accurate color reproduction  .
certain colors (like lavender) are very difficult to photograph unless you happen to have good lighting  .
the canon captured the color perfectly .
i is wondering if anyone had a comment on the video capture quality of this camera  .
from what i read it looks good  .
i is looking for a camcorder + digicam until someone suggested buying this camera for both purposes  .
is that a good option  .
tia  .
i specifically purchased this camera to eliminate the lag between shots  .
all of the reference data that i had reviewed show the camera near the top of the ratings for point and shoot cameras  .
unfortunately , when the flash is engaged , the performance is not very good  .
i ran a test against a canon sd 800 , and the difference in performance is appreciable  .
the 800 is signficantly quicker when the camera is used to take multiple shots in fairly quick sequence  .
according to canon tech support , the 800 has a stronger battery that provided this quick refresh or minimal shot to shot lag .
this is supposed to be a top    of    the    line pocket camera  .
unfortunately it is badly in need of image stabilization  .
outside pix are great , but inside there is no way to take without the flash or a tripod  .
everything else is fuzzy  .
in addition , for some reason does not allow you to copy _to_ the camera , using it as a usb    storage device  .
otherwise is great little camera .
i got this camera because i is so impressed with another canon , the sd550 ; a friend owned one and had uploaded his photos to my computer and i'd really been amazed at their detail and clarity so then i bought this sd1000 , expecting even greater things since it is newer  .
i uploaded some pics to my computer , and i is shocked to discover that , despite its next    generation technology , the sd1000's photos were of much lower quality than the sd550  .
the sample video i took is great , it is like a camcorder , but the photos looked blotched , noisy and mottled when viewing them at 100%  .
the sd550's photos , in contrast , looked sharp and detailed i tried taking some outdoor pictures in bright sunlight and this mottling and haze mostly went away  .
but i'm not interested in a camera i can only use when it's sunny  .
so i'm returning it this may not be a problem for you if you only view your photos as small prints ; i did not print any samples to check  .
as for me , i primarily view my photos on my computer , and i like being able to zoom in to 100% and see crisp detail i recommend going to a site like steve's digicams and opening up the sample pictures from different cameras in different tabs in your browser  .
compare them , going back and forth  .
when i did this at 100% resolution (browsers resize images to fit in the browser window , so be sure you click on them to resize them to 100%) with the sd550 , the sd700is , the sd1000 , the sd800is , and the sd900 , i found that the sd1000's pictures looked the worst of all of them  .
i showed them to a few friends and they all agreed  .
the sd1000 had the most noise , the most artifacts  .
in comparison the sd550 looked the nicest at 100% , with the sd700is very close behind both of those cameras use the older digic ii processor  .
i think canon has really taken a step backward with its digic iii in terms of image quality , though i guess it allows fancy things like face recognition  .
but tastes differ , so go check out some sample pics yourself before you buy .
i bought the sd1000 back in march 2008 and have used it steadily since  .
i like the camera , but i'm not that impressed with the photo quality  .
images are too often grainy in low light  .
they also , to my surprise , universally lack sharpness  .
my previous canon is a powershot s50 , which yielded images of much higher quality i cannot say , however , that i dislike the camera as a whole  .
i love its ease of use and portability       i've just resigned myself to average image quality  .
i use photo editing software to despeckle and add sharpness would i buy the camera again  .
probably not  .
i'm a big fan of canon , though , and would buy a different model in the powershot line .
this camera turned to be a disappointment when you take a picture of person's face in the sunlight , the picture shows quite a bit of glare , you alway need to go to manual mode and either use a darker skin tone feature , or just generally darken the image the camera had the problem with the lens stuck    has been in the repair on warranty and has the same problem again    pretty much a throwaway material in the bright sunlight there is quite a bit of saturation in the corners , understandably due to the size of the lens colors are ok though i have had two lower end canons by now , both produced poor quality images .
this is my 1st camera  .
it seems alright  .
there is no image stabelization so if you want to take fast pics that do not blur , u need to change into higher iso  .
however higher iso gives images noise , which makes the image doesn't look very smooth  .
battery is decent  .
not that bad if you do not use it every single hour .
i bought this camera about a month ago  .
whenever i try to take a shot that is not in the kids and pets mode , i end up having to take the picture like 15 times in order to not get a blurry one  .
there have been many times when i have completely missed a once    in    a    lifetime shot of my 10 month old niece  .
she is the whole reason i bought the camera  .
it does have its good points like the color swap and accent  .
those are cool  .
plus , it can take really great pics if you are in the perfect lighting and are shooting something that is not really moving  .
plus , it costs at least $100 less than the ones which seemingly  .
i am taking this back and forking over the extra 200 bucks for the sd950 is  .
this is basically the same camera but with 12  .
1 megapixels and an optical image stabilizer  .
i will let yall know how that one works out for me .
danm2 is right on target regarding the photo quality of this camera  .
while i love the sd1000's ease of use and portability , the photos i took generally lacked sharpness and showed a yellowish tinge when printed  .
