i love this thing  .
it has a very durable case (i've dropped it a few times now with no damage) , the controls are very intuitive , and the display is beautiful i also signed up for the zune marketplace  .
at $15 bucks a month , it's nice to be able to download all you want  .
i've had little to no trouble finding the music i like  .
some music you still have to pay for , but that's a record company thing  .
i'm hoping my zune sticks around for a long time .
first off , i have had my zune for about 6 months  .
why the wait on the review you ask  .
i wanted to use it for a while and really see how it stacks up to my ipod and write a truly unbiased review of this product based on my experience over time , rather then just after a week or so of use  .
so based on my 10 out of 10 rating , you can gather that i really love this thing so let's start with the software   when i first got my generation ii 40g ipod , i had a real hard time with the software , there were many bugs with syncing and just trying to pull existing files over  .
as most of my 1200 or so albums are on cd's and yes , i still buy cd's as sometimes i like to listen to my music in it's purest form , i rip all my music to my hard drive first , then back it up on my external mass storage device  .
with the zune software it's a snap , i couldn't ask for an easier user interface , very simple with some customizable options for the more savvy user  .
with itunes it's not as easy , especially if you want to use the itunes software to do the rip , it tends to take a while where with the zune software it's real quick  .
it's also very easy to move pictures , video clips ect  .
as soon as the music is done ripping you have album art , dates , genres , ect , you also have the ability to modify the information if you have your own specific genre listings as i like to do as i don't like some of the ones that come up  .
when moving pictures and videos , the zune software will use the same folder information that you used on the computer so you will be able to search the same way on the zune device itself  .
same with videos , i don't plan to use my zune to watch movies so i cannot give you a review on that , i may get another one to do that with or wait until they come out with an 80g and use that one for movies the zune device   i love the fact that it displays the album art of the music you are playing on the screen , i know this seems trivial but i think it's a really cool feature  .
the screen itself is big and clear and i just love that  .
the user controls are what you would expect , i really loved the old ipod dial but i think i'm over it , and now like the way the zune controls are set up , but like anything new and a little different , you will get used to it fast  .
i have read a few reviews that state the battery life is poor , but i don't think it's all that bad , i can fly across the country with a lay over and not have a problem , maybe it's because i'm not watching movies , i get a solid 9    12 hours of play time with just music and a few peeks at some pictures of my daughter  .
i only have a couple friends who have zune's so my experience with the wifi feature is limited but it does work nice , especially if i want to beam a couple pictures over  .
as far as music , it's cool to share some music but the fact that you are only limited to 3 or so listens is pretty crappy  .
so just throw some music on a memory stick if you want to swap for an extended period of time accessories   the zune itself comes with a nice micro fiber case that is quite durable , mine hasn't ripped yet  .
(knocking on wood) the head phones aren't the best but they aren't bad either , if you want a nice noise canceling audio experience , invest in a nice set of sony or bose head phones and you will be much happier , but for biking , kayaking , running or hanging around , the head phones that come with the unit are pretty good  .
i is disappointed that the zune did not come with a wall ac unit , you can only charge the zune with your computer and usb cable out of the box , if you want an actual plug and docking station you have to buy it separately  .
i went with the zune home av kit which is very sharp , microsoft's design team did a great job with the accessories , i think they look great  .
the av kit is really nice , it allows you to hook your zune up to your tv and stereo , once you do this you can view all your pictures and album art right on your tv , this is a great feature for parties when somebody asks what band is this  .
or what album is that on  .
i just wish that there were a nice inexpensive set of desktop speakers , i can use my old altec lansing speaker dock for the ipod but it's not powered , so right now i am using a cheap set that i got as a give away at a trade show , i just plug in the usb and i'm all set , i would like something that's better quality and portable like my bose ipod sound doc so there you have it , i hope you found this review to be informative and useful , if you are looking for a great really sharp looking device for pictures and music the zune will not disappoint  .
if you are looking for a device for movies you might want to try something else or wait for the generation ii zune that packs a little more storage .
i've tried ipod and frankly it does not hold a candle to zune  .
zune does all the core tasks that ipod does plus comes with a bigger screen , is lighter , has a radio , has wifi , and has a much better interface .
i think this could still be and ipod killer , i know its been out for a while and it hasnt risen yet to ipod status but i believe its getting there  .
it just doesnt have the years of popularity behind it like the ipod does but as a media player i think its outstanding and it should be the norm for all people with media players  .
it a great player and thats why im giving it a 10 out of 10 .
death to ipod  .
stop looking and by the zune  .
i bought a zune two days ago and it is definitely better than the ipod  .
first off you only have to pay $15  .
00 a month for all you can download  .
also if you want the burn rights for a song it's only 79 microsoft points  .
the library is quite expansive and transferring songs and pictures is fast  .
you only get to listen to a transfered song for 3 days or 3 times , but you can download the song on the zune marketplace for your zune  .
this is really a great player  .
oh and the zune converted all my video files , please do not listen to the idiots who say you have to buy special software .
i got a zune for christmas and i love it  .
i previously had an ipod  .
i fine the zune much more intuitive and i'm glad to stop using itunes  .
the screen size is much better for watching videos and turning them landscape really helps too .
i want people to read this review so that they do not find out the hard way like me how to set this unit up properly  .
to get the best possible sound out    put , because sound is everything to me and this unit is great with the right set    up  .
so first if you want to put your cd collection onto this unit  .
you need to go into options and set it up for the best possible sound output see instructions ( note # it will hold less music    but still holds a ton ) but the ultimate sound is great and well worth it  .
next get yourself an external harddrive at least 30gb because if you keep all this music on your c drive you will slow your pc way down  .
next buy good earbuds i recommend ultimate ears super fi  .
5 pro with dual drivers but note they will cost you just as much as the zune itself but trust me it makes all the diffrence  .
if you do these 3 things you will have a blast with this great unit  .
so good luck and rock out  .
guys this is one of the best product in mp3  .
video devices  .
if anyone complains about this device only plays  .
wmv , try the below method and its works for  .
avi and  .
mpeg too  .
its one of the biggest mistake made by microsoft but its good for us lol (thanks to zune scene)  .
mayooran  .
these are the steps    .
rename your avi (or mpg ) file to wmv 2  .
add it to the zune library  .
how  .
just put it in a folder that the zune software monitors and you should see it in your library soon after that  .
if you do not see it yet , you can force the zune software to refresh the library by clicking f3 and hit ok 3  .
once your file is in the video       library       recently added , do not sync  .
using windows , rename your file back from wmv to avi 4  .
now you can sync  .
zune software should convert the file from avi to wmv and sync it to your device .
all you other people on here rating this below an 8 are just f cking dumb as hell  .
this player is the best that is out right now  .
there are already hundreds of mods for the zune that outright beat the i    pod and zen and all the other crap that is called an mp3 player  .
microsoft will not let any other company beat out there player not what so ever  .
microsoft makes this player basically opensource , all you need is to look around on some blogs and find some software to mod trick out you zune  .
i am very very very happy with my zune and have already modded the hell out it and it blows away all the other mp3 players out right now  .
i have had an ipod and they suck , ipods have very short battery life , there progs you can mod the ipod with are very weak and dull  .
the zen have to many blocks and you end up changing the code in the software to do anything  .
ipod and zen have no match at all up against the zune  .
so all you mac f ckers out there can keep crying when they cannot share any music with another ipod dumbas  and they can really cry when they run out of there battery in 4 hours  .
oh yeah also mac will not replace your dead battery even with a warrenty  .
microsoft will reaplace anything if your zune goes bad , but really the zune will not die out  .
trust me get a zune , you'll love it  .
amazing  .
i have found 0 faults so far  .
its great looking and navigating and great sounding .
i would recommend zune to those who are always looking for more  .
zune is a new kind of technology ; not only is it a mp3 player , it has a very modern , artistic feel  .
the customizable options in zune allow you to adapt your unit to you  .
with ipod , you get the same white unit , the same blue interface , and the same thing as everybody else has  .
the translucent plastic shell of the zune is very eye    appealing , and the plastic has a very , very soft feel to it and is very comfortable to hold  .
everything about the zune is favorable  .
the metallic trim along the screen and scroll button seems to perfectly go in sync with the rest of the scheme , and the scroll button feels much more accurate than ipods    if you're new to the machines , you wo not be pressing all around the wheel to get to your favorite song  .
what is arguably the best feature of zune is the wi    fi  .
this is mainly the focus of microsoft's welcome to the social slogan  .
it's very entertaining to be in the same room with someone and not know they have a zune , but both zunes will let the users know that they detect each other , and the users can swap and share content as they wish    definitely an innovation in personal media players  .
the screen resolution is the only concern , as it has a larger screen than the ipod video , it has the same number of pixels  .
this is practically unnoticeable to the average eye , and the zune has so many great features that make up for this tiny flaw i am completely satisfied with my zune and what it lets me do , and i honestly do believe that zune patches up all the flaws that ipod has , and that zune is much more personal than an ipod on so many different levels , and because of it's well    known competition with ipod , i believe zune can only get better and better .
i am fed up with the terrible press and bad reviews of this product by ipod fans , which is making me sick because this mp3 player rocks , but everybody is so obsessed and in love with their ipods that they do not want to try something new  .
i think it is because ipod fans are afraid that they are actually gonna like it more  .
i do not understand why people are bashing the zune because competition is good and we consumers win with better features from our mp3 players not the same old features apple offers for high prices , but better smaller , thinner , cooler , and more stylish designs that just make us want to buy and not care about whether they have the same old features or not the zune has more features than the ipod and is better built and seems like it would last longer too  .
you do not have to buy unnecessary accessories to protect the zune or feel like your gonna break it in your hands  .
people complain the most about the size , screen , and the zune music store  .
the fact is people are not giving this mp3 player a chance  .
the first zune is just as big as the first generation ipod , but looks much more stylish and has a big screen , which is a good thing because it is easier on your eyes watching movies , videos , scroll through the menu , etc the music store is unbelievable because it has a subscription which means you do not not have to burn 99 cents on multiple songs and each song is cheaper  .
in fact it is about 79 cents a song the bottom line is that this mp3 player has a huge potential in my opinion to be an ipod killer and your getting more features for your money  .
also this mp3 player is finger looking good especially from a top view which gives you an idea of what it would look like if it is actually thinner like the ipod video  .
this mp3 is so sexy and looks like a must have gadget , but people are afraid of change because the ipod is the first mp3 player and really had no competition until now  .
the ipod completely revolutionized pop culture and music in general , but the zune is taking the mp3 music revolution to another level  .
this is the zunes first year and it is not disappointing with the features unlike the ipod  .
anyway the apple ipod is not that great and it is all about the marketing  .
everybody had one and there is really no competition so nobody could resist it  .
the apple ipods counterattack to the zune is the touch screen ipod , which i believe they are trying to bring out before christmas , but it probably wo not come out until sometime next year .
zune ease to navigate and wide viewing screen adds to the comfort of enjoying more than music on this device  .
opinions vary as to how one might view the zune but for me , i see beyond the current device  .
i look toward the future of zune with all smiles just like the xbox first hit stores with mix feelings  .
zune's release is another big step for the mp3 community  .
zune    raising the bars .
i purchased this unit a couple days ago and i'm very happy with it  .
i've been very impressed with the whole experience (packaging , installation , etc  .
the user interface is very inuitive  .
i love watching video and perusing photos of my son on the large screen  .
i choose this unit becuase i'm pc based and have an xbox 360  .
i understood the integration to be very strong  .
after the installation , i discovered it is everything i had heard  .
the zune software is actually my streaming media connection with the 360 i look forward to the addition of online video fromt the zune market place i highly recommend this unit  .
note to all of those people who don't own one of these units but continue to write online reviews with low scores  .
stop  .
just because you have a problem with microsoft does not mean that everyone does .
hopefully it finally wipes the crappy low quality mp3 / aac music from ipods off the map .
excellent mp3 player , definitely gonna put this on my christmas list  .
this is ipod's ultimate rival and will put apple to shame  .
i prefer this over the ipod because ipod is the only mp3 player that needs something like itunes for it to function  .
for the zune , plug , goto wmp , sync , its done .
well , even if the zune is not as good as the hype says (probrably not) ipod will finally get good competition and both powerhouses will compete and we will win either way  .
i for one don't like the ipod , and ill be buying the zune  .
of course , if the ipod is better , then i'll wait a while and see if the zune gets better  .
again , either way , we , the consumer , win pcmag's review    .
the microsoft zune ($249  .
99 list) is a shot across ipod's bow  .
i got a first    hand look at the toshiba    built , microsoft    designed digital music player and the associated software and supporting web site and all i can say is wow  .
slideshow (11)  .
slideshow | all shots  .
for years , the apple ipod has taken microsoft to school  .
microsoft's responses , up until now , have been tepid , at best  .
remember the first portable media players and that gosh    awful feeling that way too much had been crammed into the devices (the first creative zen being a prime example)  .
forget that  .
in fact , forget everything you know about how microsoft builds consumer electronics productsthe xbox notwithstanding   product guide   mp3 players  .
a new front in the apple/microsoft war  .
apple ipod (80gb)  .
the zune is clear proof that microsoft has learned something from apple and virtually every other music player manufacturer that's come before it  .
the 5  .
6    ounce device feels good in your hand  .
at first , microsoft will just offer a 30gb model  .
nonetheless , it's a bit heavier than the 80gb ipod with video  .
at 0  .
6 inches , it's also thickerthe remaining dimensions are 2  .
4 inches wide by 4  .
4 inches long offered in three colorswhite , black , and brownthe zune is not nearly as shiny as an ipod  .
in fact , the plastic casing has a subtle texture  .
my unit initially looked all brown , but then i noticed green piping along the edges  .
oddly , it seemed to disappear when i turned the player this way and that  .
microsoft execs explained that i is seeing the real color of the outer plastic coveringit's green  .
the translucent plastic covers the device , which is painted brown  .
this is a nice feature and means you cannot scratch the paintthough you could conceivably scratch the plastic  .
microsoft told me they expect the fine texture to get sort of burnished from people holding the zune , which could personalize these players  .
we'll see when you first look at the zune , you think it might be missing a few buttons  .
the screen fills most of the face and delivers 320    by    240 images in portrait and landscape mode  .
below is a navigation wheel that , unlike ipod's scroll wheel , is not touch sensitive but responds nicely to pushes  .
to the left is the back button and , on the right    hand side of the wheel , a play/pause button  .
that's it  .
the nav wheel is the focal point (aside from the screen) and is easily five times the size of the smaller buttons beside it  .
all three of them sit about a quarter    inch from the base  .
as soon as i held the zune , my thumb instinctively reached for the center one  .
i found i could effortlessly touch and use even the small buttons  .
within 30 seconds i is using the zune to play music and watch the accompanying music video the interface has folders and levels , as you would expect  .
the main screen's options are music , video , pictures , community , and settings  .
i instinctively used the top of the nav wheel to move up and down the menu and the center of the wheel to select  .
i is able to drill down to an album and find a song  .
when i selected a track and hit the play button (the center button can play , too) , the screen shifted to widescreen automatically , so i turned the player sideways in my hand  .
this didn't confuse me , perhaps because the nav    wheel controls rotate 90 degrees as well  .
so the volume    increase button , on the right    hand side of the wheel , is still in the same spot audio sounded excellent , and the video looked sharp and bright  .
i did not notice any issues with reflection on the shiny screen indoors  .
we'll have to wait for outdoor tests to see how well it holds up in sunlight  .
the player also has a built    in fm radio that picked up dozens of stations with almost startling clarity  .
and the device supports rds data service , which some radio stations use to send station identification and track info along with the audio broadcast microsoft spent a lot of time telling us about the zune experience  .
a big part of that is the social or community aspect of the device  .
this is not lip service  .
zune has 802  .
11g/b ad hoc networking built in  .
i used this feature to exchange music and photos with other zune users  .
to send , i simply navigated to any piece of content and used the send option  .
doing so took me to a menu that showed all available zune devices  .
anyone within a 30    foot range who has wireless turned on in their zune (you can choose to have it off) showed up on the list , and it even told me what they were doing watching video , viewing photos , or playing music  .
(i'll admit that's a little creepy , but it too can be turned off  .
) i selected one and then waited for that party to accept my file  .
you can choose to accept or reject it  .
anything you accept goes into your inbox shared photos can live indefinitely on another zune user's player  .
music is another story  .
any music you share will live for three days or three plays ; then it goes gray and unplayable  .
the good news is that you can flag it so it's easy to find if you want to buy your own copy  .
which leads us to the software i could not personally test the zune desktop software or marketplace store , but what i saw and heard is encouraging  .
the zune app looks dead simpleits controls are obviously modeled on the physical zune  .
of course , it and the zune are not playsforsure compliant , so music from other compliant services (including msn music) cannot be pulled in there  .
there is good news , though  .
the marketplace will launch with two million songs andthis is the really good parta subscription service  .
you get all the songs you can digest for $14  .
99 a month  .
that's smart and something we've been begging apple to do with itunes  .
you can also purchase tracks individually for 79 microsoft points per track  .
microsoft points are credits that are currently used by xbox live subscribers to purchase content the marketplace will not initially offer videoso the only video you'll play will be what you download elsewhere not everything that microsoft is doing is different  .
the battery is rated for 14 hours (with wireless off) and 13 hours (wireless on)  .
the zune plays 4 hours of videobut without movies or tv shows , i'm not sure who would care  .
what you cannot do , however , is replace the battery  .
i'm not sure why microsoft made this choice , aside from that it could have helped createas far as i can tella near    seamless fit and finish from a purely subjective perspective , the microsoft zune achieved something that precious few portable music players have done before   it made me want it  .
i really wanted to take one home and play with it for hours  .
the zune's release is not only microsoft's best shot at the ipod , it could be the best one , period .
microsoft is one to look at , but let others try first  .
if given the choice of a free ipod or free zune , i would go with the zune  .
i own a 30 gig ipod video and cannot say that i am the most pleased with it  .
at $  .
99 a song , and haveing to buy a case to protect it from anything , the only good thing about it is that it actually plays music and videos quite well the zune however appears to already have some level of protection , not likely to scratch or ding like the ipod , and at $14  .
99 a month , i can get all the music etc i want above all the wifi and landscape talk , i think that the fact that microsoft is takeing responsability for pirated music and compensating record companys impresses me the most  .
they mean buisness  .
do not whine if a song is encoded and can only be played 3 times , if you subscribe to the zune marketplace , i believe you can tag songs you like and when you connect your player to the computer , it will download it automatically  .
trying to protect music rights and encoding songs should not be a drawback to those with a soul  .
i know that music i hear that is pirated really makes me feel slightly guilty  .
knowing that all my music will be protected and is bought legaly will help me to enjoy the zune more  .
that is , as soon as i get one  .
i will have to wait for my ipod to break (which it has once already) to get a refund and buy a zune if it is as good as the producers say .
i give it a 10 to even out with the usual childish 1's of ignorant apple fanboys i do think it wo not be better than the ipod video , though , imho .
ok , i'm tired of people writing reviews that say nothing but it sucks , although this is a very intelligent and insightful review , a review consists of facts or personal expierence  .
none of the opinions , except for the few that have actually used one are just the moronic ramblings of , well i guess , militant mac/linux users  .
i sold my 60gig ipod so i could get a zune based on my less than stellar experience with the ipod and with apple products overall  .
yeah microsoft is a behemoth corporation , but my guess is that they wont release a minimal upgrade to their device and call it a completely revised and improved product like apple is famous for  .
unless you have had on in your hands and can give real reasons why it sucks or it rules , keep your mouth shut  .
i am so tired of the my operating system is better than yours argument  .
it all boils down to personal preference  .
i have been in the graphic design/marketing business for 14 years now and have worked with macs for a lot of that time , and i hate them  .
so i'm not just a microsoft stoolie , i've worked with both and i prefer windows , do not think it's any better or worse than macs , i have just had a better experience with microsoft  .
anyhoo , i'll stop rambling and just wait for the flames  .
lets face who and his dog doesn't have an ipod  .
that is why the zune will succeed  .
what made the mac succeed  .
yeah that's right the samething that will make the zune succeed  .
ipods are good but boring and resting on their laurels  .
should've released wi    fi along time ago no radio etc  .
so , they're going to follow zune in a few months  .
is this what expect from a leader in this field  .
the zune is a breath of fresh air in a market dominated by ipod  .
also try rating the player when actually have it  .
rating it as 1 and 10 is the same when you do not have it .
the dumbest statement i have seen today was    .
why bother to come out with this  .
could not the same be said to apple and their ipod  .
why did they bother  .
competition is healthy and only helps consumers by driving down prices and adding features i guess if a penguin is drawn on the side it'd be just peachy .
i just want to know will the zune play windows media center recorded tv shows  .
so many people have logged reviews on this thing it has not been released  .
give me a break do me a favor    use your head and review something that you actually have experience with .
i am loving all these reviews and feedback systems , based on a jpg file a three month old spec sheet and hearsay  .
i may be the only one around here who thinks that people who review products based on hearsay and spec sheets are a few breasts short of a bucket , but at least it's entertaining  .
take a look at cnet's review pages there are about three other products reviewed here that have as many or more user reviews and this is for a product that is two weeks from hitting the street  .
if there is one person around to write a credible review based on having touched and used the product i'd love to hear from you , but hearing for a mac    happy dickpod user is not something i would consider constructive to the readers why is that ipodders are so defensice and protective about their property anyway  .
protection is generally based on an overabundence of fear you're not afraid that microsoft has made a better product are you  .
no oh well i did not think you would think that anyway .
now here is a question to all of you people who gave    ve feedback to this mp3 player , do you own this player  .
did you use it yet  .
did you even see it on a display anywhere  .
i am not a fan of ms , i think most of there devices have issues , look at windows for software and xbox for hardware , but i am not a fan of apple either  .
i bought ipod color and within 2 weeks the darn thing gave up on me  .
but the thing is i used it and saw its flaw first handed  .
so if come here and leave a    ve feedback , it will be from what i experianced , not from what i think or what i heard some people here say that ms copied ipod , my question to them , who is not  .
creative did , toshiba did , sony did  .
but along with that what they are also doing is making it better  .
so until zune is out in the market i think its unfair to rate it  .
think about this , zune is designed my ms but manufactured by toshiba , and last time i checked on cnet , toshiba kicked @$$ of ipod  .
what a great product , as the old saying goes do not knock it till you try it  .
then again there are people who are just ignorant and just rant because it is microsoft .
this could be the device that breaks the ipod , its well thought out with a big screen , has wifi capabilities , and a nice size hard drive , the only drawbacks i see is that it isnt a phone and it doesnt support a camera , but neither does the ipod  .
wow i cant wait for this , sharing music , i love the brown (more professional) well i just love the device  .
zunelicious  .
blogspot  .
com  .
i love all the features on this player  .
i do have an i pod and i believe zune is a superior player for now there are too many ms haters rating this player low just becouse is a ms brand .
i think this looks great and i hope it leads to a portable xbox  .
i've been reading the bad reviews and they are unfounded and unfair  .
people are giving this player a poor score with no details as to why ; other than they looovvve their ipod and they think microsoft sucks  .
if you love your ipod , go and give it a 10 , but do not give its competitors a bad review .
just perfect , cannot compare to ipod  .
i beleive ipod and zune both are good  .
but zune offer some extra features which ipod do not offer like fm radio , wifi , wallpappers , bigger screen , media center sync  .
ipod got some adv too like online movies and music videos downloads , audio books  .
apple , microsoft and sony will be biggest compt in future ( that , s what i beleive)for each others  .
as i know apple building online rental store software for sony and also sony have adv of psp and some great battery life mp3 players (great sound quality also)  .
microsoft will grab 25% to 30% market share from apple until end of 2007 (for sure) and about apple we all know  .
so 2007 will be huge for these three comp .
i like the zune  .
it looks great to me it could be a little thinner  .
it has great features and could be a great alternative to the ipod .
it is cool  .
looks interesting and it has lots of features with a very affordable price  .
i think the zune will give the apple ipod lots of competition  .
it may even be better  .
i am really looking foward to the zune  .
i have to get me one of these  .
i cannot wait .
this is the player to have  .
it has everything that the ipod doesnt have , and wat is the same is made better  .
stop bashing this its not even out yet  .
and stop saying the ipod is so great  .
its all in the marketing  .
its really not that great .
if you want a durable mp3 player this is it  .
i love this thing  .
a very good mp3 player , but tons are freezing today .
this is an excellent device  .
walks all over i pod  .
i love it  .
it's sound quality , its awesome design , everything about it is defiantly worth buying  .
the only real complaint that i have is how big it is , if it is just a tad    bit slimmer it would be a perfect 5    stars  .
i like this product but theres a certain problem the songs has expired can u help me to sync to my pc thanks a lot  .
i got the zune for christmas of '07 because i was not really into the whole ipod thing  .
the graphics , user interface , and sound really made it than the previous media player i had , creative zen  .
the player is great but their were a few lacks , like the updates for example  .
overall , i think this can be a true ipod killer with a few updates .
best gift ever  .
if your in the military these days , you i know that having an mp3 player is almost a must to combat boredom  .
its pretty tough , and plays pretty loud  .
the battery life sucks , but most mp3 players do not last long  .
plus it has video and picure capability .
i think this is better than an ipod and will eventually destroy the ipod in all aspects once microsoft really learns the mp3 business  .
they are on their second gen and are keeping up with apple who is on their 6th generation .
i think the zune is awesome it is by far better than the ipod for multiple reasons  .
and the cost compared to an ipod is better as well  .
i found a great site that has these in many different styles and i would recommend a zune to anyone  .
go to www  .
theshoppingnation  .
com and check them out  .
i know you will love the zune so much more than any ipod you've ever owned  .
i have no complaints about the microsoft zune i have the 30gb  .
(black) version , and everything about it is perfect  .
the sound and video quality is better then any ipod i have ever owned  .
the zune software is really simple to use , and very effective  .
the zune is slightly larger in size then my video ipod , but it has a great feel to it  .
there are many zune brand , and after market accessories available  .
i highly recommend the zune to anyone  .
this media player does it all  .
i now have all the pictures of my son at my fingertips , and it acts as a backup should anything happen to the hard drive on my cpu  .
i have had no trouble loading youtube videos , dvd movies and other free content found online , including podcasts  .
but of course it really excels at music  .
easy to find what you are looking for , and album art comes through automatically  .
the sound quality is as good as any portable device i've heard including walkman cd players  .
my one and only complaint is that there is a little lag when flipping through the 700+ pictures i have on the device one thing i did not realize is how good this player looks with the double    shot paint job .
i was not expecting much out of this product , but i have an aversion to ipods , and i also don't write off every ms product before it's released (see my 360 review) i am very pleased with it , particularly with interface  .
it's simple and effective  .
the case is completely scratch and fingerprint    proof , and i haven't had any problems with the screen yet on the screen , though , it's got a funky resolution  .
it's the same as the ipod's , which is incongruous with zune's larger screen  .
don't be deceived , though ; zune's screen is only a little bigger than ipod's , but it makes a big difference watch out with song formats , however  .
if you use itunes extensively (which is your own fault) , do not buy a zune ; stick with your ipod (not anything else you can do with itunes , though , right apple fanboys  .
if your songs are in mp3 or wma 10 , you're good to go  .
for some reason , zune doesn't support wma 9  .
microsoft goof or not , it does not support many formats , but what it does support it does brilliantly as for wi    fi , it's great if you crack it  .
google zune wi    fi crack to figure it out  .
it's straightforward and makes this portable a must    have .
one of the best mp3 players i have ever owned , and i have owned many from almost every manufacturer out there  .
seamless integration with software and subscription music services , beautiful screen although the resolution i believe could be a little better , good battery life and i must note that the batteries are user replaceable with a little know how wireless capabilities are a nice feature although it would be nice if it was not so restricted  .
i own both a zune and 2 ipods and i have to say that my ipods can not compare to the feature set and usability of my zune and the zune well surpasses the ipods audio quality which is a big thing to me  .
great product and i think in a few years its going to be even better with more features and a more refined design  .
the new zunes are scheduled to come out on the 16th of october 2007  .
cant wait to get my hands on a new one  .
great product  .
i luv it  .
first off (i will adress complaints) you'll notice almost all bad reviews for this product were written by ipod owners who do not own the zune and simply hate it because it is made by microsoft  .
second , people say its too big , well the zune body is actually the smallest of the ipod and zen vision m (not including the screen)  .
the zune also has spectacular sound quality compared to ipod  .
this came as a shock to me as i owned an ipod nano before i bought the zune  .
the difference is amazing  .
next , ipods classics break very easily , simply by sitting on them can break the screen  .
and my brothers zen vision m broke when it fell 12 in  .
on to tiled floor (since then the screen on his vision m has broken 2 other times each replacemnt costing over 50$) when he is sitting on the john  .
i is shoked to find that my zune wasnt scratched wen it fell about 7 feet from a loft bed before bauncing off a wooden table and hitting the floor  .
the zune is very hard to accidentially break  .
lastly , i love the interface wich is a lost easier and faster to use then the ipod  .
you can also personalize the interface with your photos and who do you think apple got thaeir widescreen idea from  .
yeah they simply copied toshiba (the company thatmakes the zunes) oh yeah i did say that there were not any video offers from zune marketplace wich kinda sucks but i expect that to chage within the next year overall spectacular player and you cant beat the ability to wirelessly send music and photos to another zune anywhere no hot spots needed  .
( 100 dollars less then ipod touch which has half of the memory of the zune)  .
i have read many of the reviews for the ipod , creative vision m , and the zune , and of course everyone has their favorite , but i have to say that the zune beats the others hands down in sound quality  .
i have compared the three using quality headphones , grado sr60's and shure e2c's , and have come to the following conclusions   the zune has a much more open and full sound while the ipod and vision m sound one    dimensional in comparison  .
the highs are also cleaner and smoother on the zune , the highs on the ipod and the vision m sounding strident and distorted next to the zune  .
listen to the background singers on mariah carey's any time you need a friend and you will see what i mean  .
on the zune the definition in the highs is definitely superior i am not a microsoft fan by any means , and there were many reasons i wanted to like the vision m and ipod more such as the size , the fun factor , and the overall design of each player , but sound quality is a priority for me and no matter how i tried to convince myself to go with the other two i kept coming back to the more musical and satisfying sound of the zune  .
if you are contemplating purchasing one of these players i would recommend you compare them side by side  .
if sound quality is not a priority then you may very well opt for an ipod or vision m , but if you want the music to move you then get a zune  .
one more note if you use average sounding headphones or earphones you may not be able to hear the difference  .
invest in a pair of quality phones and you will hear the difference and enjoy your music like you never have  .
i did not give the zune a rating of ten because there are reasons to prefer the other mentioned players , but , again , sound quality is the best available .
zune is here and it is gonna crush the mac world  .
microsoft answers mac with a bang  .
the zune is the best player by far that i have owned  .
