the ps 2 can be summarized by the following    .
the main strength of the console is down to the sheer number of games and not its graphics , but there are a ton of quality games for the platform which have a wide range of genres thanks to the hefty japanese developers support  .
the xbox is a great system but doesnt have the wide range of games the ps2 has , that is the bottom line games make a system not powerfull hardware .
after going through 4 of the old style ps2's in the span of a year i is beginning to think that my gaming relationship with sony is over  .
but i ran into the probllem that i still had a couple dozen games sitting on my shelf that i just coudn't play because ps2 #4 had just crapped out on me  .
frustrated i returned it to best buy with the trusty replacement plan and they gave me the new slim one  .
my first thoughts were oh great now it's a more breakable pos  .
but i have been much happier with this one  .
i got it around january and it's a good 7 months later and it still works like the day i bought it  .
this doesn , t mean that this unit is infinately better than the old one , though smaller it lacks a disc tray but goes for a top loading instead  .
i really would not care to much about that if there was not a useless button on my remote that i paid $15 for  .
my only other problem is how loud the system gets  .
maybe it's just mine but when it gets spinning (mainly on blue discs) it sounds like a plane is going over my house  .
i still have my doubts but hopefully i will have an overall better experience with this than my previous sony hardware .
going away to college i needed a gaming system that had a  .
affordability b  .
portability c  .
plenty of titles available  .
with the advent of the psp , it would seem that the slim ps2 would be come non existent , however the psp's price ($250) for a college student and ability to play on a tv monitor have its drawbacks  .
i'm not saying the new slim ps2 can stack up stat or feature wise to the psp or even the upcoming ps3 , however it is a great system for the money , especially for the gamer in need of space and price .
i bought the new slim line ps2 immediately when it is released and sold my original ps2 in the process  .
i could not believe how much smaller sony made it , i love it  .
sony did the same thing with the original playstation then the smaller ps one  .
i wish microsoft would do the same w/ the xbox for big black is a pregnant elephant compared to this mini system  .
i agree , the price needs to finally come down to the 100 level though  .
thanks sony  .
now if only we could get slim line colored ps2s  .
i love this product i would very much recomend this product to a friend or family  .
and i cannot wait until i get my hands on the new psp  .
if u have a xbox this is a great additional system  .
i got this system because i wanted guitar hero 2 and my sister wanted ddr  .
i am very happy with the game and pretty happy with the system  .
its a good system if you don't like the wii and do not want to shell out $600 for a ps3 or $400 for an xbox360 .
i just have one quiestion , can i use playstation2 (slim) for 6 or 7 hours with no problem  .
i mean , do i need condition air or some kind of ventilation machine for de ps2  .
the ps2 swept the gaming world when it came out  .
it is the first system to push the envelope for higher 3d performance and it remained one of the top consoles for a half the decade  .
since the ps2 has been around for a long time , no real updates have been made , the gamecube and xbox reign supreme in visual quality because they were releasesd afterwards still , the ps2 offers tons of hits , like gt4 , the whole grand theft auto series , and the final fantasy franchise which lured me in to buying the ps2 in the first place  .
the ps2 gets my 7 because it's good for the time being , because sony is planning on releasing the ps3 in the future  .
the new models are now slimmed down , which makes this a cooler purchase if you're demanding higher detailed graphics , and have the money , choose the new xbox at the moment  .
if you want some quick entertainment and want a huge collection of games , get the ps2  .
it's a matter of choice  .
i had bought a ps2 about 2 years ago  .
i dont know but some problem occurred in it  .
i went to the sony service center and they said that sony dont repair playstations  .
they said that if i had a warranty card they will replace it but they wont repair it  .
i found it absolutely weird  .
if you are selling something you should repair it as well  .
what about those customers whose ps2 are out of warranty  .
if their ps2 gives some problem then it wont be repaired  .
so my suggestion just as your warranty is about to expire exchange it otherwise out of warranty pariod it wont be repaired .
a small playstation 2  .
that's what the slim ps2 is  .
it could fit the size of both of your hands , it has a new 'pop up' disc tray , and everything is small  .
that's the 'massive' difference between a ps2 and a slim one  .
the shocking thing is , the ps2 uses more unhelpful ultilites , such as a guardian thingy and that is what is basicly is .
for the money's worth your getting here folks , your paying for what could of been done by a specialized or even bodge ps2 chipper the techies at sony ripped out the beast dust covered fan and replaced it with , wait for it nothing oh and , that really annoying whiring noise , well done , the fan does not make a noise  .
it aint there also  .
well done techies , you decided to take out the electronically controlled cd tray , that is actually a good idea , it got annoying from time to time and mine got stuck in the process of retreating back the new ps2 includes an all labour working console , and it's bringing back the rememberance of it's dead first brother , the psone , with the standard push to break switch controlling the shutter type tray apart from that  .
your paying for an anorexic ps2 with attitude and some rip off modifications .
i like it , but not as much as my gamecube and xbox  .
there are not really that many games on it that i care for , and the graphical quality is lacking , with the exception of mgs3  .
just no that great of a machine  .
the ps2 is a good , albeit underpowered , system  .
however , there is little point in buying this version , which doesn't even support the [near dead] hard disk drive if you're going to buy your first ps2 , and you want this to look good in your living room , buy this version  .
if you already own a ps2 , or don't care about looks , or do not want to spend a lot of money , just buy a normal ps2 .
i only bought this to play tekken 5 and it freezes a lot on that game and seems i cant play shinobe at all  .
this is completely unnaceptable  .
i have had this system for less than a week and i am ready to return it  .
good thing k    mart has a good return policy  .
gamecube here i come , tekken i will miss you .
i have 1 when u bump it it shuts off  .
always disk read error  .
xbox blows ps2 out of the water  .
ok so sony just made there other system smaller just like the ps1 but isnt this system just made even smaller than this , the psp  .
it has ps2 graphics , most ps2 games are coming to psp  .
lol its funny how sony trys to change an out dated system by making it smaller and making it so you dont need the network adapter , ill just wake up anyone who thinks this ps2 is the best its still the old 1 made to sell , ive already heard of heat problems on this little thing , its tooo skinny  .
, its like a starving system , give it some meat  .
, let it live or just buy the beefy xbox instead of getting this peice of crap  .
No overheating; when you find some tell me
Network Included!! YES!!; No Cons The Systen Is Perfect
save yourself $600; may take a few weeks, but it is free
Games library; PS3. After GOW2 no more good games
slim. no disk tray, built in ethernet; no HDD expansion
slimmmmerrrrr; still the same CRAP
Good price!!!!; No problem at all
Good games, compact design; 2 player only, graphics are so-so
slim, plays DVD, good graphics 2 USB slots.; needs external power source, controllers not wireless.
Tons of Games in all Levels; Outdated Graphics
easier to carry around and hide; can not play Final Fantasy XI
It's worked for more than three months, no longer chunky, network adaptor built in; Loud, Top load
Slim Design, Huge Library, Built In Ethernet, Enhanced Graphics, Use As DVD Player, Cheaper Price; Only Two Controller Ports (Again), No Wireless or Bluetooth, Graphics Still Trail XBox
graphics, speed, reputation from company and system, has had stronghold on gaming market for 6 years, disc drive; load time, controller amount
user-friendly, great games; older, not the best controllers
good games, looks cool, better online support; it's just a more expensive ps2, doesn't support HDD
Large game selection, compact design &#38; style; Just 2 controller ports, no compatable hard drive
Game selection, works with PS1 games; Starting to seem old compared to PS3 and xbox
slim, lightweight, A lot of games; graphics can be glitchy
Slim, tons of games; Dated graphics, need a memory card
Nice slim design, built-in ethernet ports.; Pretty much the same as old ps2 other than size, top-opening disk drive.
Compact, great library of games, cheap.; Top loading disc tray feels flimsy, cords can be cumbersome.
Form Factor, Game Library, Continued Support, Backwards Compatible, Great Included Joystick; Top loading Drive, No included Memory Card, Temperamental DVD Playback, Lack of Internet Features
Some good Games; pulls up last as far as sheer hardware is concerned, and the damn disk read error
Slim and small, huge library of games, online built in; None it does what it can.
Built in ethernet, large game library, compact.; No hard drive slot, only 2 controller ports.
Great selection of titles, backward compatability with Playstation games; Not able to play HDD enabled games
Small not bulky like a xbox and portable; No room for a Hard Drive
Plays DVD's andCD's, huge library ,great games such as the gta seires, free online; low graphics, crapy online and old gen.
very small and lightweight, tons a games,; cannot be placed vertically without stand, has a cheap door, nex gen consles are going to kill it soon
Lots of game choices, some very popular titles; Lacks the "party" style of the Nintendo systems. Most games only 1 or 2 players
Small size. quieter. the amount of available games; no hard drive compatibility
Runs smoothly, runs -cool-, and the graphics are very nice; Can't think of any at the moment, past the want of even better graphics and performance.
No over-heating, thank the lord.; Thinner. More of a price tag.
ultra thin, light, quite, small and NOT bulky like the last, intergrated eithernet / modem, USB headset ports, optical audio out, P-Scan; no hard drive slot, top opening, external power supply
Smallest console on the market, much quieter than original PS2, no slot loading drive than can mess up, built in networking; same old PS2, no improvements inside
Very portable, large library of games, network ready, and same great controller!; Still only 2 controller ports and could break if dropped...
reduced size &#38; weight , very cool, very quiet, fewer moving parts ie. top load; front buttons can be hard to press due to size, did away with the blue LED on front and power switch on rear
Tiny and low-weight is excellent; No one yet - Or even too small when I pull on the controller the console come with me...
Slim, all the same games as the PS2, dvd, online games, portable, easy to plug-in.; only 2 controller slots
Graphics, game selection, built in ehternet ports, quiet, hardly ever freezes; Flimsy top tray, clunky power converter, Sony missed a good chance to par up with the Xbox in this redesign.
Online ready, thin, minimalist, very affordable at about $130, but maintains PS2 quality and performance.; Lack of open air causes base to heat up quickly, no HDD, no On/Off switch in back. Envy, if you have already bought a PS2.
slim body, wont overheat, portability, large collection of games to choose from, small controller that would fit snugly into even small hands; the top loading disc tray, only two players, virtually impossible to make it vertical
It is very small and compact also lightweight, It has a flip open disc tray (like a gamecube) and you can't get your game jammed in there if your power supply breaks, it fits into any home setup; Probably would break if it was accidentally dropped from 6 feet or more because of how thin it is.
The PS 2 is an amazing system. It is sexy, and performs exponentially better than its competition. Unfortunately I have not been able to build a system that matches the PS 2's superiority (or PS 3). Fortunately for me, I am a great marketer!!$$; This product has absolutely no cons. I sleep with it in my bed at night.
This PS2 is only a little bit larger than a PS2 game case!!! It comes with the online adaptor already in it when the old adaptor was bigger than this whole ps2.Disc tray is great and its very portable; None, although it would be better if it had a on/off switch rather than a standby mode. The small red light can be annoying to some.
Great Controller , Slim Factor very nice , The best Games of past generation , it just gave us so many great classic games, Mteal Gear Solid 3 , God Of War 1 and 2 , Gran Turismo 3 , Fatal Frame, Devil May Cry , Final Fantasy X , Ico,......etc; Limited DVD capabilities .....but seriously ,......all the cons that it has are washed away by all the great moments it gave me ....if it were not for the Snes this would be the best console ever
