i've been waiting for samsung to fix this tv and they finally have  .
i didn't notice the black levels mentioned in the editor's review and i suppose that's a side    by    side comparison issue  .
all said , i have really no major complaint about this tv , the picture quality is terrific and everything i had hoped it would be  .
for the money , it's a damn good buy however , it should be noted that plasmas do use more power , generally , than a comparable lcd  .
i personally haven't notice much change in our monthly bill but that could be because the dlp's have similar power consumption  .
plasmas can run a little warm but it's really not a concern unless you install the unit into tight spaces in a console or entertainment center  .
plasmas can also run on the heavy side so mounting to a wall requires greater care and most definitely a stud or two to mount into if none of those issues are major concerns , as they were not with me , then i can whole heartedly recommend this tv or a similar unit from samsung  .
we are very happy with this tv  .
the antireflective screen is not a screen at all  .
what samsung and probably everbody else did is paint the back of the glass with a purple color  .
imagine using a spray paint can and spraying a purple paint on the back glass , going from left to right and watch it run  .
do about 4    5 lines like this  .
that is what they did  .
at first i thought i is seeing things , but as the days went by i saw the whole picture  .
i bought mine at cc and called them up the first week  .
the salesman told me it might be the antireflective stuff but i thought it is supposed to be another screen  .
so i called samsung  .
that customer service man laughed at cc's suggestion and never heard of any purple paint  .
so i took the tv back and got another  .
i am disabled and this is very hard to do  .
so , i bought another one  .
same pn50a550  .
no sooner had i hooked it up than there is the same material on the back of the screen  .
i couldn't see it at cc as you cannot stop the picture and look closely at it  .
now , i'm the one that is the fool  .
nobody at cc or samsung could tell me with certainty what the discolorration is about  .
they all should have known in a second  .
now i have to decide wether to take it back again or live with the problem  .
as i said , for the most part i cannot see it  .
but it is always there  .
and it does not help with reflections at all  .
cnet is to be blamed also  .
they should have seen this and told us  .
we rely on their expertise more than anbody else's  .
so , if you can get by with light blue skys , white backgrounds , and light faces that have a touch pink    purple all the way across them then this hdtv will work for you  .
i have a 60in mitsubushi hdtv also and the colors are more impressive in the samsung  .
there are differences in both of them  .
i get more of a 3d effect from the mits while the sam brings the picture closer  .
having only had the sam for three weeks i am sure i will see more differences  .
there are 720p hdtvs out there that are just as impressive as this 1080p and are cheaper , but i wanted a 1080p and to not spend over $2000 for it  .
so i guess i will stick with the samsung  .
otherwise i would have bought the panasonic 800  .
i bought mine before nycelectronic wrote his review  .
his review is right on  .
mine explains what the pink is  .
i also played prey on the sam and the colors were dazziling  .
there is some pixilating on hdtv when watching some sports  .
but it is hard to tell if it is my tv or the camera shooting the action that is at fault  .
sound is really good  .
lots of options and i am impressed  .
i do have a 7  .
1 onkyo with polk speakers (4 tower) on the mits  .
so i know what sounds good  .
thats all for now .
first let me tell you that right now i am watching sunrise earth (machu piccu) and the pq is spectacular  .
for 30 days i owned the top of the line samsung ln52a750 but returned it due to (lcd) motion blur  .
it too had terrific pq but this a550 is better  .
for the most part the pn50a550 is very very good  .
i watched this very same episode of sunrise earth on the a750 and can tell you that this a550 is clearly better  .
it matches the spectacular color of the a750 but absolutely has more depth , richness and black level performance  .
overall , after user menu color adjustments , gamma (    2) and other adjustments are made and of course with a high quality source the pq is truly stunning  .
however , there are some really frustrating annoyances which i will now list  .
first off the speakers and audio quality is average at best  .
the audio is hollow sounding even after custom adjustments  .
and , do not even think about turning the sound up loud because you will hear distortion  .
yes , i do have a high end av system but i do not want to use it for watching normal tv programming  .
there is some ir (image retention) but not all of the time  .
my major frustration comes from what i would call color blotching  .
let me explain  .
if you go through the menu system and find the screen burn in protection and select 'white screen' you may find as i and others have that the screen is not white in all areas  .
in fact , my screen has a green tinge in much of the center third of the screen that can not be calibrated or adjusted out  .
what this means is that when watching tv if you are paying attention you will see this in the image you are viewing  .
for example , while watching the olympics , in the middle of my screen i saw greenish tinted center court in basketball and greenish tinted sand in volleyball  .
while the left and right sides looked normal  .
i would hope that this would be just my unit but i have read here on cnet and on the avsforms page for this display that others have same experience too  .
after copying down my user menu settings , i plan to box this up and exchange it for another unit  .
if this issue is a quality control issue then samsung needs to do a better job and not let these units out of the factory  .
if they were to improve qc and put in better quality speakers this panel would easily merit a 8  .
5 because it would be that good  .
as it is now and until i swap it out i can only give it a 7  .
if i can update this after i make the exchange i will do so updated  .
on sep 20 , 2008  .
very nice tv , but apparently many samsung models have problems with an engineering flaw that produces a crackling sound  .
the manual says this is due to environmental conditions and is nominal  .
if i had a choice i would probably buy this tv again , but samsung engineering needs to get their act together and address this issue  .
i is surprised that so many reported cases on the internet that the support line had no idea what i is talking about and is not able to offer any help .
fortunately i'm still within my return window , i will be taking this tv back  .
it's a shame because i really liked this tv on so many levels  .
however the image retention is a deal breaker .
i am very disappointed in samsung's customer service and have filed a complaint with the bbb .
i own a pn63a650 not a pn50a550 but want buyers to be ware  .
what i am seeing is the same for any size samsung plasma and any of the 450 , 550 and 650 series my set exhibits a pink background in three areas on the screen  .
i went to my local circuit city and sound advise and looked at all their samsung plasmas  .
all the samsung plasmas exhibited the same problem though on different areas of the screen  .
there is one samsung 50a450 that is perfect or the way plasmas are supposed to be at sound advise their 58a650 had a pink band from left to right about 4 inches wide about 10 from the top of the screen if you ask the salesman to put on the white screen , which can be found under the screen burn in protection menu , it is instantly visible  .
what you see on this screen is in the background of anything you watch white snow looks slightly pink and sky scenes look like sunset scenes now for the good picture is the best of any large plasma i have seen or own  .
i own 4 other plasmas  .
this is supposed to replace a 5 year old 50 pioneer  .
i also own a 65 50 panasonic and a 42 hitachi i used the calibration that plasma buyers guide posted and the only alteration i made is changing the temperature setting from warm 2 to normal the picture is incredible  .
flesh tones are real with all the color popping you would expect from a hd set without exaggeration truth be known , i don't know what else to buy since i've seen what an accurate large screen can do  .
the panasonic 65 and 60 pioneer 6020 dont come close  .
yeah blacks are better on the panasonic and pioneer but they do not have the movie realism or depth that the samsung has if there is no problem with the pink cast i would have rated this set a 10 or higher if possible  .
i love the set but cannot live with the problem minor complaints  .
no finger or handles to hold while lifting a 140 pounder  .
no presets for each input nor a way to lock your setting so nobody changes them on you .
i own the uk version of this model and can report that contrary to the review , it suffers from incredibly bad false contouring (aka posterization) , and also a serious loss of focus on moving backgrounds which causes a noticable flicker    forget watching sports on this  .
it's not my set at fault , as many many people reported the same issue in other av forums it is ridiculous that this review does not pick up on these issues , as they are so blatantly obvious and could easily spoil your viewing with this tv .
overall , i really loved the television set until one evening the screen had some sort of issue and left the screen all black with a huge crack down the right side of the glass  .
i would have replaced the set if i had caused the damage , but the set has been mounted on the wall for six months with no issue  .
i have been dealing with good ol' samsung warraty support for the last 2 weeks and have not been given an answer  .
i have done everything i personally could to prove and verify i did not damage the set , including sending pics numerous time , inviting them to send technicians to my home to examine and try to find where i caused the damage  .
so i guess in a brief summary , the product is great , picture is perfect , until it stops working altogether  .
i guess this is what i should have expected from a company with a bbb score of f  .
buy a product from a company who backs their products , i guess i learned the hard way this company is not samsung .
worked great for 7 weeks   nice picture with great resolution and color depth  .
had minimal glare in a sunlit room  .
however , if it breaks , you're screwed  .
samsung refered me to a local repair company who has not been able to fix problem promptly  .
the tv died in a shower of green pixels on 7/10  .
a call to samsung dispatched rta , inc  .
who showed up on 7/14 and took the tv to their shop  .
i is told on 7/18 that parts had been ordered ( buffers ) and that they were still waiting for them to show up  .
followed    up again on 7/22 and is told that three boards were ordered yesterday , we'll call you when they come in  .
so , a brand new $2 , 000 tv breaks and i'm stuck chasing a third    party for almost two weeks  .
samsung may not be able to prevent every failure , but they can certainly improve the way they address a problem  .
they should just either ship me a new tv or send me back to the store for an immediate exchange .
Black levels, superb. Color, stunning. Image clarity, wow!; Power usage -- but all plasmas are going to eat energy
Accurate Color, easy operation, massive config options, next-gen processing 18 bit color.; No auto-shut off if it isn't receiving a signal.
Good calibration controls, excellent picture, good looking TV.; I'm sure it has some, but none that I can think of.
Love the colors, and the settings. Very customizable!!; Sound is OK at best.
Extremely sharp picture, great features and easy settings.; Haven't found any yet!
Best flesh tones and most accurate color matching theater viewing; Pink hue on different parts of the plasma screen
Great picture on HD channels and HD DVD, picture adjustments; Blacks are not quite on par with Pioneer Kuro
Quality Pictures one of the best that I have seen so far; There is non that I can see of so far
Superb color, clean picture quality, loads of adjustment options.; Heavy for wall mount usage. Power consumption can be a concern.
I loved this TV... great color, great sound. Everything was perfect... until it broke after 8 months.; Plasma screen cracked internally while watching it. Several others have had this problem. Samsung customer service has not been helpful in addressing the issue. See here: http://forums.cnet.com/5208-13973_102-0.html?threadID=340997
light, excellent picture and sound, looks good; After sale horror story. Awful customer service. SAMSUNG DOES NOT STAND BEHIND PRODUCTS- PERIOD. Reps lied repeatedly,claimed to escalate to next level repeatedly and did not, next level only a rubber stamp.
Outstanding color accuracy and bright picture. Outstanding glare reduction screen. Great picture in not only HD, but SD too.; Haven't found one yet.
Superb picture quality, excellent contrast ratio, great color matching, Easy set-up, reasonable price.; Unlikely, but screen burn-in a possibilty, sound quality not good.
Excellent colors straight from box. 3 easy to use presets for different lighting conditions. Beautiful picture. 3 hdmi inputs. Excellent value to cost ratio. No need to fork over another grand for a 120 hz lcd with same functionality.; Speakers for TV are not good.
Great picture, excellent price, lots of inputs and features. Menu design is easy to use.; Color bleeds.
Excellent picture. Very clear. Stunning; We experienced an audio crackling noise after owning it for 4 months. Samsung support was NO help. The crackling sound is VERY distracting and have no idea how to get this issue resolved.
The picture is absolutely stunning. Setup was basically automatic, minus the time/date settings. Decent user manual helps understanding also. HDMI is a godsend to video. The PN50A550 automatically detects the cabling configuration.; None. Setup was a breeze right out of the box. There were however a couple parts that were included that I was unable to determine what they were for.
Slim Design, Awesom Blacks, Super Energy Savings, Great Remote, Fabulous Connectivity and best colors to date; wasn't easy putting the stand on. Wish had a few more widgets, wished front control lit up
Great picture, Excellent Television; SAMSUNG ; Warranty is a joke, they will attempt to push blame to the consumer and not correct the issue.
i am still sold on plazmas over lcd's in this price range.excellent colours,fluid motion,even screen lighting and no limit of viewing angles.have owned this tv for over a month now and am thuroughly happy with it.; does not have variable volume out. i am still using an older hafler pre-amp(no remote volume control) with a seperate power amp as a 2.1 setup with a subwoofer.Of course this will not be an issue once i finally go with an av receiver.
Picture and blacks are fantastic. Easy to use remote. Lots of picture controls.; Like many plasmas, very susceptible to burn in. Also, if you've got a tv this awesome you may never want to leave your house again (up to you to decide if that is a pro or a con!)
Frame, swivel base, anti reflective, controls, easy ajustment of colors and setting, anynet connection with blu-ray, contrast, back lite remote, Bang for the bucks!. 2 years warranty, 1080p, natural colors, pc connector. Fast for sports and football.; not enought hdmi connectors, basic picture settings needs to be tweek, too thick.. reflection less effective than Pioneer and almost the sane as Panasonic.
This is by far the greatest tv that I have ever owned. Especially for the deal you can get it for now.. Reds, Blues, Greens. Menu Easy to navigate. Blu Ray looks spectacular.; Blacks are a little grainy in dark scenes.
Picture is superb, Black levels are perfect. DIsplay is really good in Standard Definition. 20-30 Picture control to fine tune your viewing quality. The black bezel is nice and shiny and goes with a good black glass stand; Sound is tinny but a Home Cinema System would resolve this. Contrast levels could have been higher, am running at almost highest level
Picture was good on digital set up with satalite tv. Took about a week before I had upgraded HDTV. When I did, oh wow! What a deference. HDTV all the way. I have whatched the show "24" and some hockey games and plasma does great!!; As I was prepaired for from other reviews,the speakers are not the best. I have attached some computer speakers throught the headphone jack and it works fine wihout having a full surrond sound setup. The speakers I have addded work great.(Phillips)
Very user friendly right out of the box and easy to setup. I'm so far very happy with this purchase.; The only thing Is that sometime the blacks are a little green.
This tv did an excellent job displaying sources I threw at it (dvd, cable, antenna, tivo). I loved the black levels, and color accuracy. I didn't feel that the antireflective screen was that bad, but maybe it was just my room.; Image retention is a major issue! After watching the Olympics for one week at maybe 2-3 hours a night, I noticed that a faint NBC peacock logo with Olympic rings was burnt into my panel. Yikes!
for the most part, the picture looks really good. 95%. HD is Dazziling when it is at its best. The color gold as shown at the Olympics was great. lots of adjustments for perfectioniasts. X-Box 360 games are excellent in sharpness and color.; ONE BIG huge one. the so called Antireflective screen. it causes light backgrounds to be pink or light purple in color!
If this TV is in your price range you WILL NOT BE DISAPPOINTED! I shopped around for about 6 months and was back and forth between a few Panasonic and Samsung Models. EXCELLENT picture does not dissapoint; None really but if I had to find one it would be the black levels not quite as deep as some of the other plasmas I looked at but this is hardly worth noting because you enjoy the beautiful picture quality otherwise too much to notice!
