i love it  .
New drivers and a stronger video card and a newer and better OS. With the 3.1.1 software, start up is 3 times faster than a First Generation iPod, and 1.5 times faster than a Second generation. (I tested this all).; There was no microphone but it was never promised, As Apple said, It was made as a Game System.
I like everything about the Ipod Touch. Movies,music,email,games,apps,maps and all the other things this wonderful gadget does.; Water and electronics DO NOT mix. I spilled water in my Touch a long time ago. I will get a 32 or a 64 GB one day. I had the 8 GB 2nd gen.
I love all the features.... And its not just a normal Ipod..It includes music player, podcast support, video playback,a Safari Web browser, photo viewer, an e-mail reader and has alot of utility programs..; I didnt Find any Cons till now..
superior sound quality, biggest ipod screen suitable for viewing videos lwith lots of other features including wifi and games.; no fm tuner, no voice recorder. not pocketable. the bassing is not strong as ipod classic or nano
Love how don't have to wear earphones to listen to music and can control your computer via bluetooth. Touchscreen very responsive. Screen quality/colours fantastic. Not just MP3 player but handy little PDA as well. Able to sync contacts and notes.; BIG drawback is you are limited to Itunes for everything. No camera, radio, video recorder. The bluetooth option is rather pointless You can't send documents via 3rd party applications via bluetooth. Limited options with equalizer
Very thin compared to Zune. Integration of bluetooth and wifi. Endless list of applications (free and paid). Not just an MP3 player, picture viewer, and movie player--but a mini netbook/internet tablet. Great sound quality. Awesome touch screen. Youtube; Device attracts finger prints very easily. iTunes software is "clunky" takes some getting used to. Expensive accessories. No flash player, however can still view Youtube videos
apple's warranty of the product or should i say lack there of completely outweighs any cool features the product may have.; just pray nothing goes wrong with yours as in some cases (and I'm not talking user abuse!!!) there is ABSOLUTELY NO WARRANTY OF THE PRODUCT!!!!
Touch screen, Wifi, Bluetooth, App store, Podcast, iTunes download without a comp, the headset it comes with, accelormater, Safari...how is this not awesome?!; Still no camera. The iPhone and Nano have them. Shouldn't there also be a 3G option without the phone stuff, like the iPad? With VERIZON?
1. Great touch screen, very responsive. 2. App store makes it very useful. 3. Video player is great. 4. Safari is very fast; 1. Battery life is not too great. 2. You cannot replace the battery yourself, unlike the Zune HD. 3. I had to restore mine a couple times because itunes would not recognize it.. 4. You are limited to itunes, which is not very good.. 5. No fm radio
Portable connection to internet.. The idea of downloading multiple books to such a small device is appealing; Books are hard to download, help is very insufficient. Even when book is downloaded, iTunes can't find it, and how to correct this is not explained.. No bookmarking, no marking of chapters. No ability to create backup it backs up first cd amt only
Not much to say.; terrible frequency response means that no matter how good of headphones you purchase, it won't sound any better. lack of any actual update for the third generation is disappointing. terrible with fingerprints. not sleek small or sexy anymore
Love the huge GB space for the different types of media this thing will hold. I doubt I will fill it up any time soon. It's just a great music player, which is what it was originally meant for.; Short battery life. Drains even when not using it.
The touch screen responds very well.; Apple still has not made a removable battery for this ipod and a camera is still missing. When listening to the music without earbuds, the sound from the speakers begin to "break up" at higher volumes.
This product has gaming, apps, e-mail, and web browsing. The three ways to access volume controls are really very helpful. The voice control and memos are a nice touch, too.; This model is a little buggy. The chrome design is a fingerprint and scratch magnet. I would have liked a little more customization and maybe a camera like on the new Nano. The sound and video quality is average.
1.good touch screen (i am not fan of touch screen though). 2.music and videos Are amazing. 3.games are great with graphics and accelerometer. 4.battery is strong for music and videos; 1.battery life could have been better (only in the case of games). 2.If u want to play games for relaxation/timepass Ipod touch is the best but if u want challenging games ipod touch is not the one u are looking for
Bluetooth works with headphones and volume and stop start functions work. Great keypad. Internet via WIFi. Great picture quality. Lots of Apps. Maps, contacts. address book sync. Fast Charging. Long battery life. Good bluetooth range. Watch Utube; Bluetooth function to skip tracks is not enabled. There is no flash player to look at websites like HULU at this time. No gps. No compass. No camera. No built in microphone. Bluetooth microphone on my sony drbt140Q headphones is not recognized.
i love this ipod i dont go anywhere without it i love how you dont have to have your earplugs plugged in to listen to music it is sooo KOOL i love the note app cause you can express your feelings without any one looking at it its soo wonderful to hav; no cons except that you need to download the newest ipod thingy magig and it makes you all confuzzled (confused) and sorta angry that you dont get to play with it as soon as you buy it
The Apps, the interface, the wi-fi, Kindle ... the list of what Apple did right is too long for this space.; No FM radio (Nano has one!), no camera (Nano has one - sucks, but it has one), can't rearrange application screens from device - you have to use iTunes to do it, App store is not the best to navigate through (like iTunes).
It has a whole library of games and the new iPhone OS 4 operating system is going to make it beast. The itunes store is also a plus and its fast internet and accelerometer.; LCD screen was a bad idea and missing camera. Horrible, boring, on the surface games that only last you for like 5 minutes like bubblewrap or touchgrind.
I love my ipod touch. it has the perfect amount of memory! i love everything about it! it has everything i need! a calculator, map, calendar, and everything!; for some reason, when i click on an app, itll sometimes just stay at the screen where its like the provider for the game and then it will exit out of the app and go back to the home screen... i dont know why it does this :P
