i purchased this in november 2009 and have enjoyed its usefulness for almost a year  .
anyway , because i felt like sticking it to samsung for their devious ways i found a wireless card that uses the same chipset as the samsung one rosewill rnx    n1 ieee 802  .
11b/g/n usb2  .
0 dongle  .
model# rnx    n1  .
price   $30  .
i got mine at newegg and it works great  .
enjoy screw you samsung  .
bought first one , took it home had lots of difficulty getting it to play discs and there is an annoying pop from the audio about every 2 seconds when the unit is idle (disc inserted but stopped)  .
took it back to and exchanged for a second unit plays great , however , i still have the 2 second pop when stopped , seems like a design flaw if you get a great price and you like netflix , pretty nice box i'm worried that the audio pop problem will migrate from stopped mode to play mode .
first unit is defective firmware upgrades did nothing to fix the dvd from freezing 15 minutes in the movie  .
samsung seems to have a real quality issue with this unit acknowledge it and send customers a replacement unit  .
paid $279  .
99 plus tax not shelling out anymore money on defective model i have $39 dvd players that give me no problem  .
can not recommend this model and customer service is terrible and scripted  .
i is considering spending $100 for a ps3 w/ 80gb storage but the netflix streaming swayed me in this direction  .
i'm a bit disappointed that the wifi adapter is not available yet .
hooking up netflix is a nightmare  .
the box clearly says , on three sides , that you can receive pandora , netflix , blockbuster and youtube  .
for connection to these you have two options   1) hook a lan cable from your internet cable/ router to your television  .
since my internet is in a different room and i don't want to run a 20' cable down the hall , this option is shelved  .
2) use your internet wireless router for connection  .
now , my box states (somewhere on the side) that a wireless lan device is not included  .
that means that i would need to purchase one from samsung (there are no after market options here) for about $75  .
so if you have to go route #2 then plan on spending another $75 to make this work  .
and , after reading internet reviews of this $75 lan device , i have concluded that it's a piece of garbage  .
so , my next course of action is to bridge two wireless routers and run a lan cable from the second router to the player in conclusion ;  .
i am a lazy bastard  .
when i bought this device and i saw all that it could do i did not realize that i would have to do most of the work to make it happen  .
i will get this to work , but time is money and samsung is racking up the bills here my advice   buy something that is designed for lazy bastards (like my toaster) and has everything needed in the inside of the box to make everything listed on the outside of the box work  .
you'll like this bluray player  .
however , if you want to use the wireless hook up to netflix , be aware that the wireless dongle (linkstick) is not included and is a separate purchase i bought the linkstick for $82 plus $10 s h  .
had a difficult time connecting to my wirless network , intallation manual is useless , customer help line even more useless (the first tech i spoke to didn't even know this is a samsung product)  .
after 6 months , the linkstick stopped working  .
samsung tells me it has a 30 warranty and there is nothing they can do about it  .
30 days warranty on an $80 part  .
tells me samsung does not stand by their product .
there have to be better players out there  .
if i is to give someone advice about this unit , i would advise them to not purchase this unit  .
too many people are having problems with it including us  .
thankfully , ours is given to us with the purchase of the samsung 46 lcd  .
it seems as though a lot of companies are giving these players away with tvs    as if they know it's a peice of useless garbage  .
but , like i said , as long as it continues to play blueray movies , i'm not going to complain as it is free  .
i generally expect a product i pay $250  .
00 for to operate for longer than three months and if it does not i expect the company that provided it to provide a little more back up than 3 months  .
i understand i should have looked closer at the warranty however samsung has generally been better than that .
wireless adapter is not included and samsung makes you by their own proprietary one for more than you could get a generic n adapter the most aggravating thing about this player is how unresponsive the controls are  .
if you are fast forwarding and then press play to stop where you are and start playing the disc , the player keeps on fast forwarding for about an extra 3 minutes of the disc before stopping  .
this is even worse for netflix but at least that you can sort of understand since you are communicating with the netflix server (although , enough buffer space on the unit would fix this too)  .
this is a problem with both dvd and blu    ray recently , this unit started exhibiting all sorts of other weird behavior and so i did the samsung recommended firmware update  .
this actually made it worse  .
now i cannot operate any of the remote controls or get past the previews on any disc to play the movie samsung really needs to get it's act together before releasing a product this poor .
i am a fan of samsung tvs , but will not likely buy another samsung br dvd player  .
we contacted samsung and were told to update our software  .
i tried and the most current software is already running  .
i have tried several different disks of the same movie from netflix , and all have failed to play  .
older br dvd movies have not been a problem  .
the bottom line is that i would strongly recommend looking at another brand for br dvd players .
i have two identical bd    p1600's connected to two samsung televisions , one took the may 2010 firmware upgrade without incident , the second player locked up and became unusable after the firmware upgrade  .
it has since been returned to samsung for service  .
the player in question is only about 7 months old any device that permits firmware upgrades must have a hard reset  .
it is ludicrous that after a failed firmware upgrade one cannot reset the device oneself  .
instead it must be sent to an authorized samsung service facility for repair .
this player's hardware seems solid enough , but the firmware is simply not up to par  .
consumers should not be beta    testers , all movies should work out of the box  .
bluray technology has been out for a few years now so it should be better than this the bdp1600 came free with my samsung tv (which is great) , but i probably will not buy another samsung player based on these experiences  .
stick to their tvs .
started to get pixelation artefacts after 2 months of normal use  .
updated the firmware and the unit ran well for 3 days  .
got more pixalation and called customer support  .
the person i spoke to had no clue as to what i is talking about when describing the problem  .
i have to ship (no charge) the unit for repair  .
will take about a month  .
i will just buy a new different unit after reading the reviews this time updated  .
on nov 22 , 2009  .
picture and sound are great but cannot keep unit since it doesn't support playing dvd+r discs and i have over 50 slide shows (vacation photos for last seven years) written to dvd+r discs  .
did not get to try the netflix movie streaming but liked the clear instructions for making it work updated  .
on nov 16 , 2009  .
after it broke   perhaps my player never worked optimally even from the beginning , but it broke just outside the 30 day return period where i could've exchanged it at bestbuy  .
the unit's manufacture date is 03/2009 , and for the price of the unit i'm quite disappointed that it's already stopped playing disks  .
they never load , i've tried several different disks , waited 30 minutes for each  .
netflix feature doesn't work anymore , did not try pandora  .
samsung customer service is easy to get a hold of but i'm not happy with what they told me  .
without access to a cd burner , there are no trouble shooting options they can walk me through  .
their first and only option at this point is to send me a firmware upgrade disk in the mail that will probably arrive in 5    7 business days  .
this has to be tried before i can send it in for repair , unless i wish to just pay for the repair myself  .
i asked why i had to try the firmware upgrade disk first before sending it in , and is told that in their experience the firmware upgrade usually fixes the problem i'm having and it's a common issue  .
i stated that given the manufacture date of the product and when i purchased it , i feel that they should have a product recall instead of continuing to sell these units with a common defect that causes it to completely not work  .
i also explained that i just rented several dvds (dexter , season 3) to watch  .
apparently , there is no process where i can send them a receipt and be reimbursed for the money i'm out because the player will not be fixed before i have to return them  .
they cannot send me a gift certificate , or even a coupon off another samsung product like i would buy one , after this experience  .
for the price paid vs  .
how long it worked , this is the worst home electronics item i've ever bought .
i is perfectly happy with the player until the first one failed  .
i called customer support and they said the only option is to return it  .
i exchanged it at best buy , where i bought it , (thank you best buy for your easy exchange) , only to have the second player fail after allowing the firmware update  .
i wish samsung customer service had been as informative as the cnet customer reviews  .
i'll be sure to do my research here as i decide whether there is another model out there to buy after i return the samsung  .
i wo not be exchanging for another one with the same problem .
i purchased this player about a month ago when amazon is running the 4 blu    ray's and a samsung player for a big discount  .
picture quality and audio are great , when they work  .
i've had problems on several discs with audio lag and when the player found a firmware update over the network , i readily upgrading to it only to have the upgrade process kill the player  .
i've heard updating from usb does not have any issues even though i is a few days past my 30 day return , amazon is gracious enough to overnight me a new player , same model  .
i cant say enough about amazon's customer service , they are superb  .
i got the new player in and upgraded the firmware with a usb thumb drive this time and is successful , however the player continues to have a delay in the audio  .
just to be sure i connected the player to a tv using just a brand new 1  .
3b hdmi cable and bypassing my receiver , the audio delay continues  .
i hear no audio lag playing regular dvd's by the way out of curiosity , in case it might be the discs themselves , i purchased a panasonic blu    ray player from best buy  .
absolutely no audio lag , works perfect  .
although the operational speed of the panasonic player is not as fast as the samsung , i'd rather have audio the way it's supposed to be heard instead of watching a movie that looks like it's been dubbed over i do not know if this is a problem on all of these players or maybe a run of them came out bad , but i've had two bad so far and i'm about done with this model  .
the model up from this one has the same video processor so it might have the same issues  .
i'll give the player high marks for it's operational speed and slick interface , but the audio problems are a deal breaker for me  .
i would look elsewhere if i were you i just received a full refund from amazon on the second player but will probably just wait until an affordable player is released that operates fast and has no issues .
dont buy this system it is suppose to play dvd's and blue ray but only plays blue ray disk and if you want it fixed it will cost you  .
i have used my samsung dvd player for now to play dvd's but would like my bd    p1600 to play dvd's like it suppose to  .
why have a product that only does half of what is suppose to .
stopped playing bluray disks after 2 months  .
forced to send it back via fedex , waited a week before samsung fixed it , then it is sent back via snail mail  .
well over 3 weeks without a bluray/dvd player device worked for another 2 months and stopped working over same issue , 'cannot read this disk'  .
called samsung and they said to spray compressed air into player  .
silly me  .
still did not work  .
now , i'm supposed to send it back again via fedex except my warranty only covers 3 months labor with 1 year parts  .
this player is not even 6 months old and i'm spending some cash on repairs that should not be happening screw that , never get a samsung 'anything' again  .
their tech support is weak , their warranty bites , i'm getting a ps3 or some other brand that plays netflix and pandora  .
we should not have to spend 2 bills just to receive the cold shoulder  .
so irritated right now .
you can pay about $20 more for a player with the wireless adapter built    in and built    in storage  .
pass on this and save your allowance for the next best model .
my wife purchased this as a christmas present , and is attracted by the internet connectivity for netflix  .
after 5 hours of testing , configuring , retesting , and failing to find any reasonable solutions on samsungs utterly ridiculous support webpage , its going back in the box and back to amazon .
like many other reviews online , had isssues with the 1590  .
went through 2 of these units already  .
purchased at costco and worked for 4 months  .
then load on display and static lines on screen  .
samsung wanted $80 labor to fix  .
returned to costco , great return policy , and gave the unit another try  .
this unit lasted less than 1 week and is doing the same thing  .
going to return for a refund  .
really loved the pandora feature and samsung makes the only blu ray players that currently offers it .
didn't samsung used to be great  .
what's happened  .
(my 32 tv of theirs is fantastic) juddery video on all settings over 3 different tv's , especially bad on slow panning shots  .
freezes up regularly for about 20 seconds at a time , then resumes with no audio  .
boots up in monochrome requiring several re    starts  .
this has all been tested with pristine discs and a firware upgrade which i hoped would solve the issues a big disappointment from opening the box i am returning to debenhams for a full refund and getting myself an lg bd360 (i have not heard anthing bad , and have read 34 forum pages dedicated to it  .
although the cool features made me want to purchase this , the lack of tech support made me take it back  .
using pandora is not worth the possibility of losing the ability to play dvd+r discs  .
fix either the specs page or the owners manual whichever is incorrect , or provide competent tech support  .
worthless customer support simply implies that samsung does not care about it's customers .
if the machine would keep working , the included items such as netflix and pandora , as well as the video quality make it worthwile  .
when i returned the unit to the store (within 30 days of purchase) the sales person in the home theatre area said that many of these machines had been returned for the same reason  .
he recommended the lg machines (bd 370 or bd 390) or the sony machines  .
since i really enjoyed the netflix application , i went with the 370  .
picture quality isnt quite what the samsung is (barely noticeable though) but it works and has the netflix app .
don't buy , please do not buy  .
a gawdawful waste of time and money .
buy a different brand  .
after being disconnected multiple times , customer support spent maybe 2 minutes with me on the phone  .
they told me to update firmware , which i had already done  .
the only solution beyond this is to hold fast forward to reset the unit  .
this did nothing but clear all settings  .
after giving them the serial number the woman informed me i is in luck because the unit is still under warranty  .
she told me to go buy a box , wrap up the player , pay ups to ship the unit , then pay labor cost to repair it  .
i told her i originally paid $80 at best buy  .
she laughed and said well , it probably is not worth it then  .
what type of solution is that  .
spend more than buying a new one to fix a 4 month old unit  .
i am going to try to return it to best buy  .
if this does not work , i will be joining the class action law suit against samsung  .
it is simply unacceptable that the internet is filled with complaints about samsung's inability to fix their blu    ray issues  .
i would applaud them for just admitting they have no clue what they are doing  .
to think , i used to recommend their products fyi , i have a dvd player that tries to stream netflix for sale  .
$80  .
usb port did not work from the first time i tried it , which unfortunatley is a week after the 3 month warranty ran out  .
i should not have waited to check this function , but i dont use usb much on a player of this type  .
i only wanted to view some photos on a flash driver  .
i spoke to others who have had the same problem with this player  .
the player is only out of warranty for one week and samsung told me i would have to pay for the labor  .
i got the extended warrarnty on the player but that only covers parts  .
do you believe it  .
they want 130  .
00 to fix it and the thing only cost 150  .
00 samsung is really hitting it off with american consumers , including me , and thats why they have done well  .
treating the american consumer like i have been treated willl slowly change the atttiude of consumers towards them  .
samsung should issue a recall on this product and make good for it  .
they have made a defective product and should stand up to plate  .
are you listening samsung  .
just in case anyone else is having this issue , here is a copy of my chat transcript with samsung tech support (i hope this helps someone else having the same issue)    .
please wait for a samsung agent to respond you are now chatting with 'vail k'  .
vail k   hello , i am a samsung technical support representative  .
how may i assist you today  .
visitor   i have a bd/p 1600 blue ray player and trying to play ong bak 2 dvd , but it won't play visitor   i read a few forums stating that samsung is waiting for a new firmware to come out so that this movie can be played but no eta on when newer firmware will be out , is this correct  .
vail k   is it happening with all the discs  .
visitor   no , not all discs , all other discs work great visitor   just this one dvd , hence why i checked forums and seems that there may be other people who also experienced this and contacted samsung about it too vail k   is it the dvd disc or the blu    ray disc you are unable to play in the player  .
visitor   this ong bak 2 plays great on my sony blueray player but not my samsung visitor   all my discs are bluray  .
visitor   my firmware i have currently is bev  .
08_100319a_xaa  .
vail k   alright  .
did you try with the another disc of the same title ong bak  .
visitor   i don't have duplicate disks of ong bak and i don't have the first version visitor   i have 3 other samsung players all the same mdel for my home , and all have latest firmware and all cannot play it but my sony can play it correctly  .
vail k   reset the player and try to play the disc again and let me know the outcome visitor   ok , i can certainly do this one more time , but just so you know , i have done this several times already on all of my samsung blurays visitor   hold please while i do it yet once again vail k   sure , to reset your bd player , with the power on and with no disc in the player , press and hold the ff button on the front panel for five seconds  .
the language screen will appear and all settings will revert back to factory settings visitor   the forum i read about this issue with this dvd player said samsung had them do this as well , i tried this as well on my own already but still same issue only thing this does is having me to to reconnect all my subscriptions visitor   is there someone there you can ask about this issue with this 1 dvd  .
visitor   ok done visitor   is it a firmware issue  .
vail k   i can understand your concern , the issue might be due to the compatibility of the disc  .
we will forward this to our support department and they will update the firmware to resolve the issue visitor   should i put dvd back in  .
last time i did this it didn't work vail k   yes , please put the disc and play it again visitor   already did and still cannot play  .
visitor   i am putting another dvd in now and that is one is playing  .
visitor   so compatibility of the disc    samsung needs to come up with another updated firmware to be able to play this disc right  .
vail k   yes , that is right  .
we will forward this title to the support department  .
they will add this title to the queue and release the firmware visitor   is there a list of dvds that cannot be played by samsung blurays you can provide me  .
visitor   i do not want to buy more that fall on this list just to be disappointed yet again visitor   i wish i would have known this is going to be an issue since at this point its more trouble than its worth and would have not purchased samsung bluray player at all vail k   i am sorry , we do not have the information about the other titles  .
at present , only 2012 is the title which have this problem , we forwarded that to our support team visitor   so no eta on when firmware will be updated to be able to play this on my samsung player than  .
vail k   the firmware update may release in the month of april or may  .
we do not have the exact information about the date visitor   actually , i have 2012 and just put it in again and it does work there is no issue in watching this disc vail k   yes , only some players have the issue playing the 2012  .
your player may play this disc visitor   can you tell me what the policy to return these samsung bluray players that i purchased  .
at this point , i would rather return it since i consider these bluray players useless if i have to wait another 1    2 months to be able to watch a dvd i buy visitor   ironic that i have 4 total samsung players and none of them play my ong bak 2 disc visitor   but they all play my 2012 disc  .
vail k   i apologize for the inconvenience  .
samsung do not sell the products directly to the customers , it is only done by the retailers or the dealers  .
the return policy depends on the store you purchase  .
once the firmware is updated there will be no further issues .
don't waste your money on blu    ray discs if you have this blue ray player , they wo not play  .
i just purchased brothers and could neither skip nor fast forward through the previews and finally when i did get to the main menu , i could not even select to play the movie  .
my universal remote nor my blu    ray player remote would work  .
the only buttons active on either remote , were the open/close button and on off buttons  .
blah  .
low price + no use    poor value i purchased with hopes of streaming netflix only to find out i needed to purchase a separate samsung linkstick ($70+)  .
many hours of frustration with isp tech support and level 1 and 2 samsung support it is determined that my bd    p1600 needed to go to california for servicing  .
buyer beware and shop with a different manufacture .
i have a new player now , and it does not work properly many of the dvds and blu rays i have and rent , flat out , will not play  .
the one's i get to play do not play smoothly throughout , the pixelate and hangup and need to be fast forwarded or restarted  .
i am tired of dealing with samsung's customer service people , they are nice , but they are not responsive  .
as a customer , i should not have to constantly struggle with unplugging , rebooting , reconfiguring  .
i am giving up on this samsung bdp1600 player  .
i will be putting it in my next garage sale or craig's list .
i just bought this player , and is comparing the picture quality  .
i is very disappointed with the picture quality the dvds play better on my 4    years old lite on dvd player (with no upconversion) connected to the tv with rca cable , than this player connected with an hdmi cable i tried with multiple cables and multiple discs to make sure there were no issues with the cable and/or disc in every case , it had the same disappointing picture quality .
bought this because of the special from bestbuy  .
worked fine with blu ray disc , but when i played the regular dvd it keep skipping  .
updated the firmware , and it work fine for 1 disc  .
same problem exist after that  .
finally , it just stop working and said disc cannot be played  .
this is my second unit , after bestbuy is willing to replace the first one that did the same thing  .
will not buy another samsung blu ray player  .
wish i had read all the bad review at cnet before buying this junk  .
awful product , and worse support  .
i'm taking it back to best buy and by something reliable .
bought this product to match with my samsung tv and because it had the fastest loading time back then (and probably still) cannot ask money back although it failed twice already .
the first p1600 i brought home did not work right out of the box  .
the start up screen would flick in and out then about 30 seconds later it flicks out for good until i power off then on again only to experience the same problem (also , lots of snow )  .
it detected available upgrades but i cannot even start the upgrade process before it flicks out  .
thinking i just had bad luck with this unit , i exchanged it for another only to have the same problems  .
now i am thinking it is not compatible with my panasonic viera flat screen has anyone experienced the same problems  .
is there a special tv mode i should put my panasonic viera into  .
caution  .
i is thrilled when the upgrade came out last friday that added youtube and blockbuster streaming to pandora and netflix  .
i would have rated the machine a 5 before , netflix streaming and pandora worked perfectly with my ethernet cable fast cable internet , blu    ray played perfectly and i is happy  .
the upgrade came up automaticaly on my ethernet and i upgraded only to discover that while youtube and netflix work perfectly the upgrade destroys pandora and crashes and freezes machine after 5 minutes of playing  .
repeated re    boots of blu    ray player get the same 5 minute play then freezeup ;  .
i just called samsung support and to their credit they promptly answered on a holiday weekend and the support person is knowledgeable and polite but she quiclkly determined this is a known issue and she said it will be fixed with the next software upgrade but she has no idea when that will be  .
