its pretty gd  .
1&gt;Stylish,ultracompact,unique design.. 2&gt;Good build Quality. 3&gt;Good Sound Quality. 4&gt;3 pairs of earbuds provided as per your liking.; 1&gt;Not resistance to water or sweat.. 2&gt;Lack of FM Radio. 3&gt;Lack of Sound Recorder and other features
You can carry it easily.. no worry of wires to fall off; No video but only music.
Light, Durable, good sound, easy to use, and quick charging; 2gb needs more like 4 or 8 at the same price
Very small and subtle. Cool design. Good sound quality (not much bass). Stick on your head greatly. Awesome battery life. Easy controls. Zappin; Not waterproof. Content Transfer only analyzes AAC files. Earbuds may not fit you at first. No rewind/fast forward. Only 2GB
Excellent design, form factor and usability. Loved the zappin feature.; Not resistant to sweat! The player conked out within 2 months of purchase.
An all-in-one mp3 player that stays in place and doesn't hurt. I take it running and cycling. It is very inovative; Their updated model should have an am/fm radio. It could have more memory and Sony should have a itunes type software program that integrates with their players.
None. Last slightly longer then a 3rd gen shuffle under normla jogign conditions.; Will stop working in a few weeks of normal jogging - not sweat resistant. The volume control stopped on mine. The controls are difficult to operate whilst jogging. Unformtabe headset. takes some adjusting to stop ear piece popping out.
great concept. lightweight. easy to use when you get used to the Jog dial; Bad user guide. Does to fit in properly, hurts after an hour of use. Died - possibly due to sweat after a single workout!!!
i have been waiting for this since the invention of the mp3 player.no cords to tangle.comes w/ 3 sizes of ear pieces to accomodate all.sound is great.battery life is great.comes with 14 day trial of napster.could not be any easier to navigate.buy it.; none. am sure apple will be right behind this player.
only pro - is great sound and comfort.; unreliable. On my second unit (replaced first thru warranty). Guessing both have stopped working due to sweat or heat. Called sony about replacing second unit, they told to let it dry out for a couple a days and call back! awful customer service
Looks great, good sound, light, easy to use - what more could you possibly need on the run; First one failed after one week, replacement last two weeks and I desperately tried to keep the sweat off - I made a real effort. But they failed and failed totally. I'm extremely disappointed.
Easy to use, good sound quality, ample storage, convenient to wear. This should have been THE gym junkies mp3.; This product does not function in the sports/fitness environment. Get sweat on it and it WILL let you down.
Lightweight, not wire tangling issues which is the reason i got it the moment i saw it. Cool, all the world will think that it's a bluetooth device when it's not.; NOT SWEATPROOF. Dont get fooled into using it while working out. Old models had issues, new models had their circuitboard coated with sealant against sweat, but USB port isn't, so sweat WILL STILL enter into the player and ruin it.
- Great design concept. - User controls are easy to use and great for intended use. - Great for use during activities that will not make you sweat. - Charging/Docking station is well designed and attractive; - Once you start to sweat, the unit nnedsconstant position adjustment to maintain good audio quality.. - Needs adjustment after turning your head from side to side.. - Impact activities, such as running, make the unit sag to an uncomfortable position
What a mp3 player in this category should be! So ahead of Apple in this segment; Sony really hit the nail on this one!; None so far. Two gigs of memory is more than enough for any work out, and the supplied ear pieces should suffice most users.
small. doesn't look as dorky as you would think. amazing battery life. includes a plastic cover for the front half; the jog dial doesn't always respond, some times it takes a second try. puts pressure on the back part of your ear. juts out quite a bit. its a bad idea to put it in your pocket, since it can adjust the cord preeminently
I bought this product to use while running. The unit is comfortable and ergonomic and sound clarity is nice.; It died 30 minutes into my run. After reading all the reviews I believe it is sweat related. That's a ridiculous statement considering it is supposed to be designed for active use.
No wires but not else good to say because it doesn't work; Any moisture causes the forward to stop working; it doesn't charge; volume escalates to a point of causing hearing loss and you can't turn it down
light weight, acceptable sound quality, great turn-off feature, good battery life; The ear pieces are angled at a funny angle for my ears. I have tried all 3 sets of ear pieces and also bought a double flange ear piece and just cannot get a lasting seal. No seal, no bass!!! Wish this sealed like Etymotics!
I love this Sony.It does everything they say at a great price and sound; My only gripe is no options on the music order so it's hard to partition the different styles of music I like.
Integrated features, good sound, lovely design and colours; It does not have bass booster, what is available in the inferior models of sony. Could have come with an lcd helpful for selecting songs. Playlist cannot be worked out. The USB port has a direct contact with sweat.
NWZ-202 is a wireless MP3 player, which eliminates irritating wires around your neck. It is very useful gym and outdoor activities such as jogging, cycling, etc. It has reasonable audio quality to enjoy the music.; Surprise for you! Follow this procedure. -	Play 4,5 songs. -	?Zappin-in? and ?Zappin-out?. -	Increase the volume. -	Continue listening songs. Now decrease the volume? you have a surprise! It works as ?Zappin-switch? instead of volume control!!! LOL!!
If this device were remotely reliable, it would be the perfect answer for those of us who spend endless hours in the gym. Very comfortable, good ergonomics... innovative shuttle feature...; After seeing the review here on CNET, I promptly ordered the W202 thru the SonyStyle store... and was thrilled with both the form factor and sound when it arrived. It lasted three days in the gym. The replacement broke two days later. Stay away!
Sounds amazing with a great fit. Super easy to put songs on. Zappin' in feature both makes me feel awesome and make me feel futuristic. Easy to adjust and use while active. Why did it take so long for companies to make this? Buy it!; I think it would be cooler if this didn't have a stand and only plugged straight cord-to-computer, but it's no big deal. I haven't had it long enough to know, but I hope it stands up to rain/sweat/other moisture.
Great idea. Concept is perfect for Gym or road work - usual Sony sound quaity and ease of use if it worked.; I have tried 3 of these over a period of 5 months (I am a real Sony fan and thats why I persevered) but I have now given up due to its inability to cope with perspiration.
I LOVE LOVE LOVE IT - when it works... the zappin feature is AWESOME.; I FRAKKING HATE HOW IT DOESN'T WORK.. I bought this four days ago... used it for cycling, going to the gym and general walking around etc.. As of this morning it has frozen 6 times in the middle of songs and i have had to reset it more than 10 times
First off, I SOOO want this to work for my. I love the way it feels. It fits great, no wires. I don't care about not having a display. It's just perfect for working out. When it works, it works great.; I've turned one in already, and I'm getting ready to send my second one back. It goes into Zappin mode on its own, It shuts off on its own. turns on on its own. I don't know what causes it, but it's identical in rpoblems to the first one.
Sexy design, ultra comfortable as you lose completely the wires. Good sound quality. Pretty good idea, as it could have been the best mp3 player for working out.; NOT SWEAT / MOISTURE RESISTANT. Kind of a joke since its market is focused on people who will use it mainly for working out, jogging, etc. Volume will max out, and the song-skipping-wheel will not function at all.
Well designed, simple and compact. No screen is no big deal. It works like a dream, and if you used a nano this is just as easy. Best thing is not dealing with headphone cords or weighing down pockets w/ peripherals.; Doesn't fit my ears perfectly. I run to the smaller end of ears and it gets really uncomfortable if I wear it too long.
Compact, convenient, good sound quality, no wires to get tangled with or deal with. Stays snug in ears even when running.; I wish there was more internal memory with provision of a micoSD card for added memory so you could add more songs. An FM tuner would have been good too but I guess there is only so much you can accomodate in the small device.
