for my price point there is no better television  .
i also hooked up our ancient xbox (not xbox 360) to the the 52 set via the composite video cable that came with it originally and popped in a dvd (hbo / rome) and again is amazed by the picture quality  .

i had to change the settings on the xbox for widescreen , etc , but i have to say it looks great  .

i have since ordered the xbox component video cable and the optical sound cable  .

i cannot wait to see the quality bump using those cables  .

my plan is to eventually get a sony play station 3 for bluray dvd playback and for better playback with sd dvds  .

i am also looking into htib (home theater in a box) , but my wife hates cables running all over so we'll have to work on that one  .

so far , i like the onkyo st7100 with ipod dock so far , i'm completely satisfied with this purchase  .

a very competitive deal from circuit city , fairly easy to setup (it is harder getting rid of the old stuff) , and it works great with older components  .

cannot wait for the ps3 with bluray and a sound system  .

(i have no connection with samsung , circuit city or onkyo)  .

updated  .

on dec 6 , 2009  .

high definition video on this tv set is fantastic  .

the picture is very clear and sharp  .

has little to no blurring effect from 7ft away  .

the 120hz takes hd movies and gaming to a whole new level of vivid , life    like experience  .

when i first bought this tv set , i connected my playstation 3 via hdmi to it and watched casino royale  .

i must say , i is speechless great investment if you enjoy watching movies and playing games in hd .

well , my 1080p sxrd had the good ole yellow stain issue where the top right of the screen starts get a yellow burn in kind of weird effect going on , so best buy is going to repair it , however after about a month of waiting they determined that the part (the entire optical block) is on backorder indefinitely and offered to replace the tv  .

after looking at the tvs in the store we decided on this one this is a great tv  .

cnet dwells entirely too much on the touch of color in the bezel    our entertainment center is mahogany and the deep red/almost maroon tone of the bezel matches it well  .

when the tv is on and the lights are low you cannot see it at all anyway coming off of an excellent picture on the sxrd i is somewhat concerned that the lcd would not be able to match it , however this one is at least as good if not better than the sxrd's picture , and it doesn't have the off axis issues (esp up and down) that rear projections have  .

standard def looks better for sure gaming performance is excellent for those who care    no motion blur  .

takes some extra tweaking to get the picture just right due to the somewhat unique color palettes in games , but once it's set it looks amazing cannot comment on the speakers    first setting change i made is to disable them as i have a home theater set up already the remote is really bad  .

fortunately , i have a harmony remote so i don't have to deal with the one that came with the tv very often  .

the click wheel like thing is just bad news , and the really ironic part is that you don't even need it for any of the functions , just pressing the wheel will move through the menus , and faster too  .

my suggestion    get a harmony or something like it  .

everyone who tries to use your home theater (wife , guests , etc) will thank you some of the extras are interesting    network enabled , usb port for flash drives to play music/show slideshows  .

the other nice thing is the flash drive can be used to update the firmware (the operating system of the tv) so samsung can make improvements to the software of the tv over time to fix bugs (since an hdtv is essentially a very specific purpose computer) and to enhance features all in all , i highly recommend this tv  .

the picture quality is amazing , the price point is pretty good , and you wo not be disappointed .

worth every cent  .

i will definiely purchase from a href   http  //www  .

amazon  .

com/dp/b001413df8/  .

tag  cnet    ee    20 amazon  .

com /a again .

anyone out there know what i can do to resolve the issue  .

is it tv or the hdmi cable  .

when i switch to component cable , it's working fine .

have had for two weeks no issues , works great  .

awsome picture i seen the new sams with back lighting and just cant see spending the extra on it  .

this set is better then any sony on the market as of 9    31    08  .

this set looks better home then at cc which i got a pretty good deal  .

if theres better it would be hard pressed to see the difference  .

hd    dvd seems to have better 3    d effect then my new s350 blue    ray which is not a bad thing cause transformers on hd    dvd gives me and my friends motion sicknes to ware i have to dial down settings  .

all i can say is awsome tv  .

is waiting for the new sony to come out but got impatient  .

well im not diappointed and truly amazed all people who see are impressed  .

buy it  .

i did my research before buying this tv  .

after comparing prices and options of many large lcd tvs , i chose this one  .

this is my second large hd lcd tv , and it completely blows away the olevia i used to own (which is also about 1/3 of the price though)  .

when i watch blu    ray movies or play ps3 , everything is 3d and the color contrast will keep you on the edge of your seat  .

it is like having the actors in your living room  .

i is angry when i broke the screen on my old olevia , but now i see it as a good thing , as it is incomparable to this samsung  .

i went price shopping online and found that all the good deals were from somewhat shady online distributors that had very bad reviews on resellerratings  .

com and scam report websites  .

i ended up realizing that circuit city is just as competitive as the real distributors so i went there  .

i got lucky because i is ready to pay the $2400 and when i got there they had a promotion where you get a new top of the line samsung blu    ray player with it (msrp    $400 , but it sells for around $250 on ebay)  .

i am going to sell the blu    ray player on ebay and make it so that i pay what the shady distributors were offering  .

the difference is that i got it somewhere that i can walk into the store to   if i need to       ) after dealing with low    cost online distributors before , i know this ability to go to the store if i have a problem is worth it's weight in gold anyway    awesome set , i've never seen a movie look this good  .

my tv looks better than any movie theater , so i'm not going back to one of those over    priced sh t    holes  .

everybody wants to watch football at my place this fall , so it looks like i can drink as much beer as i want without having to drive       )  .

this lcd is just perfect for any use , be it computer screen , watching sports , movies , and hd gaming  .

i like the red border , it makes the tv look good even when it's off  .

many people complain about the click wheel remote and its tiny sound from the internal speakers  .

however , with this kind of tv , one should have a home theater set up with proper speakers and a receiver , in addition to a universal remote (harmony) to control all the components  .

the purpose of a tv is to present a beautiful picture , which this set does very well .

for the money , you will not find a feature set even close to this price  .

the tv has one of the best contrast ratios and a vast array of settings to ensure the picture is exactly to your specs  .

if you are looking into buying a 52 set , you will not go wrong with this tv .

my best friend just bought this tv and i helped his set it up i is blown away with the picture  .

the setup is easy and my friend had already downloaded the firmware update that fixes the reset problem  .

easy install using a usb drive i just ordered myself one from amazon    $2199 with a $200 mail    in rebate and free shipping  .

this base price is $200 cheaper than stores i looked at and the free shipping and no taxes is the clincher  .

i will submit an update as soon as i get mine hooked up  .

make sure to update the firmware once you get this to fix the auto shutoff glitch , and make sure you can find a place out of direct sunlight so there wo not be any reflection , although it is not a very big issue  .

the picture , especially in dim or no lighting puts sony to shame  .

also the clickwheel remote does feel a bit cheap , but you can just use it as a directional pad and avoid the frustration that everyone talks about  .

you have the option of switching between 60hz or 120 , and the auto motion plus is really something , it makes shows like the office and scrubs look like they are being filmed live , and hd movies like you are on the set  .

no regrets whatsoever .

it's a very good tv really nice picture quality and colors its almost a sony but the speakers are not that great .

the way the tv powers up lets you know you brought a damn good tv  .

i debated on sony bravia and this and i perfer the picture quality and features on this samsung .

i've been doing research on lcd's and plasma's for past few months and almost purchased the lnt4681  .

but after reading the reviews on the 4681 , i had decided to wait for something with less problems  .

i kept checking cnet and when i saw the review on a650 i went to bestbuy to check it out  .

i fell in love with the tv as soon as i saw it and knew this is the one i is buying i had a chance to compare it with the xbr5 and i liked the picture quality of the 650 better  .

as far as looks , the 650 looked way better then the xbr5  .

i was not too crazy about the red at first but it looked much nicer in person then i expected i is also looking at the a750 but i didn't think the price difference is worth it for a better sound system , 1 gb drive and the wireless function  .

i didn't like the look of the 750 as much as the 650 either  .

i is looking to get a home theater system anyway so i didn't care for the sound system at all and i'm sure its the same for most people  .

a lcd of this rank is incomplete without a home theater system both 650 and 750 are the same in terms of picture quality  .

i watched 300 in bluray and i couldn't believe how great the picture quality was  .

i recently started playing metal gear solid 4 and i have to say it looks amazing especially in game mode so , for all of you in the market for lcds and plasmas , go take a look at the lna650 if you get a chance and that might end your search  .

this tv is currently ranked #1 for cnet best selling products (6/19/2008) just a friendly advice for all potential buyers stay away from all the online retailers if possible  .

get it from bestbuy , circuit city or other major retailers where you can walk in , get the tv and get out  .

and if there's something wrong , it's easier to return or exchange the product  .

online retaliers might be cheaper but it's not worth the hassel  .

if they send the wrong or defective product have fun shipping it back  .

most online retaliers have bad customer service and reviews as well  .

check out epinion  .

com if you do not believe me  .

hope this helps with your decision and purchase .

when my rear projection dlp went south i decided looking for a samsung lcd since i've been seeing such great reviews on them  .

i researched them on here and came upon this model and compared it with some other samsung models such as samsung pn50a550  .

i compared the two and bestbuy before i bought it and wow so worth the extra money 120hz is the feature that amazed me the most  .

watching a blueray on this tv is simply breathtaking so clear it does not seem like reality  .

hopefully when you are searching for a expensive lcd or plasma you do your research and invest the extra bucs it will be worth it in the long run  .

this is great tv ever  .

the design is great and the quality resolution is great too  .

so easy to use  .

it is totally worth of the price  .

our whole family and friends love it .

dont hesitate to buy this one , it wont last long .

if someone want's to be a blessing to me please call reggie  .

314    482    4086  .

owned for a year now and would buy another one .

this tv is awesome  .

friends of mine that have plasmas are jealous  .

i never had any issues with audio or on/off problems  .

i bought it in feb 09  .

you definetly fall in love with this tv every time you sit down  .

gotta say though , if you are watching regular digital cable , it is pretty blurry  .

maybe there is a fix i havent found yet  .

i took a picture of myself in front of it with a screen filled with mountains  .

i show my friends the pic , and they ask me when i went to lake louise  .

great tv  .

i'm literally amazed that after owning this tv for more than a year (we purchased it in june , 2008) and accepting many invites from family friends to come see my new hdtv  .

, that we still haven't seen one yet whose picture can compare to ours  .

we've even stopped going to the movie theater when we found that a blu    ray disc movie on this hdtv is better than the movie screen  .

the new samsung models and other newer models may now be better than this tv , but i've been so satisfied with the ln52a650 , i haven't even bothered to look  .

i know i probably sound like a pitchman for samsung , but i did a lot of research before i bought this tv (originally i thought i wanted a sony) and it's just great that this has turned out to be the best electronic purchase i have ever made , to date  .

no problems , repairs , or glitches  .

i did not rate with a full 5 stars because i cannot speak to the techie parts that i may not know enough to care about or notice (  .

first impressions  .

touch of color is right       and it's just a touch  .

seriously , get over it , with our model (mf'd feb'09) , the red color is so subtle as not be an issue in the least  .

we've wall    mounted it , and discovered 52 is simply , in a word huge  .

52 is perfect for sweeping epics but single    camera tv comedies are frankly difficult to watch  .

we have not used the smaller picture sizes because it just seems wrong somehow hook up and usabililty were simple and fast  .

we use tivo , which apparently strips the time code from the regular cable input , so we set the clock manually ; that's fine wiselink  .

wiselink is nice , but of limited use save for slide shows  .

there are no transition controls , so it's pretty basic  .

mind you basic on a 52 lcdhdtv is pretty amazing info    link   yawn you are not buying/considering this tv for the info    link option  .

position of other elements (newsfeed , stock market info) is only semi    adjustable  .

weather   you get today's (a weather graphic with a high temp) or 5    day forecast that does not include today's weather  .

5    day forecast must be at bottom right of screen , which obscures many graphics and information provided by broadcasters  .

newsfeed is as advertised , and cannot be customized to handle your favorite rss feeds  .

stocks are better , and include major market indicators and the ability to customize your favorites , either nyse or nasdaq remote  .

the much    maligned backlit remote is not so bad ; we do not experience the lag cnet reviewers did  .

the clickwheel's response is fast enough not to be annoying and in the absence of any page down button , is often much    needed , but no substitute for page    down  .

the remote is also larger than needed , and vaguely musket    shaped , which would be nice if one actually were repelling pirates trying to board your tv , but otherwise is merely ok  .

would still prefer remote from showroom floor , w/out scroll wheel for its size and ease of use video quality  .

dvds were viewed running off a first    version xbox with dvd accessory , using composite av cables only picture quality is stellar , and is as good or better than any other brand we researched  .

dark detail is excellent , even with motion (test movies were the dark knight and iron man ) , with no artifacts , dropouts or blurry shadows  .

freeze    frames were sharp , but showed some fringing ; even small text is easily readable in every test some reviewers have had issue with edge flash where the picture distractingly illuminates the edges of the plastic panel under dark conditions  .

this model has a slightly beveled edges , no such distraction is noticed conclusion  .

you will be very pleased with this product overall ; we cannot say enough good things about it , and will be recommending samsung products to any who ask .

great picture  .

money well spent  .

this is one great tv  .

i have had it for over two months now and it is on for approximately 13 hours a day and have not had one issue with it (of course i did purchase the warranty)  .

the picture paired with my ps3 is stellar and dish network hd is also great , probably the best it can be considering the compression charley puts on his channels  .

the speakers are not that great but i do not use them anyway so its of no concern to me , but the only problem i do have with this wonderful tv  .

is the amount of dust the glossy black housing shows , you have to dust it everyday to keep it looking clean  .

other than that i must say if you are looking for one of the best tv's out there look no further you found it .

i like this product mostly because of the hd picture quality  .

also once i turned on my playstation 3 the tv sharpness is beyond what i expected  .

i like the fact that it has pc capability and wiselink , is something extra that really sold me on purchasing this item  .

there are just so many good qualities  .

i would highly recommend this to anyone in the market for a television .

ive purshased that tv and received it today , after that the delivery guy just put the tv in my basement , he took off the the tv from its packaging to see if there is any kind of damage on it  .

then , everything is perfect  .

so i hooked it up on my tv stand (whalen)  .

the picture needed a little bit of settings but after it is simply great  .

i is first scared to get the on/off random issue , but for the moment , nothing seems to be wrong with this tv  .

the playstation 3 blu    ray quality is so imbelievable that i is stunned by the picture quality and fluidity  .

the game are much better in a screen of this size overall , i am verry satisfied by my purshase , i got the 52 inch model , and everything os okay by the way , i got the 2009  .

01 firmware on it , maybe thats why it works , who nowss .

in my search for lcd hdtv it came down to the samsung ln52a650 and the sony bravia kdl    52xbr6  .

the picture on the sony hd mode is not as sharp as the samsung hd mode the colors is little more vibrant  .

both tv's have about the same amount of input video formats  .

the samsung had the better black level for the price  .

the samsung had a elegant and slick look in comparison to the sony  .

although the sony is a good lcd tv , the samsung is price better for the same value as the sony .

i've owned this product for about 6 months now  .

i've had no complaints at all  .

it's especially good with sports like the super bowl , baseball , and basketball  .

the picture is crystal clear  .

i'm currently using 3 hdmi hookups   cable , blue ray , and roku  .

they all perform well  .

no complaints .

i bought this tv because of the review given by david katzmaier and the cnet team  .

my toshiba dlp would not turn on so i told the wife it is broken and bingo new tv  .

i can not really say anything more that has not been said already  .

even my wife (a hater of tv who would be happy with a 27 inch tube tv) said she likes it the 120hz cleans up the sd video with a few jitters on some movies but only on cable do i see this  .

i cannot understand why the cnet clibration had the 120hz turned off in the settings but i am sure it is to preserve the film quality of blue    ray movies  .

with hd and sd video however , i feel it should be set to medium or low the wise link is useless unless you get the next level up to stream netflix  .

i have an xbox 360 which can stream the video so nothing lost there  .

the weather and news streams could be cool but i dont watch movies while getting ready in the mornings so it will never be used pip is a real problem in general for me  .

i cannot understand the manufacturers inablility to allow hdmi or even any hd source to go to pip so my anger is directed to them  .

i want to play my xbox or playstation while watching a game in a pip screen  .

overall this is by far the best lcd tv for the money and i would recommend this 52 inch or the 46 inch to anyone buying a lcd today .

i is excited to see this tv after it recieved an editor's choice , but i is also concerned that the color would be a deal breaker  .

it is honestly so subtle that i hardly notice it  .

the quality of the picture is stunning  .

it has 4 hdmi ports and a fiber optic audio output as well as component video (2) and an ethernet connection  .

all in all , i'm very impressed with the tv and the color of the set is actually very nice  .

i've only had this model for a couple of days , but i cannot seem to stop staring at it  .

i purchased this model to replace my 3 year old samsung 40 lcd , which i is extremely satisfied with (it's now in the bedroom)  .

i'm only using component video cables to connect my hdtv cable box , but the picture has blown me away          i can only imagine what the picture would look like with 120 hz hdmi monster cable  .

i is also glad to find that my set didn't include the wheel remote that others , including the cnet reveiw panel , complained about  .

rather , my remote has four directional buttons  .

my only regret is that i did not purchase this tv months ago  .

this display offers a high picture quality and great feature set at a reasonable price  .

i tracked the price of this item for around 2 months as i had heard the rumor that prices on tvs were to drop before ordering from an online source i wanted to check to see if another store would match the pretax cost so i didn't have to mess with the shipping option since bb (2200) had previously told me that they wouldn't match an internet price i stopped in at hh gregg  .

they had the price listed for 2400 , almost 500 more than the amazon price  .

he asked if he could help me and i just replied we'll see  .

i told the associate that i is buying that tv today , and that he had first crack at selling it to me  .

he knew i is serious , and after he is able to remove the shocked look from his face , i showed him the amazon price since it is the cheapest i could find anywhere (always come into negotiations prepared) and said if he could match or beat it i'd walk out of the store with the tv  .

he walked away for less than a minute and returned to tell me they could do that and we had a deal  .

i purchased the tv for 1900 (2033 after tax) which is a little less than the cheapest i could find online after shipping  .

usually after spending that much money i'll have a little remorse the next day or two , but that definitely hasn't happened  .

every time i turn it on it takes me a few minutes to get over the shock at how amazing the picture actually is i would not hesitate on buying this again for a second  .

i tell everyone to buy this television , 42 , 46 , 52  .

the television is great , picture is next to perfect  .

especially for sports fans this really pops out with the colors on those high def games  .

video games and blu    ray movies run great  .

picture looks just as good from an angle  .

just need samsung to creat a remote that is more functional and response time to your button presses are better  .

lots of hdmi outputs and it includes s    cable , standard video and one added hdmi on the side .

i've only had mine for about a week , but i am just in awe about it  .

i shopped a long time for it , and the reviews i saw on this site had a large impact on my purchase decision  .

i used newegg  .

com for the purchase , and with the free shipping i chose the extended warranty just in case  .

i still paid much less than retail you will not regret your decision .

got mine for $1930 at newegg  .

if this is the size your looking for in an lcd then this is your tv  .

i think you can spend a lot money but a lot better picture does not exist .

i is wowed by this television as soon as i viewed its picture  .

the colors are vivid and the people seem like they're going to walk out of the t  .

v the touch of color is nice when off and hardly noticeable when on  .

you will have plenty of options with this t  .

to control picture and just about anything else  .

the only negative is the sound , not that great for a t  .

of this price range and the odd remote  .

nothing that surround sound and a little practice for each though i guess  .

there is no motion blur which is what i is afraid of with an lcd  .

it is between the samsung and sony and i just thought that the samsung gave me the most bang for my buck  .

i is right .

i looked at a lot of hdtv's and did a lot of research before buying this  .

i had a dlp that is having issues and is so washed out during the day that you could barily see the picture  .

this samsung lcd is a night and day difference  .

i cannot beleive how much better it is , i love this hdtv  .

other than a couple nit    picky complaints it's about as good as they get  .

the only hdtv i'd rather have is a pioneer kuro plasma , but the price difference is too great i could buy two of these for the price of the pioneer kuro you will not be dissapointed , this is an amazing hdtv  .

onecall is selling it for $2084 right now  .

i've been searching for the best performance hdtv for the past 3 months straight editors have to convince me but i have to see them myself at the local stores  .

on an off i would drop by circuitcity , best buy , costco and samsung always have the best picture quality  .

my eyes do not lie and the editors choice pretty much sums it up clearly  .

so yes this tv is a must buy  .

if you gonna get 46 tv , get a plasma  .

the best i see with sattelite super good  .

i will start off by saying wow  .

if you were to put this thing beside some of the highest end pioneer plasmas , i dont think you could tell a difference  .

the glass    like screen gives the picture that plasma/glossy look  .

but dont let the glass screen scare you away with the talk of ambiant light reflection  .

my living room has 2 sky lights and in the day you cant really see any glare except for when it is off  .

the picture is bright enough to compensate for it black levels are amazing with this lcd , even in the day i can see the darkest scenes without a problem  .

and it is awesome in a dark room  .

the other night i watched batman begins on dvd hooked up through component and it is amazing even on a standard player games are great on this tv also  .

i have played a lot of guitar hero , call of duty gears of war , and halo 3 on it via the xbox 360 in 1080p and it looks amazing  .

with the 4ms response time , this tv is almost as fast as my crt pc monitor i used to play on some people say the red trim is too much but it is not that noticable and doesnt look flashy at all in my opinion the factory settings were near perfect in my opinion  .

i have the dvd input set to movie mode just because it cuts the brightness down a little so it doesnt blind me at night the only con i listed is the pip mode  .

it is kinda hard to find and is buried deep in the menues  .

it would have been nicer to have a pip button on the remote like some other lcd's overall i give this thing a 9  .

5 out of 10  .

i plan on getting the samsung bd    p1500 blue    ray player next , then it will really shine .

if you are thinking of switching over to hd , get this tv  .

some tvs are really nice on the outside but have crappy picture  .

but this tv not only has outstanding picture quality , the outside of the tv can be compared to the outside of a ferrari  .

the features that are built into this tv are just about all of what you can dream that a tv can have  .

it has from picture tuning , to looking at the weather forecast  .

the remote is great and is easy to use  .

but the main thing you should know about is the picture quality  .

the picture is so good in fact that when you are watching a baseball game , you will never want to see a baseball game in person again  .

and when you are watching a program on the national geographic channel the picture is so good in fact if you fall asleep and then wake up and see a lion on the tv in front of you , you will %100 mistake for a real animal and just run right out of your house and call animal control  .

anyways , this tv is the rolls royce and farrari of all tvs and when you are ready to get rid of your old tv , replace it with this tv and you will notice the difference like b w and color  .

this is a great buy  .

excellent quality  .

moneys worth  .

love this tv  .

researched lcd's for months  .

do not mind the clickwheel  .

got used to it quick  .

easy hook up and so many hook ups available  .

can hardly see the red color of frame but when i do , like it  .

everyone that comes in loves the picture  .

love the  .

fact that the tv turns  .

i have had no problem with glare  .

easy clean , wipe down with microfiber cloth  .

love it .

i purchased this tv last week  .

although i have only used it for one week , it is a night    and    day difference from my smaller 32  .

lg hdtv i purchased in 2006  .

this tv really lives up to the reviews i found on the net  .

the picture is simply stunning  .

deep blacks    this lcd rivals plasmas for its black levels  .

black levels are extremely important in an hd set , arguably one the most important features in determining its overall picture quality  .

this thing puts out absolutely gorgeous black levels , very deep and  .

inky  .

my old set had very poor black levels , never really going below a dark grey color  .

as soon as i powered this samsung set on , the difference (even right out of the box at factory settings) is drastic  .

the 50 , 000  1 contrast ratio and 4ms response times add to the quality as well  .

cnet called the picture one of the best lcds they have ever reviewed , and i do not disagree  .

amazon  .

s product page on this is also very helpful the 120hz mode works well , if you like the effect  .

personally , i do not like it at all  .

it detracts from the film feel of a movie , and feels fake and processed  .

when watching discovery hd , hd sports or something like that , i could see how you may want to use it , but i prefer watching hd content as delivered i have it paired with both a toshiba hd    dvd player as well as a ps3  .

both pictures are just phenomenal , especially the ps3  .

the 1080p resolution , combined with the 1080p/24 mode the ps3 outputs , is striking (yes , this tv does 1080p/24 , google it to learn more about why 1080p/24 is important) overall , i cannot say that i have found much wrong with this tv  .

during high motion camera pans or intense action i have notices some very minor  .

judder  .

, but nothing that would prevent me from recommending this tv to everyone as other reviewers have stated , this tv does have a red tint around the bezel (dubbed  .

touch of color  .

by samsung)  .

i worried about this initially , as i prefer a single , black color to a bezel  .

don  .

t let it fool you , the red is very subdued in the frame , really just more of a highlight than anything (and only apparent if you are looking for it , or if the light hits it just right)  .

i think it does make the tv look distinguished , and is something i started liking about 5 minutes after i saw it  .

the best way to sum up the color is like a very , very deep red wine in a clear wine glass  .

it looks black for the most part , with just a tinge of red when viewed at the right angle  .

being a wine fan (especially reds  .

) this makes it even more pleasing  .

the sound is standard for an hdtv  .

if you are watching tv , it works just fine  .

not the best sound from a tv , but nothing bad either  .

let  .

s be honest  .

the sound is not why you would buy this set anyways  .

hook it up to a 5  .

1 receiver to match the great picture the price has come down on this model considerably , with the announcement of samsung  .

s new line of hdtvs  .

if you are trying to decide between this model and the a750 , go for this one  .

the 750 has the same specs , with more built in networking potential , recipes , etc  .

personally , i think those are just overkill and not needed anyways  .

this tv does have an ethernet port for getting live information from the internet , though i haven  .

t even tried it out , and may never this set is just a pleasure to watch and you can configure it all day long  .

some sets suffer from being too  .

basic  .

when it comes to customizing the picture (brightness , contrast , color and not much else)  .

not this one  .

you can really tweak it all you want and change the picture to suit your palate  .

i really like the amount of choices you have when being able to adjust the picture the remote does look kind of  .

kiddy  .

looking , but if you have a universal remote , you won  .

t use it anyways  .

the remote is never a deal breaker for me on tvs , and this one is no exception  .

some don  .

t like the scroll wheel , which i can understand , but even if you don  .

t want to use the scroll , it still functions like a standard remote by pressing up , down , left , right on the wheel anyways as for connections , my old tv had two hdmi ports , which is just not enough  .

this baby had 4 hdmi ports , 2 component inputs , vga (for computer connections) , a usb port , and ethernet port  .

everything you  .

d need to connect it to pretty much anything you want so overall , this tv has exceeded my expectations  .

the picture quality looked even better at home than in the store  .

if you are in the market for an hdtv that is a joy to watch , look no further  .

i recommend this set highly  .

i hope you will too  .

the picture quality is fantastic  .

i have had the tv for three weeks now  .

my sources are over the air hd broadcasts and a ps3 (bluray player)  .

bluray disks on the ps3 are beautiful  .

they look everything like the demos you see in the store  .

even up converted dvds look better than on my old samsung crt hd tv (4 years old)  .

i can  .

t say enough good things about the picture quality realize to get the best picture out of this tv , you will need a bluray player  .

use an hdmi cable for 1080p or a good up converting dvd player  .

i recommend the bluray player ; you will never want to go back to dvds again  .

also , watch out for cable feeds  .

most cable companies re    encode the hd signals at a lower quality , so you really don  .

