i just love my sammy  .
ok , so my wife does not see them (and neither do i if i'm really into the show) , but it's surprising how much i seem notice this with lcd and plasma tv's  .

the dlp folks have done a great job figuring out how to get rid of this problem without affecting the quality and sharpness of the picture itself the new set has a lot more inputs than my old set  .

while 3 hdmi inputs is competive , i'd have liked a couple more (hd tivo , blu    ray , hd    dvd , mac mini , etc  .

) all in all , a terrific tv  .

i'd make the purchase again without any regrets  .

lcd's are all the rage , but when a top of the line 52 is still pushing $3200 , these dlp's are really a no brainer for someone with a big living room and wanting as much screen real estate as possible i really did not even fiddle with the colors too much , as i thought they were pretty good right out of the box  .

set up is easy , and i is watching a blu    ray within a few minutes  .

the image quality is awesome , but still has that film like feel  .

imo , lcd's are almost too real looking  .

it's a bit distracting  .

this is like sitting front row in a theater  .

directv is bringing my new receiver next week , so i cannot comment on the hdtv part of it yet , but i really bought this for blu    ray more than anything , as i already had a 720p tv some people have written of a slight tilt , or bowing of the picture  .

when i'm in my directv channel menu , i can see just the slightest bit of tilt , but my wife was not able to notice it , so i'm not going to worry about it  .

once a movie or show is on , it is 100% not noticeable bottom line is $1595 , bought locally , this tv will be all i need for a long long time to come  .

i highly recommend .

great picture for a great price  .

i have always been reluctant to buy a new product in its first production year  .

i have read all the tech blogs and all the reviews i could stand  .

everything that is good about this tv i have found to be true and the few negative things have either been corrected or were based on user ignorance or product mishandling  .

my wife and i unboxed and set up within 30 minutes  .

autoprogram and started watching our first hdtv on local channels  .

the menu format is better than our two previous sony's  .

never used the manual to set up  .

issues we had read about such as cutting off on its own , dark corners , frame warpage , and various residual color spots were non existant  .

as with all previous tvs you need to adjust picture to your room and the amount of light you normally have  .

we have direct and indirect sunlight from several sides  .

no problems with glare on screen  .

the issue of this technology having less field of vision than lcd or plasma , though true is not really an issue for us  .

most people set in the middle 50 to 60 degrees of viewing not int he 5 to 10 degrees on the outer edge  .

i feel that this issue has been blown out of proportion in an attempt to find something undesireable to say about this tv  .

sales and political ads are usually bs  .

this an unbelievable value 61 of clear , bold , lcd quality for $ 1700  .

shop hard and regular for a good deal  .

we bought online and picked up at c city last week with a walk out of $ 1705  .

25 % sales tax included) sale price and 10% coupon  .

if your smart and have been saving up to pay cash for your first hdtv this is the best value in the market place .

i've owned two big screen televisions by samsung , and now this one  .

there's a reason i keep coming back to samsung , and thats simply the picture quality dominates the competition  .

in the 90's all i would every purchase is sony for televisions  .

especially their trinitar tv's  .

now were in 2008    09 and for the latest technology , i really think samsung has the market won  .

i have one samsung lcd which looked better than the same class sony , and another dlp 61 samsung which again looked better than the equal from sony  .

the only reason i'm made this purchase is to get 1080p and the led long lasting light  .

i consider myself fairly picky when it comes to video quality and i have to say that this tv has exceeded all of my expectations  .

i've read all the reviews and decided to take the leap , against the advice of all my friends that said   get lcd , get plasma  .

one weird thing i noticed is while it looks ok at the store , it is simply spectacular when you get it in your home  .

several other reviews mentioned the same thing , and it's true  .

yes , there is the viewing angle issue for rear projection , but that is not a problem for me    and the picture is unbelievable    intense rich accurate color , tremendous blacks , excellent sharp detail you'd have to spend $5000 or more to get this size and picture quality in a plasma or lcd , and i've looked at those and prefer the picture quality of this dlp  .

the lcd engine will last the life of the tv , you do not need to worry about bulb replacements and this is probably the greenest tv you can buy energy consumption wise about 120 watts when on and less than a watt when in standby  .

samsung absolutely did their homework when engineering this tv  .

unless you are intending to hang it on a wall , or have the need to have people sit outside normal viewing positions it is an absolute no brainer , you should definitely buy this tv  .

this tv has a better picture than others costing thousands more and it is simply an astonishing value .

this tv is awesome i have to comment on one thing in this review however the remot is backlit  .

there is a button in the upper right hand corner with a light bulb on it the only thing i do not like about this set is the front panel power button is big and glows blue if you have it set this way (can be turned off)  .

my two year old daughter is like a bug attracted to a bug light she cannot resist i had to cover the button (even with the light turned off) to keep her from turning off the tv when i am not watching her .

i have been seldom been more satisfied with a product .

this tv is a great buy  .

i spent quite a bit of time researching larger televisions and the technology available today before i selected a 1080p set to replace my 720p samsung dlp  .

i'm personally leery of lcd and plasma screens due to the reflective nature of the screen and the potential for burn in  .

no such problem with led dlp tv's hdmi connectivity is a breeze and this unit has no problem decoding a 1  .

1 , 1  .

2 or 1  .

3 version source the blacks and colors displayed by this unit are fantastic  .

the flesh tone adjustment is a big plus and a great option to have  .

when initially setting the unit up , i is very pleased see real time changes to the screen when adjusting color , brightness , contrast and other display settings  .

this makes it much easier to see what you will be left with when you are done versus other sets that do not make the change until you either exit the function or exit the menu  .

i know that dlp seems to be on the way out but consider that the led has an expected life of 80 , 000 hours  .

that's 10 , 000 days of watching tv 8 hours a day  .

and you cannot argue against the price point of dlp sets vs  .

lcd or plasma units finally , i have been very pleased with the quality of samsung products  .

i have 4 , including one of their flatscreen computer monitors and have only had one failure with any of them in the past 4 years  .

that failure is covered under the original warranty  .

on this set , you get a full year parts and labor warranty potential 1080p bigscreen television buyers should definitely check out this model before making their final decision .

i wanted big hd picture for the man    cave at minimum price (due to the restrictions placed on it by my domestic advisor )  .

could not have wished for anything more  .

watching the nfl playoffs this weekend has been one of the best viewing experiences i've ever had  .

be sure to check this model out if you're looking at rear    projection hdtv's  .

blows away bulb    lit versions with the led backlit line that the 750 series offers  .

60 , 000 hours of life expectancy will last me a lifetime  .

i'm sure my 3 year    old daughter will get to it before anything else does  .

let me get the first caveat out of the way  .

if you do not have the means to set this tv up properly in your space then you need to look elsewhere  .

this tv cannot be high up or at an extreme horizontal angle  .

the picture washes out much worse on the vertical angle than flat panel tvs  .

however , if you can set it up properly (with viewing position no higher or lower than 15 degrees vertical) from center of screen then prepare to be blown away i have noticed that most stores purposefully display these tvs at poor vertical angles to steer you away from them and towards the more expensive flat panel displays (shame on them) no motion blur , ghosting , false contouring or de    judder artifacts  .

just pure picture goodness from top to bottom given all the above considerations and at the price you can currently expect to pay (~$1700) it is a no    brainer .

this tv is awesome  .

connect this bad boy up to surround sound and watch a movie like transformers and prepared to be blown away  .

the quality and size for the price is insane and the aesthetics are very nice  .

even the big blue button is nice and soothing  .

depending on your setup you may need some longer hdmi cables since the connections are on one side , but not really an issue i is either going to buy this samsung tv or the mitsubishi wd    60735 (or even the diamond series version)  .

i know i made the right choice  .

i went and looked at both of these tv's in person at a local brandsamrt and it was not even close  .

this samsung blows away the picture quality of its mitsubishi rivals  .

in fact i is surprised at how much better it looked considering all the good reviews i heard for both tv's the obvious and nice plus's for the samsung are better picture quality , led light source (no replacing bulbs anymore) , and the samsung brand overall quality  .

i also own a samsung surround sound system and they make quality products without killing our wallets as consumers  .

kudos to samsung for a kick ass tv  .

i highly recommend this tv .

we love this television and are extremely happy that we purchased it  .

it is definitely the best bang for the buck where large sized televisions are concerned  .

sports are especially awesome on this set       the colors and definition are amazing .

i had a 60 rp before i purchased this dlp 3 months ago  .

it is twice as bulky and not even half the picture quality  .

i currently hook my 360 , satellite , surround sound , and pc to this samsung  .

i recently built stadium seating for my living room to put the finishing touches on a home theater it is wicked  .

gaming on this tv is like being in the game , everything is life sized  .

the 1080p resolution is flawless , no screen jumping or blurring  .

i highly recommend this tv for home theater and gaming use  .

you cannot beat this price for a good quality , huge hd tv .

other than the aforementioned grinding noise made by the fan , which is promptly fixed by samsung , i have no complaints about this tv  .

it even looks like a flatpanel , as the sides sharply move in  .

it is huge though (67 ) so you will have to find an adequate stand for it .

originally i bought the 1st generation of samsung's led tv , the hl    t5679w  .

i don't have cable or satelite i use the tv as the monitor for a very high end cpu (my cpu has a combo hd    dvd / blu    ray drive)  .

long story short , my 5679 died and could not be repaired  .

this 61a750 is the replacement i run my desktop and all my games at full 1920x1080 and it looks great  .

overscan is very , very slight  .

i mention it mostly for full disclosure  .

the tool bar at the bottom os the screen is about half obscured , but still viewable and usable  .

on a full size window , the buttons to close or resize are just off screen  .

very minor to me , but it's there all my games and web surfing look fantastic running the out of the box settings  .

only prob is when watching hd or blu    ray discs , the screen is very dark  .

switching to dynamic mode fixes this , and everything still looks great  .

i think this is caused by my pc because hooking up a friends samsung bd    up5000 player eliminated the issue biggest difference is the 5679 would allow the vertical zoom to be used in pc mode , where as the 61a750 will not  .

i just do not understand why a 16x9 movie should be leterboxed on a 16x9 screen  .

this screen is large enough for this to be a midling issue ; but it's still annoying to me and the primary reason why i give this tv a 9 instead of a 10 updated  .

on sep 24 , 2010  .

i purchased the 67    inch version of this set , which is identical to the 61    inch version except for screen size  .

i found cnet's review spot    on  .

however , cnet failed to emphasize the advantages of the led light engine  .

my old hitachi failed in both lamp and light engine after about 6000 hours , or about 3 years of use  .

the leds in this samsung are rated at 60 , 000 hours , so i'll likely not need to replace them for the life of the set  .

there is no warm    up required    full brightness is virtually instantaneous  .

power consumption is half of my old set , and there is little heat produced by the leds  .

brightness is excellent , with no need to cover my windows during daylight hours  .

in a dark room at night the picture is astounding  .

i see no picture tilting as mentioned in some other reviews  .

my cable company still sends some channels in analog    only format  .

i am disappointed that this set does not have the 3    2 pulldown that would allow me to use the full screen without distortion rather than have to use the 4  3 mode that reduces picture size  .

overall , i find the plusses far outweigh the minuses in this set .

this tv is to replace my broken mitsu 52 wd52525 which , in its three years , went through four bulbs  .

the selling point for me on this tv is the led technology the led light source offers some advantages over the lamp bulb  .

it's quieter , can cycle faster (120hz so to display content at native frame rate) , it's cooler , and it has less of the rainbow effect  .

the biggest advantaged though is that leds should never need replacing for the life of the tv i am very happy with this tv  .

the 1080p screen is very pretty , making my hd content look much better then my old hdtv  .

the set is also easily viewable in brightly lit rooms , such as my sun drenched living room  .

best of all i do not have to dread the days when the bulb is burned out given these there are a few down sides to this set  .

picture quality and brightness may not be quiet as good as some of the newer lamp based sets  .

also depending on the viewing distance , the top and bottom of the picture are slightly darker then the center .

this tv is a great value  .

bright picture with great color and contrast  .

this tv would be hard to beat .

this tv is amazing  .

connect you're old dvd player through the component connections and watch in awe as this tv turns your old dvds into stellar almost hd    looking movies  .

my wife and i were absolutely blown away when we put in one of our season three battlestar galactica dvds  .

the shine on the galactica and the stars , nebulas , etc look so real , you feel like you are actually out there floating in space  .

is this really a standard definition dvd  .

wow  .

even after i got my toshiba hd    a30 , i did not see that much of an improvement with up    scaling over the tv's own up    scaling  .

and of course this tv will accept a 1080p signal through either of its three version 1  .

3 hdmi inputs , so hd sources are uncompromised  .

but the color and contrast of this set are what really set this tv apart from other sets that i've seen  .

i even slightly prefer it over my buddy's 50 pioneer kuro .

good value great pitcher and i have it in a very bright room and light reflection is low infact we replaced a plazma with this for that reason  .

i would recommend this set to anyone who does not want to shell out $2500    $4000 for a smaller lcd set  .

this is a great buy enjoy  .

this tv replaced my old sony rear projection hdtv  .

i also have a dlp front projector and a 15 lcd in my bathroom  .

the samsung blows them all away  .

i bought this tv back in may and i'm still amazed at how great the picture is every time i watch it  .

(just ask my wife  .

she hears about it every day  .

) the cnet reviewer said the remote is not back lit  .

as you can see in the picture of the remote there is a button on the top right to turn the back lighting on and off  .

cnet also did not mention that there is no bulb to replace  .

that is the main reason i bought it .

we do not live in a large city and we traveled to a larger city to purchase this set  .

it is highly rated in c/net , 1st time we have been disappointed in a c/net choice item  .

we can not find a repairman locally , samsung has three days to find someone to help us  .

so now it will be at least a week since we were able to use set  .

hope sumsung can fix the glitch before others continue having such problems updated  .

on aug 5 , 2009  .

my second generation toshiba dlp had a better overal image than this samsung  .

save your money for plasma or lcd  .

it seems that the senseless rush to make rtpvs as thin as possible has severely compromised quality .

i purchased a 52 dlp in 2003 (only 720p) for the basement and decided to purchase another dlp which is 1080p  .

i did my research and all reviews indicated this set is excellent and energy efficient due to led light engine i purchased this set on june 24 , 2008 from my local bb and had it delivered the next day  .

after the set is delivered and setup , i noticed that the image in the screen is tilted approximately 3 to 4 degrees obviously , i refused the set and bb delivered a new set two days later  .

this new set had the exact same problem and i refused the set again this exercise in stupidity continued two more times when i insisted bb contact samsung and report an obvious quality issue with this set  .

samsung indicated they would have an authorized repair technician come to my house and investigate this issue with my fourth delivered set the technician arrived at my house the next day and i explained the issue and he proceeded to calibrate the tv set  .

after calibration is complete the issue is not resolved  .

i requested the technician contact samsung and let them know of the issue the technician contacted samsung (special telephone number not available to consumers) and explained the problem  .

samsung indicated that the allowable engineering tolerance is 10 mm (1/4 to 1/2 inch) for this set , and that this set is within acceptable engineering tolerances needless to say , i did not find this acceptable and returned the set for good  .

i is so irate that i performed an additional investigation and visited my local cc and tweeter and their display models had the same visible issue if you do not mind the fact that the image within this set is crooked , please feel free to purchase this set  .

if you are as discerning as i am , i would not recommend ths set  .

i challenge anyone out there to take a tape measure with them when they view this set at their local electonics store and request that the menu box or a channel with a ticker be brought up on the set  .

you will discover that the left or right side is 1/4 to 1/2 inch higher on one end and that it is not limited to just the bottom of the screen  .

wait for a large logo to be present on the screen and it will be tilted in the center of the screen although not as large , i purchased the samsung ln52a650 and could not be happier .

samsung dlp set had the worst reliability and highest tco of any big    ticket electronic item i've ever owned  .

set is non    functional for weeks at a time , and we took ever    higher hits in repair costs till we kicked the thing to the curb for trash collection , where it belongs .

will never buy another samsung product for as long as i live and neither will any of my family  .

i contacted samsung to see what they would do about noisy color wheels and they sent my complaint to another department to which they said they would be in touch with me have heard nothing yet 6 months ago maybe it takes longer if you have all kinds of crappy televisions on the market  .

do yourself a favor do not buy samsung , would not recommend this company to my worst enemy  .

will keep you posted if the decide to something for people who bought dlp's  .

the picture looked good when it worked .

