stop wasting your time looking for a camera this is the best you will find for 250  .
if anyone knows of a way please post all in all , a beautiful camera well worth the money  .
i cannot see how anyone can be disappointed with this buy  .
i'm glad i got it  .
all in all this a great camera  .
it is given to me as a gift and coming from a person who is so attached to sony , this is by far the best camera i've had  .
i have had a total of three digital cameras since 2003 and i do not think i'll be changing it anytime except mayber for the sd900 or the canon slr rebel  .
it has a really bright flash for some reason so it's hard for me to get nice close    up shots of the kids without their eyes closes  .
i've only had it for about a week so i still have to figure out how to properly use it  .
way cheaper than sony's 8  .
1mp camera , you should not be disappointed with this camera .
i love this camera , and would highly recommend it to anyone .
the cannon powershot sd850 is has been a huge step up in photo tech for me  .
the last two cameras have been cheap and the pictures proved it  .
this camera takes fiarly great pics in poor lighting and superior pics in good lighting  .
i've only had the camera for about a week now and haven't pushed it to it's limits but it definitely has been worth the price  .
the option to take either regular photos or video is awesome  .
you'll need at least a 1gb sd card to really enjoy these two features  .
i have not found anything that really bugs me about the camera as of yet other than the viewfinder is a little awkward to use  .
in the end , this little pocket    sized camera is one i'm very pleased with  .
ok , so i have a nikon d80 that i love , but let's face it , it's not easy to carry around with you on a day to day basis and on business trips  .
consequently , i've been looking at the wide range of point    and    shoot cameras out there  .
i opted for this one over the sd    870 because i do like the viewfinder any product that i can use right out of the box without even glancing at the manual is fine by me  .
any product that allows me to do that and then performs admirably has my heart  .
as soon as the battery charged i is able to shoot movies and then edit them using the included software , and i still have not opened the manual i cannot wait until i can get this thing out with me on business trips where i see some of my old colleagues , or when i can carry it in my purse and capture all the goings on at work very happy customer  .
i love just about everything about this camera  .
it is quick , easy to use and takes good pictures  .
it is my third digital camera , and i am not disappointed  .
the flash is no different than any other camera i have used , just wish all digital cameras could shoot farther/clearer in the dim indoor light  .
i agree with c    net's opinion that it has everything you would want in a point and shoot .
we had a nikon for about 5 years and put in $100's worth of aa batteries and now with the lith rechargeable we have yet to charge battery after about 100 shots .
i just got this camera and i like it  .
i like the way it looks , it's size , decent weight , its various features and ease of use for a digital camera beginner (this is my first one)  .
i think i got what i paid for and am happy with it  .
all in one neat little stylish package  .
this camera does not come with a carrying case , that's the one gripe i'll make  .
i love movie mode ; audio sound is excellent , and my other favorite feature is red eye correction after photos are taken  .
the lcd image changes direction when you turn the camera vertically or horizontally  .
i would like the rechargeable battery to last longer when using the camera (lasts me 1 day of frequent use) but on the bright side the charger is portably sleek (the outlet plug folds flush into the base) and full charge takes only 2 hours updated  .
on dec 23 , 2008  .
my wife and i recently went overseas to visit family  .
the camera is great  .
i am so glad i got this model versus the 870  .
i read in a few different reviews that the viewfinder comes in handy when conditions are sunny  .
i had this same thing happen to me , but because i had the view finder i is able to take the shot  .
the video is great  .
its as though i have the world's smallest video recorder  .
the zoom works well and the quality of the picture/sound were quite good when replaying  .
after purchasing a 4 gig memory card i should be set for a while all in all i am very happy with my purchase and would recommend to everyone .
overall , i just love this camera  .
it supports the sd type memory which is all i own so i already had plenty of memory  .
although this is my wife's camera , i love taking pictures with it and have almost mothballed my casio exilim 7  .
2 i tried to get her to take mine and let me have this one but that is a no    go the picture quality even on enlargement is outstanding vibrant colors with virtually no distortion  .
taking pictures is quite easy with a dial on the right side to switch from manual , auto , video , or review  .
don't expect to take a picture every second but it is acceptable for a point shoot  .
battery life is also good  .
we have charged it up once and it still has not hit 1/4 discharge yet give or take 400 pics w/wo flash  .
it is a solid camera with a good feel  .
it fits well in my grip  .
all the hinges and battery compartments seem solid  .
i covered the screen with a protector as i do all my electronics with viewscreens  .
i've blown my photos up to 8x10 with ease the only con i could find with this camera that is truly noteable is the location of the flash  .
it requires some finess on finger position  .
my wife is constantly blocking the flash with her fingers  .
i hold my camera differently so it's not an issue but the flash is on the very top left edge of the unit which makes it very easy to block which will cast a shadow on flash photos only  .
in daylight , she has no issues if i could , i would have given this camera a 9  .
5/10 because nothing with the camera itself is really a major issue outstanding picture quality , excellent battery life (with all sounds still enabled)  .
hope this helps ,  .
the salesperson said i would need a high speed memory card for best results  .
anyone know if that's true  .
thanks  .
i bought this camera based on cnet reviews and i found out that it's good to listen to what other people say about their experiences  .
i wanted to buy sony cybershot t100 at first , but after reading everything about reviews and user's opinions i changed my mind and prefered to buy the most popular camera on cnet  .
(actually it used to be the most popular that time) quality of pictures are fantastic , it has lots of brilliant options like face detection , (canon's face detection is the best , believe me  .
)great flash , good button function , superb macro option (for taking pictures from very close options) and a lot more  .
if it had little more manual options than it has , it would be the best choice ever  .
and also the price is a little bit high , because you need to buy at least a 1g memory card and i recommend a case and an lcd guard for it  .
that's all , do not hesitate , buy it  .
(it is known as powershot sd 850 is in us , and as ixus 950 is in some countries  .
also ixus ones have smaller viewfinders i think  .
(comparing to sd850 photos  .
)but they are the same  .
this is my second canon and i love it  .
great features    .
time lapse video is great for filming events and saving space    panorama feature is really oool    accept 4g sdhd card  .
really worth it    video is excellent    photo images are good  .
not that much better than my last 6  .
3megapixel camera .
i previously owned two fuji cameras (finepix 2800 and s607)but got tired of the shutter lag so 2+ years ago i purchased my canon rebel xt and swore i would never own another point    n    shoot digital camera  .
however , i had business in colorado in october '07 right when the leaves were changing and my wife needed our slr  .
so i purchased the sd    850 is , dropped it in my shirt pocket , and caught my flight to co  .
one day into my 4 day trip my 1gb sd card is full and i had to download my pics to my laptop (i had to repeat this several times) this camera is awesome it took great photos even while (safely) driving down the road probably due to the is function  .
i love to take macro shoots and this camera did not disappoint  .
at dinner one night i found myself rearranging the table candle and rose in order to get some coool special effects pics i now carry this camera all the time not as a replacement to my rebel xt , but just because it's fun to shoot loaded with features and not near as heavy as my slr my professional photographer friends are amazed and the quality (pics under iso 200) and two have already gone out and purchased the sd    850  .
get it you'll love it and the price is right  .
the 800 has a wider angle lens  .
the 850 has an interesting time lapse movie movie mode and higher pixel count lcd after investigating these two cameras i decided to go with the 850 with its higher pixel lcd screen (230 , 000 vs 207 , 000)  .
not included in the cnet review (or on canon's website) is the neat time lapse movie mode  .
it will take a still either every 1 or 2 seconds and then put them together into a movie  .
it will record this movie for up to two hours  .
i haven't tested that the battery will last that long though  .
this is a nice feature i think people will need to weigh the wide angle of the 800 versus this time lapse mode , lcd screen and some of the other features (better face recognition  .
) mentioned by other reviewers  .
i have not found the power button location to be a problem after finding the time lapse i am happy with my decision  .
i will save the wide angle for my digital slr purchase .
i really like the picture quality and the easy of use  .
best of the 5 digital cameras i've had .
i have not owned a digital camera for a while so , needless to say i'd been searching for something fast , compact , sleek , and sophisticated without cutting corners  .
this camera does the trick if you want just what you need for really great point and snap photo and video .
i love the camera , it is so handy , because of its size , sliding in the shirt pocket with ease  .
the bottom line in any camera is ease of use and the guality of the photos  .
this camera excels and will exceed your expectations  .
i would recommend this to any level protographer  .
it is a very sophisticated instrument .
this is an amazing camera the is of canon is simply fantastic on this cam as compared to other similar brands  .
i got this with a 70% discount at http  //tinyurl  .
com/32yfoy  .
just enter this coupon code    vr4x188hb0djl3  .
i do not know why the on/off button is presented as a problem  .
it is in a decent location , easy to find and use , and since you 99% of the time have your fingers on the top of the camera you do not have to worry about accidentally turning the camera off on  .
where it is makes sense , i have big fingers and it is not an issue  .
make sure you buy protective film for the display and a decent carrying case  .
i bought a usa gear slim pocket carry case from amazon and i'm very happy with how easy the case and camera drop into your front pants pocket or cargo pants pockets no worries .
after researching long and hard , i finally decided on the canon sd850 is (or the ixus 950 is as it is known here in europe  .
i upgraded from a 5  .
1 megapixal sony which took decent shots for a couple of years , but functions starting to really deteriorate in the last six months i really believe that companies which make one main product (not one that manufactures radios to lawnmowers) tend to make a superior product if you are looking for a top    end point and shoot that produces absolutely beautiful pictures with little effort , pick up this canon .
this is canon doing what it does best  .
i am a avid canon fan first and foremost  .
i've tried the sony and nikon digital cameras as well but both nver even came close to what canon can accomplish in digital composition i also own a canon 30d slr and a canon s5  .
current 2007 models that perform very well (especially the 30d)  .
i use my canon 30d to compare everything to (using a usm is lens) i took canon's sd850is out against my other two canon's and once back from the shoot and photos onto adobe , the sd850is is the winner hands    down in the simple auto mode  .
just stunning color and clarity and the is (image stablization) is so accurate ; even when i tried to force a smear from moving the camera by hand as fast as i could i am anything but a professional or even a intermediate user/photographer  .
i travel a great deal and i have the cameras always going even if i've shot the areas many times before canon's sd850is digital camera wins my affection .
although the 850 is a little expensive , i cannot complain  .
i recently (unfortunately) broke my 800is when coffee is spilled on it at a wedding  .
not missing a beat , i took the opportunity to purchase the upgraded 850  .
i love it , and since the costly mistake i am much more careful  .
i have had 4 digital cameras over 7 years  .
between sony , nikon , and now cannon , no doubt cannon knows what it takes to make a great camera  .
if only it is liquid proof .
i have had this camera for about a week and so far it take really good pictures  .
i am coming from an olympus styles verve  .
the on/off button is in a wierd place but other then that i have had alot of fun figuring out the different settings  .
the battery life is good  .
the lcd has nice color and is big enough for you to show friends and family momber the shot you just took  .
it takes amazing video it is not grainy and it is clear i have good pictures in low light and in normal light also  .
it also has a view finder which i dont really use  .
over all it has been a great camera so far and i have an underwater housing on the way  .
i will let you know how that works out .
it's not always about the camera , it's about who is handling it and how to use it the ixus 950 is (known also as powershot sd850) is quite a good compact camera  .
great colors , iso levels are the best in this range of cameras , battery life could be an handicap if you keep on using the auto flash and reviewing the images and videos , otherwise its standard .
clear picture plenty of options to choose from no regret on purchase  .
have a canon camcorder use to use for pictures also    pictures look great on my 50 inch plasma linked through my xbox 360 and computer  .
i had recently bought a sony cybershot t20 thinking it would be a pretty good camera  .
it turned out so    so , the photos were inconsistant and the face detection sometimes worked  .
so i spent a lot of time looking for a camera , it is difficult because the reviews written by the people were very inconsistant one would give it a 9 the other a 4 so it is pretty hard  .
i found out that the only person you can trust is yourself so i went and bought the sony t100 and the canon 850 is because those were the two top cameras that best buy had at the moment  .
my friend lent me his sd800 and the sd750 and i had previously bought the sony t20  .
honestly they all gave good results as in if i compared the best photos each camera shot they were all at par  .
i personally discarted the sd 800 and the 750 because they are only 7 megapixels very good cameras but i wanted one with 8  .
as i mentioned before the sony t20 is very inconsistant , so that is also discarded  .
the sony t100 is probably the coolest camera i've seen , it has a really nice screen and it is very thin  .
although the menu system is only o  .
it did its function  .
the optical zoom is very nice , helping in a lot of situations  .
as i started taking photos i realized that the problem of the sony t20 is present here  .
in auto mode the pictures did not come out that good  .
i mean some came out really good but in certain light conditions  .
i then tested the canon sd850 and after 20 photos or so knew that i is going to keep the camera  .
it is hard to decide seeing that the looks ont the sony t100 are much better than the canon sd850 (at least in my opinion) but at the end the most important thing is the quality of the picture and the consistancy of the quality in the photo that is why i stayed with the canon , which i really recomend i hope that helps you , but everyone thinks different  .
my personal advice is just to test them both either in the store or where ever you get a chance , because you are the one that is buying the camera sean  .
i think that the score should have been 8  .
2 for the canon sd850 is and 8  .
0 for the sony t100 .
the fact that this camera does things my other camera couldn't do is such a plus  .
the effects , the clarity and the ease of use has made this a great camera  .
the back on/off is in a great place  .
in bright sunlight this camera is easy to see  .
the effects  .
i still have not been able to use some of them yet  .
can not wait to use the xmas lights at night option keep ya posted if i find something wrong updated  .
on oct 23 , 2008  .
i dont know why the criticism over the on/off button , i think is placed perfectly to avoid accidental pressing  .
this camera is very easy to operate  .
my only gripe is the cover for the usb cable  .
it is held very flimsily by a small piece of rubber , so i bought a small sony card reader and i plug that in my pc and download from the sd card  .
the picture quality is great i am still playing with it and learning more , but as i learn more about it , i like it even more .
first off if you have never had an is camera before and dont really believe that stuff like that works then think again because it does only with canon all the other crapy cameras that sony makes that say they stabolize the image are liers because there is no effect with those anyways the camera i had before is a canon sd600 and i is considering upgrading to the sd1000 but i read reveiws all over the net and discovered that the sd600 is actually better then the newer sd1000 and actually has a better built lens that goes closer with macros ( not as close as the canon sd850is can go but close to that )anyways this is the camera i would recommend to anyone its got enough resolution 8mp and the image stabolization is the best its a absolutly ground breaking feature that will change your entire prospective on how taking pictures works with the is you dont even have to wait to or even try to hold the camera steady ive had times where i actually tryed to make the image blurry and is unsuccesful thats how useful it is also the new canon digic 3 prosessor is also another key to this bad boy the new prosessor is smarter and more responsive somtimes when im taking a shot i push the shutterdown accidentally befor it has the chance to prefocus the shot and ive still gotten a fantastic picture but the is dose fail to work somtimes but truthfully any camera that promises somthing liek that is usually too good to be true i cant wait for canons digic 4 processor then this camera would probably have gotten a 10 also it would be nice if a camera that i payed more then 400$ for would have a screan that is actually scratch proof as in no scratches what so ever  .
stupid anti glare coating on my sd600 is all screwed up and so help me god if that happends to this one im going back to best but to   at them cuz i consider that really really really annoying also if you get this camera take advantage of the sdhc reader to get a 4gb sdhc card if you go to amazone they sell um real cheap there and its a wonderful investment    )  .
get this camera you wont regret it its light years ahead of the previous models  .
go canon  .
just got the sd850 to replace my fuji camera and i just love it  .
the pictures have come out great whether they are indoors or outdoors except for few long distance people pictures that came out blury  .
the face recognition feature works great until you get over 30 feet away , then it start having some problems  .
also , there has been a little too much red eye for my taste , but that can easily overcome with the software provided  .
other than that all the features work great including the canon software for downloading and saving pictures  .
i would highly recommend this camera to everyone .
great camera , i is debating for awhile if i really needed to spend $400 on a point and shoot camera but i went to circut city and found it for $349 so i took the price and price matched it at another store with a better return policy  .
i'm very happy with the camera's quality and functions  .
i would definitly recomend this camera to anyone .
i is at a trade show in san diego , and needed a camera for our booth photos  .
i bought this at ritz for $399 , and found it an excellent investment  .
i also bought three 1mg memory cards on special sale for $38 total , and filled 2 out of 3 of the cards at the event  .
the camera takes wonderful pictures , so much so i may carry this more often that my canon eos 20d (a convenience factor)  .
the camera is very intuitive , and easy to get started with  .
i agree with the other user's opinion that the cnet reviewer made a mistake on the power button    my take is that it is designed so that it cannot be turned on by mistake while in your pocket .
just one comment , cnet , please stop picking on the on/off button  .
this is meant , i think , to be a thumb switch , and as such , is very easy to find and work  .
i hope canon does not take your advice and change it thanks for being a great resourse .
i want to start out by saying i'm a lover off all canon digital cameras , this is my second one (sd630)  .
i prefer the warmth in the images canon cameras produce vs  .
any other company out there this camera is a nice upgrade to the sd700 (not the 800 like many people think) it is very fast , one thing i hated about switching to digital is the lag in when i start to take the image and when it actually happens  .
i find canon to very fast both the 850 and my previous 800  .
i used this camera at friends birthday party with little kids running around , i is able to pull out my 850 , turn it on and get great shots in no time , which is a major plus  .
i love the chargers that come with canon digital cameras , it is very convent  .
the battery door is very solid on this camera as well as the whole case in general the screen works well in all lighting conditions and they updated it to be scratch resistant which is nice since people always put there hand all over it canons digic iii processor is awesome , i can see a difference in the image quality vs  .
my sd630 , canon outdid themselves with this , i feel it will be a while before i look for an upgrade one thing i'm not crazy about is the controls , but you do get used to it  .
i like on my sd630 how it is all pretty much run with the wheel and the two buttons on the bottom (menu and display) with the 850 they have a wheel on the side which since using the sd630 seems pretty odd and not needed  .
to be honest i think it is more designed for older users or professional users , the sd630 is pretty flashy with the 3 screen the side wheel is not a deal breaker and it is the same look and feel of all the sds with a viewfinder  .
i just feel like if i'm swithcing around it's more convenient to have it all in one location  .
the viewfinder is also something i feel is more pro , older user , traditional feature  .
it is kind of a drying feature on many cameras and most people applaud canon for keeping it  .
it does not bother me , the screen is still plenty big for me , maybe i will give the viewfinder a try and see how i like it the screen is dead on in color accuracy , better than some digi slrs i have seen , i did some tests in comparison shots with a friends , what you see on the screen is true to the colors you just shot and looks the same on my computer screen the face detection is kind of new to me , i have tested it and it works great but i think companies are just tyring to advertise these gimmick features to keep pace the image stabilization is no gimmick and works great , since my last camera did not have i can see the difference right out of the box it is not the most super thin and light camera but it fits great in any pocket or purse and to be honest it has a little weight to it which makes it feel sturdy and well made the camera does not come with many of the things other cameras do like a dock or case ( i miss the leather case many canons used to come with , it is a nice accessory) but you have wonder why some of the cameras that cost the same with all the cases and docks , i guess i prefer i pay for the camera and its features vs  .
a dock and case overall this is a great camera , fast and takes excellent images  .
i recommend it to all ages and user level , you will not be disappointed  .
i do not understand the reason for this camera go to canon's site and compare the specs with it's predessor they are worse in most categories not by much but the only feature i saw is  .
2 more tele , a fraction faster and slow motion  .
otherwise it has narrower wide angle , uses more power , and costs more  .
right now most retailers are discounting this model since a new one is out  .
higher model numbers do not mean improvement look at the sd1000 more pixels but at a price and now it sells for less than the 800  .
i almost returned this camera after trying it out for a week  .
all my photos were terribly noisy  .
do not know if it's a defect of my camera or what , but even at iso 200 (what the auto setting usually uses) the pics are pretty bad  .
however , when i used manual to set the iso to 80 or 100 the pics came out beautifully (which seemed to work even in fairly low light , for some reason)  .
the proof is in the pudding    the photos from my trip to peru were fantastic    much better than the ones my sony cybershot w80 took in costa rica  .
(and arguably , the sony had prettier material to work with )  .
the is seems to work pretty well , also , since i hardly had any blurry shots to delete ii also love that i can travel with just a 6    inch mini    usb cable that works with all of my electronics , instead of that big clunky cable sony burdened me with .
i would purchase this camera again  .
it is just a bit thicker than my previous camera , the sd 750 but the quality is much better than the 750 and the extra features make it great  .
very friendly camera  .
updated  .
on aug 15 , 2008  .
i bought this after a friend dropped and broke my sd700is  .
that camera replaced by s500 , thus i have some experience with this line  .
in terms of features this camera is nearly identical to the sd700 but with a higher megapixel count for the sensor  .
unfortunately , i think increasing the number of megapixels also has resulted in poorer low    light image quality than the previous model  .
do not get me wrong , this is still an excellent camera that delivers punchy photos and outpaces nearly all other small point and shoot cameras (except perhaps older fujifilm f    series for low    light shooting) ; however more megapixels with the same features does not equal a better camera  .
numerous articles have been written about the problems with small lenses and large megapixels .
this is a great product  .
it takes great pictures  .
i am happy with it .
this camera i selected due to cnet reviews that surpassed those on amazon for useable information outdoor daylight photography in dusty conditions for commercial purposes this camera has made me money  .
the battery has never died during a job  .
the easy to travel with battery charger and use of a battery supplied with the camera that can be charged without being fully dis    charged is a big plus for insureing i can take 100's of pictures on my typiclaly 3    5 day outdoor , 10    14 hour day work trips  .
this camera is not coddled  .
i have used it for more than a year and carry it in my field/work pants pockets , thrown it into a brief case , no case , it collects dust and occassional outdoor dampness and the picture quality is well suited for my visiual presentations to muliple viewers .
my 3rd point shoot from canon , from a 3mp sureshot to the 5mp s500 and now an 8mp with is  .
and the is works  .
not too shabby  .
there's not a whole lot to complain about for it's intended purpose  .
just enough modes and controls to be creative  .
very portable  .
i carry this camera every day all day at work  .
almost all the auto mode images come out well enough to print or email without post    processing low light (including some fluorescent lighting) situations will require switching to manual mode to adjust the exposure compensation or white balance  .
or just purchase a metz 28 cs    2 digital slave flash ok , the view finder is not the best , it could be larger but it works when i need it  .
so i get a little larger screen for a little less viewfinder  .
with my 53 year old far    sighted eyes it's not a bad trade off  .
i found it also saves a little battery juice when i'm out in direct sunlight  .
i leave the screen off and just use the view finder to compose  .
i always leave a little extra space around my images for post    processing anyways forget what the naysayers and nitpickers have to say about this camera  .
hey  .
it's a simple digital point shoot camera after all  .
it's not intended to give dslr results  .
but with any camera or lens i recommend going to your local store and ask to handle and look closely at the item befor buying  .
it's a very good little camera that takes very good images a good photograph is knowing where to stand  .
~ ansel adams  .
i is looking for a fast , low light , small simple p s camera , whose prints will usually be normal size (4x6 , 5x7)  .
the fujifilm finepix f40fd (f45fd) is the fastest low light p s camera i can buy at this time (nov 20 , 2007)  .
before i review , let me say a thank you , to all who do post their reviews , because i have read them all , and a really big thank you to the cnet staff , who give the low contrast shutter speed in their reviews  .
since october i have been researching to find the fastest (for fast moving small kids) low light (for evening indoor pictures) p s camera  .
i also know 99  .
9% of my prints will be 4x6 or 5x7 , never bigger  .
and i want the red    eye reduction to work  .
i refuse to do touch    ups i have visited all local stores (bestbuy , circuitcity , target , sears , frys , wolf , office depot max , staples) multi    times to play with all cameras  .
yes , i am retired and have the time  .
plus i reviewed all cnet p s reviews from 1/25/07 to 11/15/07  .
i documented speeds of low contrast shutter and shot 2 shot with flash  .
from my research , the final candidates , based on low light speeds , were fuji f40fd , canon sd 800 , 850 , 870 ( )   interesting the canon sd870 specs say it should be as fast as the 850 , but comparing 850 vs 870 under store lights , at 2 different bb stores , the 850s were noticeable faster  .
i even had the salesperson swap the batteries , between the two , just to be sure i purchased the fuji f45fd and canon sd850  .
i borrowed a canonsd800 and had my canon a610  .
without question the fuji is the fastest for evening indoors pictures  .
the fuji is also the fastest for flash recharge  .
the canons 800 850 did missed some small kids indoors action shots  .
all cameras had the same brand 2gb 150x sd  .
after a week i printed all the shots , as 4x6s , from the same store , as different orders with different names , to ensure no pictures were mixed the canon sd800 had too many red    eyes  .
my old a610 is to slow for evening indoor shots  .
