all in all you can not go wrong with this unit for the money  .
charged quickly and holds charge quite well  .
unit is pretty quick to find satellites    even sitting in my family room  .
i have found no problem with unit being sluggish either in reporting when i need to turn or in route recalculations which literally happen in seconds after missing a turn  .
the only minor complaint is the points of interest feature could be easier to use  .
the destinator software had very easy to use points of interest so i guess i'm spoiled with that i formerly used destinator software with an external gps antenna with an ipaq and have found this garmin unit to be much superior so i must admit that i'm kind of stumped to see so many say they have had problems with unit  .
perhaps i got lucky and garmin's quality control leaves something to be desired , but based on my limited experience with this , i would have to say that i highly recommend it p  .
i have a feeling the original unit i purchased had been previously purchased and returned since it did not look like a factory packaged product when i opened it so i cannot blame garmin for the 1st unit's fault  .
perhaps the previous owner dropped it or did something else to damage it  .
i opened the 2nd unit before leaving the store and it looked fine .
picked this up for less than $200 dollars and for the screen size and the features it offers , you cannot beat it .
this is my second gps  .
the performance is a nominal improvment over my magellan at double the price  .
screen is beautiful and clear at all time regardless of lighting conditions  .
voice interface is clear and easily adapted to taste  .
the flaw is performance  .
the antenna is poor in all but optimal conditions  .
this yields slow start up and often times late instructions for turns and actions  .
the poi is incredible complete and may be too great for the processing power  .
poi requests can be slow as the unit works its way through the massive data base overall this is the best auto gps i have ever seen  .
unfortunately , the price would expect even beter  .
garmin is best in class but their lower priced offerings yield much better price to performance to assesments .
i have had the 750 for a few hours and when asked for directions to my local grocery store , the location did not come up  .
all of the other stores in the chain came up except this one  .
this is the largest and newly refurbished  .
i am concerned that i will have a problem in the future using this gps .
overall it is a very nice gps    it seemed to take for ever to find the satalites when i 1st powered the unit on every time i used it  .
also took a fare amount of time to download the maps each time  .
i did return it though because i really felt that i needed the street name mentioned rather than just turn left or turn right which i mentioned is confusing at times  .
another thing is that if you were sitting close to an entrance to a freeway , but had no idea how to get to the ramp going in on direction or the other , it would simply display go north on i405 but would not provide help in getting you to the proper ramp in the 1st place the gps in my wife's lexus is my bechmark , so my expectations are high , very high .
because of the sluggish performance , i would probably not buy this unit again  .
for the price you cannot complain too much  .
you can pick up one of these units for about $200 at costco or online right now , so for the money is not a bad deal  .
you might want to consider the mio 300 for slightly less and fewer bells and whistles  .
let's face it , a gps should get you accurately and efficiently from point a to point b , everything else is a nice to have .
it's not terrible , especially once it gets going , but if i were to buy another , i would find one that had better reception .
this review is only a snippet of my full review on gpselector  .
com  .
at first i is excited and impressed but the longer i owned it (about 3 months now) the more little things i would come to realize did not work  .
for example , sometimes it won't find any satellite signals and i drive around in circles like i would have done without a gps (ironically) in the first place  .
also , the search by name is pretty useless because it is so slow  .
when you are driving on the road you want to know where the nearest dxsdx now and not in 5 min from now the nuvi 750 does have its plus sides though  .
the touch screen is sensitive and accurate , so when i touch a t for example , i do not get an x  .
that really would be too much all in all , the nuvi 750 seems like it should still be in beta and not released  .
definitely not worth $300+ , that's for sure .
after reading rave reviews in a gps magazine (can you say bias  .
) , i decided to make the jump to the over    priced garmin  .
i am completely disappointed  .
my magellan , at one    third the price has a much quicker start time and better signal sensitivity  .
i've used other garmin's they are great but they dropped the ball on this line  .
stay away  .
good deal for the $$ , but you get what you pay for  .
the reception has been great in phoenix/metro up to vegas and cali  .
i have not once , even while in a mountain pass , lost reception  .
battery lasts several days with moderate use  .
it's usually very accurate however sometimes it gives you strange , non efficient routes , and usually by the time it recalculates your direction you've missed your turn  .
i would advise this unit for light travel and to navigate a city that you are somewhat familiar with .
well i picked up the 750 about a week ago when i got home the unit mount is missing so i took it back and got another one ok so i hooked it up everything is working  .
the next day when i went to use it there is no sound so i checked my sound settings and they were 100% but i still couldnt hear anything  .
i decited try the fm setting wow why is that feature even put on there it is like the people who made this product half assed it ok so i took it back and got another one thinking theres no way i could get another messed up unit so hopefully this one works good dont get me wrong the unit works ok and their's alot of cool settings just maks sure you dont try to use the fm setting its crap .
my first gps and a bit of a disappointment  .
traveling at 65 mph on 3    4 lane roads it's not nice to tell me just a few seconds before i need to be in a certain lane  .
also some of the routes it picks are nuts  .
i still haven't figured out it's logic in route selection changing fastest/shortest has not helped with some mysterious routes it's tried to send me on  .
i'm hopeful some system upgrade will help but i'm not expecting we'll see much improvement in this model unless enough people complain .
this is my 2nd and probably my last garmin  .
the last one i had is older but way better  .
i got rid of it cause the screen is a bit small , but this one is really a piece of shiitake  .
it is wicked slow to respond  .
when it is not on a route it randomly starts telling me to make turns  .
one time over the middle of a long bridge it is going crazy telling me to turn on broadway i ran an os upgrade from garmin's website did not help  .
oh yes , routes suck  .
takes forever and a day to find search results , and sometimes you wait forever and it finds nothing the lack of a qwerty kbd layout on the touchscreen is pretty lousy you can better get where you are going by following the stars on a cloudy night than use this hunk of crap .
you have to click on points of interest to get to lodging icon , then it will only show you everything in area y0ou are at and not let you choose from hotels , motels , camp grounds , rv parks , etc  .
tech support said the management decided it was not necessary for people to chose what they are looking for ,  .
food or shopping icons give you choses of types of foods resturants as shoping gives you choses fo tyoes of stores shopping centers , but no choses for lodging  .
it gets lost  .
it has me drive in circles it can ; t find the adress we are going to  .
it is for fasted time and ti takes the longest route that has the most stop lights .
i love garmin , i have used 300 and 400 series before i decided to go and buy nuvi 750  .
i thought it is pretty cool to get rid of those flip up antenna  .
i is also interested with the better software features such as multiple routing (plan ahead) and where am i  .
i used this gps in few countries and few cities by now i would say nuvi 750 has got the worst signal receiver out of all other garmin models i have tried  .
don't get me wrong  .
when i is in california and nevada for a few weeks , i thought the signal nuvi 750 is marvelous  .
i is able to lock into the satellite fairly quickly within minutes  .
but the minute i drove to downtown la , i started to experience signal problem i also felt the problem is growing when i is driving in montreal canada  .
it took almost 15minutes to lock into the satellite in the car  .
but the worst is when i took this nuvi 750 to jakarta , indonesia which considered to be a very crowded , polluted , and heavy traffic with high building city  .
i is in madness  .
in la , it took me only a few minutes to lock into the satellite , but in jakarta especially when i is inside a moving car , i couldn't lock in at all , even after � hour of placing nuvi 750 on the dashboard  .
once , i got the signal locked in , i still experienced a lot of loss satellite reception problem i didn't experience this problem with previous nuvi models with flipped up antenna the good news is   the problem could be rectified completely by buying ga25 mcx garmin external antenna  .
it's such an exceptional antenna for the price  .
now , i could even get signal with nuvi 750 in the building , jakarta , indonesia honestly , if you live in the city , it's very hard for me to recommend nuvi 750  .
better get 600 series  .
i'm not sure if 800 series has the same problem  .
signal is a very important part of gps  .
without signal , no matter how good the features your gps have , you wo not be able to use it at all .
pass this one over .
i tried it yesterday for the first time  .
it took me 20 min to get a signal in a wide open parking lot with no tall buildings or trees  .
i have not had a signal since  .
it's on it's way back to the store .
in point six miles , turn left what if there are two streets right around the point six mile mark , and you are in traffic such that you cannot see which street the little arrow is pointing at  .
happened to me enough to hear the recalculating message all too frequently i stopped for coffee and it gave me the choice to stay on , shut off now , or shut off in some number of seconds  .
i'd always shut it off manually , but decided to let it shut itself off that time it has never functioned again it's going back in the box and back to the store taiwanese knock    off of ingenious american technology .
dont waste your money on thisi have had this a year and not used it all that much when i did the maps were so wrong and already the voice had gone in it  .
talked to a man at the electronic store and he said the same thing happened to his called carmin they said they would call me back that is a month ago , nothing yet  .
it got me lost for over 2 hours had to ask directions to get back home  .
every time i use it takes longer to get the maps up on it just a headache  .
shopping for tom tom  .
does not pass the basic gps test  .
does not acquire signals quickly enough even in unobstructed view  .
had gone to phoenix could not load my location  .
kept saying acquiring signal  .
reached my destination with map  .
returned it to costco  .
bought it for $200  .
Intuitive controls, great screen, awesome accuracy, well built sturdy bracket; near useless FM transmitter, outer plastic case may be fragile
there are some cool settings; to many problems
easy to use; didnt have major POI
some very nice software features only found on much more exopensive models/brands; extremely poor reception and very slow processing.....
I like how it finds new ways to disappoint me.; Horrible performance
Price (217 including tax), ease of use, text to voice clarity, features; None yet, first GPS
Easy to use, can't believe I waited this long to buy this product; Can't find one yet!
A BIG BRIGHT Screen and Easy to use; Weak FM transmitter
Ready to go out of the box; Can be pricey, but BB did price match
The touch screen is very responsive and pretty accurate; Sometimes it won't pick up ANY satellite signal
good display,easy menu system; bad signal acquisition,fm transmitter too noisy, poor voice clarity,takes to long load from switch on
large touch screen, bright; slow to tell you when a turn is coming
Easy to use and setup. Very intuitive.; Points of interest could be easier to use.
nice screen - nice functions; If I'm paying this much for a GPS unit and can not use it without an external antenna, I guess it should come with one. JUNK
Gets a signal INDOORS!! Wide screen. Excellent quality; No Blue Tooth and FM transmission is poor. Even in the house right beside the radio antenna, it is still fuzzy.
Nice size screen for easy viewing; It will take you 1 to loaction and different way to go back to where you started from. It will take 1 way to get to SFO airport from Santa Rosa &#38; a different way to get back to Santa Rosa from SFO airport. Same thing to &#38; from Oakland airport.
Sat pickup is above average, even within buildings. Battery life is a 10 out of 10, and much better than a TomTom. USB charger enables me use my BlackBerry chargers for my phone and this unit, which kicks the llamas ass. It is amazing.; No complaints. Love this unit...exceptional build, price, craftmanship and battery life. Nary a bad word for it.
no pros that i can see!!; maps are wrong, will get you lost. battery dosent last any 5 hours, lost the voice already, maps are very slow to come up more you use it longet it takes
Extremely easy to use...voice clear and audible. Kept transmission signal very well in spite of where we were (forest and mountains). Trip recalculation was very quick.; Key board a little cumbersome.
Map View speed limits, vehicle speed and compass; quick to recalculate route; tripometer at the touch of a button; new GoogleMaps interface is awesome.; When getting directions, the compass no longer displays; need a handlebar mount for this series.
The auto sensing of light conditions, the clear screen.; Sometimes if there were a number of streets close to one another, it would tell you to turn left or right before you were your were actually on the street you needed to turn from.
Big screen, easy to read and like the choice of icons for your car in the maps.; Have none as yet, it will arrive on Christmas.
Big screen, text to voice is great, fairly simple to use. MP3 player is decent . Aesthetically pleasing design. Overall great GPS for the money!; Sometimes a bit slow on alerting you when to turn. No Bluetooth.
The Garmin thankfully announces Street Names. It also says the names of roads as you pass.; Horrible startup reception. It usually takes the Garmin a good 4-5 minutes before it acquires satellite signals, which is a long time when you're eager to get going.
Route planning and MP3 Player; Maybe my books were missing but there was not much information about advanced features. This unit is a very capable GPS but you have to experiment a lot to know how to use it well.
Sacramento, CA and no problems acquiring or maintaining a signal. Display is nice and sharp. Announcing street names for all GPSs should be a staple. Intuitive interface for the first time user.; Disappointed with late prompt to make turns or change lanes/off ramps. Inclined to think it's underpowered v. defective. In my other band GPSs, there was an option to have the commands sooner/later. FM transmitter is a waste and not worth using.
This GPS works great everytime. I use this all the time. This unit has never let me down from Pa to FL many many many times! I; Some times it has a hard time picking up signal in the house when I try to pre program my route. It does have all the normal signal limitations that every GPS has.
Drove through city and country, many trips and never got lost once.. I tried "Where am I" it was very quick to give co-ordinates, installled GPS co-ordinates, then used unit to take me directly there.. Used "off road" setting, very accurate.; Am concered about scratching the screen but anyone can protect it using some clear self adhesive film, would like a protective hard case included also a more intensive manual without having to download it from the internet.
I like everything about this unit. Slimness, ease of use, easily found POI. You don't even need to read the owner's manual to get started.; The one thing I don't like is the annoying voice telling me it's recalculating every time it does so. I wish it would just do the job and not tell me about it.
The price is pretty decent for this 4.3 wide screen model. Liked it for the simple design. Its pretty accurate. Read some reviews and so far Garmin is the highest rating. For the most part its easy to use.; Battery doesn't seem to last that long. I was using it for about 40 mins and it died. However, it did charged up quickly. It doesn't have the wall outlet power charger.
I really like that this product is easy to use and easy to navigate through the menu. I always get signal when the device is plugged into the car. This is a great product, just as good, if not better than its competitors!; I usually only get signal when the device is plugged into my car, it cannot be wireless.
