well i just noticed that some of vista's annoying feature does some good things  .
well , guess what , no outlook express and in windows mail , you get this cold message when trying to configure it for hotmail , windows mail no longer supports hotmail , get yourself another email account    .
now that is blunt  .
guess ill have to go to thunderbird and download a few apps to get hotmail to work on that  .
shame , yeah you can get it online at windows live , but its just such a heavy interface to read a friggin email  .
maybe ill dual boot to my xp partition to read my oe account , yeah right  .
might just dual boot and keep xp this is like the windows me compared to win98 .
in the future i believe that vista will score a 10 on this chart as the need to have operating system  .
however , it is glitchy now  .
i think that there going to sll th bug fix for practly nothing and jack up the cost of vista to make peopl buy vista because the bugs are fixed  .
which is why i bought ista ahead of time so i know how to fix the problmes now instead of later  .
plus i save money .
despite all the hoopblah that vista copies os    x (although i don't see that , with that awful drab grey of os    x  .
) , vista home basic is a nice introduction to the vista system  .
its definitely a major improvement over xp  .
considering all the glaring security holes that keep cropping up in xp , it seems many have forgotten the blaster debacle  .
vista is well organized and the setup is smooth problem free  .
its very easy on the eyes that even my mother and grandmother , who aren't computer centric , were instantly fasinated and attentive to the new vista  .
for everyone crying over the uac , stop your whining  .
its a very minor annoyance that you can easily turn off  .
i keep it on so i can get used to it  .
an extra click or two does not really bother me  .
vista has the new windows media player 11 , which is neck and neck with itunes  .
my only complaint with wmp 11 is its sound equalizer  .
they could definitely look at what itunes does there and copy it  .
vista includes the new internet explorer 7  .
this is a must for browsing these days  .
after dealing with years of security holes and problems with the ie 6 series , it's time to kill ie 6 for good and move on to 7  .
i love the tabbed browsing that firefox users have had for awhile  .
i also like rss feeds  .
the windows calender is definite , its about damn time , microsoft  .
all the regular accessories are there and 3rd party software is making it  .
i had no problems adding itunes , adobe acrobat reader 8 , flash player , and antivirus  .
overall , vista home is nice , but honestly i wish they'd just kill this version and start everyone with home premium .
well , it's about what i expected from microsoft  .
i've said it before , and i'll say it again   vista is windows me all over again  .
wait a while for the real ground breaker  .
me is an operating system that was , in many respects , worse than the previous windows 98se  .
it is plagued with bugs , and my father hated it  .
i waited for xp to do an upgrade , and i is glad i did i also got and oem version of xp for $100 when i did  .
i'll be waiting around for a similar deal in the future  .
prices are , for now , absolutely outrageous given the few benefits of having vista over xp i'm a little miffed because , when i bought my laptop , i missed the free vista upgrade deal from hp by three days  .
oh well so cnet , how about drm  .
does vista do any funky things like report songs/movies you're watching  .
or block more content from playing  .
it would be well worth your time and money to go ahead and get home premium instead installation   easy to clean install  .
upgrade can be hectic especially from xp to vista uninstallation   cannot downgrade  .
easy to upgrade interface   clean and modern compared to xp  .
similar to premium but no aero easibility   easy , but can be frustrating at first if you are coming from xp features   very bare boned support   microsoft support is a nightmare my computer specs    .
windows vista ultimate sp1 64bit  .
gateway lx6810  .
intel� core  .
2 quad  .
33ghz  .
640gb hard drive  .
8gb ram  .
64 bit vista seems better if u have the hardware  .
i have quad core , so i do not have that problem  .
but computer parts so cheap now    i built nice system , whole thing �375 (including 19 lcd)most parts about �50  .
the vista is all about the visual appeals the best new thing is the gadgets its just like a shortcut to virtually anything i am working on a 1 gb/ 256 mb ati mobility card/7200 rpm hdd laptop and the vista works well even with a large number of applications  .
the problem comes when you start a game since there are many things on desktop which is updating itself regularly , so the cpu usage fluctuates , which make ur system slow following things can improve the speed of ur machine 1  .
use original xp theme in vista the speed will increase drastically 2  .
use minimum visual setting in folder options remove all smooth edges , shadows etc the machine will work fast 3  .
dont use too many gadgets at a time 4  .
while playing game , close the side bar  .
check ur startup (run msconfig) , remove unwanted programs like itune update , java update , adobe reader startup , ms office start file some osa  .
exe , real player , quicktime etc 6  .
use ur updated drivers (for vista) , do not rely on vista drivers or old xp drivers  .
it may work fine , but have some compatibility issues 7  .
remove screensaver , desktop themes etc , even the wallpaper 8  .
try to keep at least 10    20% of ur drive space empty all the time (for all drives)  .
if u have less space in any drive , it will significantly impact the speed 9  .
use less number of usb plug n play device 10  .
increase ur page file size 11  .
do not use windows firewall , use some original software 12  .
use temperature control/fan speed control software these small steps will definitely improve ur system performance while using vista or any os .
i just bought a new inspiron 531 from dell , and vista came installed on it already  .
vista runs really slow , but it does have awesome graphics  .
the way the start menu is set up , it takes a little getting used to , compaired to windows xp it takes forever to install a lot of programs , and half of them don't even work so i have to un    install them anyway  .
otherwise , the programs crash the os i'm to the point where i may just send my dell back i thought vista is going to be great , especially on a new computer , but i'm regretting the purchase overall , i would not suggest an upgrade to vista , just yet  .
windows xp is definatly a better choice , until vista gets all the kinks out .
i thought it is the the right time to replace my old gateway piii  .
well dell had quite a deal at the time so i purchased the e521 with vista basic installed  .
i am not big into games so i figured this would do fine  .
the problem being that this operating system is really slow with the 512mb of memory it came with  .
windows explorer will just stop working , the wait time for programs to load increases and forget internet browsing  .
i ordered an extra 1gb of memory and will probably install the full capacity at some time  .
i'll update my post when i get it  .
all said i would wait a while for this if you are having no problems with xp .
it appears that non ms applications not written for vista have trouble accessing the registry , no matter how hard i try  .
bmp files insist on opening in the windows viewer  .
in the old days irfan view just grabbed the file association once and that is it  .
now you have to right click on an instance of every file type and set the association manually  .
except for  .
bmps even that does not work the user interface looks like gnome (linux) for some reason even down to stealing the default icon font and the multiple desktop concept  .
perhaps it's a frustrated programmer's little joke and hp will have to do something about providing drivers , i have a photosmart 150 digital camera and seems that hp is not going to create any vista drivers  .
and the driver for my deskjet 3820 printer is but a workaround solution i only paid 100 aus  .
dollars for an oem version with a new pc , it's not worth the money to upgrade from xp for now .
i have been using the beta version of vista since august of 2006  .
i currently own three pc's and an imac  .
the best way to sum up vista is this   go to a store that sells apple computers (like an apple store  .
) and play with os x  .
that's basically what vista is       a knock    off of mac osx  .
yes , vista is easy on the eyes , but otherwise , microsoft simply stole elements from osx and changed the names       like widgets to gadgets  .
they took the apple spotlight and made a search function at the bottom left hand corner , in the start menu and let's face it       this is microsoft , there will be plenty of bugs to work out and lots of vulnerability and security problems the first few months save your money and switch to a mac       that's what i did and there is not a day goes by that i do not regret it  .
became an early adopter because of an equipment failure and my xp source disks going missing  .
really cannot find much to recommend vista right now  .
many reliable xp features seem changed just for the sake of changing them a resource hog in the microsoft tradition , half of my old software apps wo not work at all and the rest were behaving strangely until i added a second gig of ram to my notebook  .
software vendors do not appear to be in any hurry to update or make their products vista compatible  .
the same for mobile phone , peripherals manufacturers etc  .
if you are upgrading an old machine you will have to download and manually install new drivers for nearly everything   video and sound cards , cameras , even mice  .
plug and play could not recognize or find them on or off off line  .
new search feature is needlessly complex with a steep learning curve in my opinion  .
it will probably be ok eventually but all in all i would recommend waiting well into 2008  .
your not missing anything .
if you think that you are just going to migrate from xp to vista , you had better set aside a few days just to find what microsoft renamed and moved in this new version  .
it would seem that if something works , you dont change it , you just improve on it  .
to put it in perspective , just imagine that you came home from work tomorrow , but your kids and wife were all renamed and every time you wanted to do something the lights go dim and you have to push a button for permission  .
all i have to say is that you had better buy a wig , because you will pull all of your hair out .
the bad    .
this version of windows vista is a big disappointment to me when i bought my new laptop  .
i is shocked to see that almost all of the cool new features that vista is famous for to not be there  .
i am very disappointed in the fact that this is just like windows xp , only a little more flashy  .
i have crashed vista numerous times just running simple applications such as yahoo site builder , and microsoft office  .
vista always is looking for a way to correct the problem which in turn leads to having to wait for a long time  .
i also wish that this version would have windows media center on it so that i could connect to a tv and use it  .
i think that would make my rating go up a couple of notches the good    .
i really love the new search features as i run power points for my church and i have to find different ones fast  .
it not only searches the name of the file , but also the contents for what you are looking for  .
i also really like the new way to connect to a wireless network  .
it is much simpler to type in a network key as you are able to see the key as you type  .
also you only have to type it in once which makes it a hole lot easier when you get into the 128bit encryption .
after reading several user opinions , i'm inclined to remain on windows xp sp2  .
at least i know it works with my software  .
i'd have to buy all new software if i went with xp  .
and the price  .
sheesh  .
can you say linux  .
jeff359w  .
i have used windows vista for about a day , but found i could not get all the drivers for my hardware  .
for example netgear sc101  .
hopefully will try again towards end of year when more drivers will be available  .
i bought a new computer and figured i would get one with the new vista os , i think i would have perferred windows xp now i need a new printer as the drivers for my lexmark are not compatible my roxio software is not compatible and who knows what else i'll find as i transfer stuff from my old computer  .
i is stunned to see a rating of 7  .
0 by robert vamosi after reading the actual review i is amazed that a rating this high resulted from such a lukewarm summation of the pros of this new windows version if apple ever gets their heads out of the sand and market an apple system at competitive prices (the apple clones notwithstanding several years back) then ms had better get down on their knees and pray or , they had better actually write software for pcs as innovative , system resource and user    friendly as apple has been since day one some of you may remember the hype of windows 95  .
i then lived in kirkland , wa about a mile from the shopping center parking lot where ms kicked off that windows version with major hoopla (start me up )  .
i didn't buy windows 95 then either (we had 4 almost new pcs in my home then)  .
i would not have upgraded to windows 95 for free and did not oh and this inbred insistence that ms has of giving preferential treatment to ms applications etc  .
with each and every windows incarnation needs to end now  .
i have vista ultimate so basic is probably even less worth it  .
i had medium hopes for vista but even with low expectations , after using it for about 2 weeks now i am still disappointed  .
my machine is a p4 3  .
2ghz , 1gb ram and radeon x800 128  .
one of the most basic things , the start menu is just terrible  .
when you click on programs in xp , it pops up in an instant  .
in vista there is a very noticeable and annoying delay  .
when playing counterstrike the os blue screens (yes , blue screens) on me and of course restarts  .
sure , this is probably due to the beta ati drivers but come on , why a complete os crash  .
same thing when testing the webcam from my pinnacle video capture card (to be fair , also non    vista drivers)  .
vista has a self    fixing feature which tries to determine when a program has stopped responding and then tries to find a solution for this problem and , of course , never finds a solution for it and just kills the program  .
most annoying is that it pops up an alert telling you it is trying to find a solution and my windows sidebar constantly has this problem and thus i constantly get popups  .
i'm not even gonna talk about ie  .
just use firefox  .
i'm gonna stay on vista since slowly better drivers are coming out and i'm still hopeful it will improve  .
i understand that a lot of the problems are due to vendor drivers and ms is not fully responsible for that but the native vista features also just do not perform acceptably if you are buying a new computer , of course , get vista  .
all the hardware will likely work fine  .
if you are just looking to upgrade xp , hold off until you see a lot of good user reviews  .
you are not missing anything from vista .
i am very disappointed with the product  .
it's not what it is cracked up to be  .
i am more disapointed to discover that it will cost $59  .
00 to speak with a technician to correct the error problem in task launcher when the dell 1525 computer is a month old and came with vista premium pre    installed  .
tech support should be free for at least ninety days .
este sistema operativo es demasiado lento y requiere una computadora muy moderna , inclusive con lo mas moderno es demasiado lento e inestable , personalmente prefiero 100 veces mas a windows xp profesional , es mas estable , rapido y no requiere tanto recurso de hardware , es una lastima que windows vista sea un fracaso , ojala que puedan hacer algo para que realmente valga la pena , actualmente es muco mejor el xp que esto .
my main beefs are with the picture display program  .
xp picture viewers all have the horizontal vertical scrolling features built in , even with zoom in use  .
not so at all with the new media viewer  .
zooming is all you can do with no freedom to scroll anywhere , plus picture quality decreases with the zooming , even with high quality images  .
this is garbage  .
additionally , my hp 5510 all    in    one scan functions will not work in the easy to use xp methods  .
hp nor microsoft will bother , so far to fix this problem  .
you can use other programs to use your scan function within these other programs , but just try to install the software disc from hp  .
no way , vista refuses to allow it  .
just another greed envisioned upgrade to get other companies to catch up to make their stuff compatible  .
screw vista , i say  .
i still would rather use my previous xp pc with all the faults and hesitation  .
at least i'm used to it  .
this vista is an unnecessary trip for microsoft to have taken  .
i really hope they do not aquire yahoo  .
i'll stop using my yahoo email accounts immediately , out of spite  .
i feel like i wasted my entire purchase price for the vista pc  .
i eventually will attampt to add xp professional to the new pc , but i feel that should not have had to be necessary microsoft has lost a lot more of my respect , although i'll never switch to a mac over it  .
apple is even more pompous and money hungry maybe in a few more months when i've stopped  .
being enraged by this waste of my time , i'll add xp to it and probably not even use the vista part ever again , what for , it is not user friendly  .
oh yeah , i'm writing this from my xp pc , which i greatly prefer , with all it's faults .
windows vista , when compared with the convenience and efficiency of windows xp , is just plain junk  .
if you already have windows xp , i cannot beg you enough not to upgrade until it's absolutely necessary  .
if you're getting a new computer , i'm sure vista is actually pretty good  .
it's not unreasonable to expect that upgrading your system software will be a pain in the butt , but vista takes this to the extreme  .
the included new windows media player is so bad that i wanted to cry wishing that i still had the old one  .
yes , it really is that bad  .
as for the free web blocker , don't think that it's worth saving the extra money  .
if you're a parent , go out and buy some good internet protection software online  .
you wouldn't believe how many ridiculous web pages the software unnecessarily filters  .
navigation is a little bit more intuitive than in windows xp , but that doesn't nearly justify all the crap that vista will give you  .
i won't even get started talking about how it ruined my experience with yahoo music (which is riddled with technical problems already) for fear that i might break something in rage  .
in short , do us all a favor and boycott this pathetic load of crap that microsoft calls an operating system until they come out with something actually intuitive  .
better yet , go increase apple's share of the market  .
just whatever you do , do not upgrade to this .
i cannot simoultaneously run 3 apps on vista without a crash  .
today it froze as i tried to install an ms web cam while i logged on to msn messenger  .
if given a choice , stay with xp sp2 .
if you can get away without having to upgrade to this , do  .
xp ver 2 is one hell of a lot better .
in my opinion stick to windows xp , i just lost 10gb of data on my windows vista i found too many folders in my documents so i started to delete a few then it came to a folder that had the same folders as my documents i moved a few folders out and deleted that one folder and after deleting that one folder the other folders i moved out of it were gone  .
windows vista is a peice of trash it's all looks if they updated the look with xp and ran it like xp it would have been so much better i advise wait until there are more updates before moving on even then check out reviews before getting it i have a feeling it's going to be the same trash that it has now i would give it a zero but i admit it looks nice i'm downgrading back to windows xp  .
after all said and done i wish i never installed it  .
my mainframe fried last wed and i had to purchase a new one immediately  .
i is told by a bb computer geek that really unless i did more than just typical usage of computer that i would b just fine w/o the vista not to mention that if i waited 4 it this week it would cost me about $100 more for a computer besides if i send in my receipt i would get a free upgrade  .
after reading all the opinions i think i will be fine and just hold on to this receipt  .
^_^  .
i have long been a windows fan but even an ardent fan knows when he is being scammed  .
there is no reason the leave xp ever , as far as  i  see  .
no more than there is a reason to leave office 2000    which still has far more features than i would ever use  .
if you are a gamer like me your going to have to upgrade your graphics card  .
when direct x 10 comes out  .
its suppost to come out in march  .
the cards for direct x 10 are expensive  .
vista will still work but what the point  .
even though there is no more backwards compatability with games (old games till work)  .
but i see there point why rewrite code for older computers  .
the graphics with direct x 10 are a lot better  .
it is a huge step foward btw vista comes with drm (direct rights managment) so you have to download rights to watch a dvd  .
if i where you only upgrade if you got the money (vista is really expensive  .
not even worth it  .
you miles well stick with windows xp home , because this version of vista is stripped of just about everything that attracts vista in the first place vista premium edition is the best all the way around for the avg pc user .
i like the speed , but that is probably due to buying a new computer with more memory  .
otherwise , i would take back xp in a flash  .
i do not much like enough of vista to be satisfied , but guess i am stuck  .
i woudl not recommend anyone trade xp for vista  .
mostly , it makes me nuts .
the new operating system seems not very exiting in fact is a deception due to the power and security it shows but has a humongus lack of compatibility with software of all kinds  .
it seems like it is designed just to work with a new software generation and that  .
s it sooo , if you are thinking about getting it just to try it let me tell you what software is not compatible and you  .
ll have problems with   motorola , serif , java , adobe applications (almost none are compatible and don  .
t work at all) , nokia ,  .
microsoft outlook 2000 , microsoft frontpage  .
, and g  .
d knows what else , when i called microsoft they were confused what is happening and why but after the fifth call they told me that 64    bits versions were not designed to operate with any older software so i had to adjust my self to the new technology , which in a way it  .
s true but unless you are prepare to migrate from the current software we all use and jump on to the new software elite think twice about getting vista 64    bits also this shall blow your mind  .
hope you  .
re sitting  .
they took away features and accessories that were traditionally included within windows such is the case of the fax manager  .
yes now you have to pay separetly for it , because is not included any more , so if you need it forget it or pay the consecuences  .
$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$ , same thing if you want to watch a presentation done with adobe flash player or shockwave (forget about you tube ha  .
) i will not let them extort me so i  .
m learning lynux so far i  .
m surprise how fast it runs in my pentium 4 with 2gb truly almost as fast as vista 64    bits , apps may vary but i  .
ll survive and save my money .
i do not like it is crap .
i assumed with vista my computer would boot faster , run faster and make my computing experience more pleasurable       just the opposite  .
this is one of the worst os i ever saw and i had them all 3  .
1 98 and 98se and of course me and the xp and now this so call great system i am thinking of going out and buying a os xp system to put on this computer , vista home basic is one of the slowest systems that i have saw in a long time and it is always upgrading something , but i had no choose i is told it is on all new computer's my old computer is a lot faster then this vista and that one is os me so that is not saying a lot for the os vista and everyone that i have talken to who have this os hate it also  .
i have had so many problemss , crashing , freezing , problems with wireless and internet connection  .
when i call lenovo , suggest downgrade to windows xp  .
latest is i tried to do backup and froze  .
tried several times  .
computer is new and i would love suggestions .
i just bought a new h    p because dell had irritated me so much with their lousy customer support service , which i think is now based in outer mongolia  .
it came with windows vista home premium preloaded , and i soon found that i could not do what i really wanted to do   strip the boot drive and reinstall windows pro  .
when i finally managed to get it running , i found out that plugging in my printer , scanner , or wireless keyboard (all less than two years old) would lock up the system  .
i'll spend tomorrow reboxing the system and sending it back to h    p  .
i've been into pcs for more than 25 years , and i've never seen a worse debacle than vista  .
if you're thinking about getting it , save your money until microsoft comes to its senses .
worst os microsoft has ever come up with  .
windows vista basic really gives you nothing , it is a total waste of money since it doesnt provide anything cool and new that windows vista home have  .
if you have windows xp home right now i suggest you never upgrade to vista basic it is just a big waste of money .
i just bought a new dell  .
it had vista home on it  .
i just hate it  .
my printer , scanner ect dosent work with it and i cannot get the drivers to fix the problem  .
xp is so much easier and compatable with anything  .
i wanted to put xp on new computer and dell informed me if i did i would void the warrenty  .
vista is a huge flop  .
i just bought a brand new toshiba a    135 and , personaly i think the guys at windows gt bored and just up all the serurity features and sold it to companys for to much money  .
i wish there is a way to down grade to xp , but vista wont let you  .
vista just runs way to slow , fotunitly there is a way to turn off the warnings we all have heard about on the mac commercials .
i have windows vista minimized in my dock right now  .
i mainly bought it so i could use an old homeschooling program i have that is not mac compatible , and so i can check my websites in internet exploder  .
worst $200 i've ever spent  .
windows xp is horrible , this is not much different  .
microsoft pretty much just updated the graphics and security a little , and threw in some old os x features  .
hell , they even did a bad job with that  .
the copied features are much better on os x than vista    and if you want all of vista you have to pay an extra $100 for ultimate  .
people , wake up  .
i got a g5 imac for christmas a few months ago , and it's by far better than any pc i have  .
tiger is almost two years old and it still blows vista away  .
if you're planning on getting a new computer , go luxury  .
go mac .
i just bought a new dell computer , but am sending it back because there are no vista drivers for any of my three printers       a canon and two hp's  .
(two of the three printers are still being sold in stores  .
) how can microsoft field an os that does not support printers from two of the largest printer manufacturers  .
how can the printer manufacturers not have drivers available by the time microsoft fields a new version of windows  .
how can pc manufacturers like dell agree to put an os on the systems they sell without decent printer support  .
i wonder how many computers are being sent back because the buyers cannot print anything  .
what use is an operating system if you cannot print  .
just avoid this os  .
