i like it the way it is  .
in doing this over time , you can effectively have your frequently visited shops in your own datasbase , but if you're in an unfamilar area and looking for the closet target , you're out of luck other negatives   it can tend to take you through obscure routes locally , through neighborhoods with stop signs versus expressways , etc  .
so far , i've used this in my familar local area , so i notice this  .
the bottom    line , you will eventually get there , but you may take the scenic route  .
as mentioned by another reviewer , the route simulation is so slow , it's useless  .
seems like 2x real    time  .
one more thing   the distance is a bit off  .
100 yards seems like 150 feet to me , so you have to be prepared to turn more quickly than the stated guidance  .
i've found i can easily compensate  .
minor quibble   i did need to read parts of the 92 page manual to understand the options    maybe spent an hour  .
would've liked for the ui to be intuitive enough to not need the manual for basic operation , but this was not the case for me bottom    line   i like it a lot and am willing to accept the compromises associated with a budget gps in exchange for the low price  .
i am optimistic that they'll have poi add    on options via the available sd slot .
i just bought this device the other day at radio shack  .
they had it on sale for 129  .
this is the cheapest i have seen anyone buy this here  .
i went in the radio shack store not intending to buy this but the sales lady told me the price , that it is a hundred dollars off , i impulsly bought it biggest disappointment is the lack of information pertaining to the device  .
the quick menu gets you going , but for example , once i get to my destination , i don't know how to reschedule another route without having to turn off and on the device again and recalibrate  .
there must be a way to delete the last route or current route to start on a new route to a destination  .
i thought by tapping on to the history and tapping on a poi , it would take you there , but then , i find when i do this , it doesn't do it , so there must be a way to start a new route and the instructions are weak on this  .
i also would like to know a little more about this add via and the rest of that gig  .
this is my first gps navigator i have ever owned so my only disappointment is a weak instructional booklet  .
seems like it will take me a very long time and trial and error before i figure this thing out  .
another slight disappointment is the cigar lighter cord  .
i is hoping this came with a cord you could charge inside your house like a wall connector  .
radio shack wanted 32  .
50 for something to add to the car lighter cord that connected to the wall  .
i'm holding out for a cheaper alternative  .
instructions says you can hook a usb port to the computer and charge your gps there but the guy at radio shack told me you needed some kind of card or download software to do this  .
do not know nuthin about that though  .
but overall , i'm glad i bought it and happy with it  .
it will be challenging to get this thing on track but so far , i've been able to find a few address quite good  .
if anyone got some tips , lay it down .
everything about the mio c230 met our expectations except for the lack of additional maps and the poor battery life  .
i contacted mio looking for just canada maps not available and they do not know when or if they will be  .
there are no additional maps available  .
the battery is extremely poor  .
it loses all it's power in a very short time when on and even drains quickly when off  .
if the battery is better , i would have given this an 8 .
i just got the mio c230 yesterday  .
i played with it for a while , and i took it with me for some of my everyday driving (2 trips of 20 miles each)  .
it is my first experience with a gps device , so consider this a very first impression i bought the c230 for the price , for its text    to    speech function , and for its simplicity , all of which recommended it for a first time user when i opened the box , i is especially pleased with the looks and the size of the unit  .
it easily fit in a pocket  .
the windshield mount also worked nicely (despite being illegal to use here in california  .
a few things , however , were not included with the package , but truly should have been  .
first among the missing items is an ac charger  .
the device has both a pedestrian and a bicycle mode , but the only way to charge it is in a car with the engine running  .
other things that would have been nice to have , but certainly less essential , are a usb cable (to charge the unit from a pc , and to access the data) , and a stylus (the pdf manual makes reference to one) along with a place to attach it  .
at a minimum , mio should have provided us with clearer directions about how to order the correct cable and additional home or car chargers and windshield mounts  .
the unit also has an sd card slot , but there are no suggestions about what to use it for  .
finally , i have not yet been able to find direction for getting or installing maps of other places (such as mexico , canada , or europe) based on my limited experience , i would suggest that the user interface could use some tweaks  .
when the c230 is powered up for the first time , there is a process of clicking on a flashing cursor to calibrate the touch screen  .
i did it quickly and not very carefully , but i cannot find a way to redo calibrate the screen without reformatting the machine and losing all of the data that i have entered manually  .
there should be an easy way to do that  .
as it stands now , i have a hard time hitting the zoom buttons on the map screen , because it thinks my finger is pointing to a spot on the map finally , the navigation software has some serious flaws and a few idiosyncrasies , that for all i know may be common to all digital maps  .
what bothers me most is that the voice navigation will direct me to turn right for the freeway exit to the i    5 or to such    and    such avenue , but it will not tell me to take the exit for i    5 northbound or xyz avenue eastbound until i am already at the end of the exit ramp and merging onto i    5 north  .
if i did not already know where i is going , i could easily have gotten onto the highway in the wrong direction  .
the other serious flaw , and this may be the source of the previous problem , is that (as other reviewers have noted) the voice commands come too late  .
the navigation processor may give the speech synthesizer the direction take the exit on your right in 200 yards when the vehicle is 200 yards from the exit , but by the time the synthesizer spits out the direction those 200 yards have nearly passed the more idiosyncratic flaws , that for all i know may be common to all maps , are that the map seems to get confused when i am in a parking lot , and assumes that i am on a street on another block , and does not know which ways i can go when i pull out of the parking lot ; the map does not account properly for the annoyance or time factors associated with traffic lights and stop signs when calculating routes ; the voice synthesizer does not know how to pronounce some odd names ( la jolla comes out as louisiana joll    uh and not the proper lah hoi    yah ) ; and , finally , i have not yet figured out how to get directions that use my complex's gated resident entrance instead of the out    of    the    way public entrance (but that could also be an advantage       i know my way around my neighborhood , but countless guests and delivery men have been left stranded by google maps and mapquest which stranded them at the wrong gate) in summary , after a few hours of playing with it in my neighborhood , i think that the mio c230 is a good device and worth its price  .
i know that i have listed more flaws than features here , but they are mostly quibbles (that i hope mio will notice and address in future editions) and i do not believe that i would be any more satisfied with the other entry level gps's that are out there  .
i have not yet had occasion to try out the poi database or to use it to navigate to unfamiliar places , but quibbles notwithstanding i look forward to trying on an upcoming road trip .
would gladly sell this unit in favor of a garmin c550 pilot  .
this gps unit will get you where you are going , but so is every other one  .
let's go over the positives first   text to speech , easy history navigation , excellent signal strength , internal battery , screen visible during the day  .
now to the bad   horrible poi database , unit will reset itself randomly  .
another thing is depending on whether you get lucky or not , you might end up with a good mounting bracket or a horrible one  .
one has 3 way articulation , where all you do is press a button and move it around  .
the other one only has verical and horizontal and you have to twist a tiny little wheel to unlock it .
i've gone 27 miles to get 4 miles from where i started  .
also , instead of telling to go east/west , it wild direct you towards a town , so you need to guess which way to go  .
it is great for an adventure or long drive , but very poor if you are in a hurry  .
pro   you do get where you want to go and it keeps your blood presure way up  .
i have used this gps for about 4 months  .
there is one occasion where the street name is not in its database , even though the street had been there for at least 3 years  .
there is one time that it did not have the address i is looking for in it  .
s database , even though it is a business address that had been in that location for several years  .
you would think they  .
d update their maps for frequently than that  .
there were one occasion where it told me to turn left either off of a busy highway where i would have literally had to cross over a median divider which is obviously illegal  .
then there were multiple occasions where it told me to turn left at intersections where left turns were prohibited  .
in a lot of cases it didn  .
t speak the directions in time for me to make a turn and i wound up missing a lot of turns  .
all in all , there were many problems with this gps and i do not recommend this unit at all  .
spend the extra money and purchase a garmin unit or another more reputable brand .
it takes 5 to 15 minutes to wake up a look for a satellite signal on startup  .
once going , it will lose signal on a clear bright day without any obscuring objects , trees , or buildings  .
you have to buy the mio moov 310 to get additional tts voices  .
you cannot add anything to the product and a sd card is superfluous  .
software dvd for restoration and handbook only i bought the 320 then took it back because i wanted the text to speech feature  .
honestly if you look at the mio website , they all use the star iii technology , so you're not going to get a better signal without investing in an exterior car antenna in addition to the money you lay out for the product  .
i'm returning it in favor of a garmin with text to speech .
i had the mio c310 for about a year and a half when it broke (due to my own fault) so i raced out to get a new gps since it's pretty much mandatory in my line of work  .
when first looking at the c230 , it seemed to do exactly what i needed it to do , and is pretty much exact with the c310 so i bought it (price is decent)  .
well , now that i've used it for a few day , not so happy  .
the gps itself is great but the poi listing is terrible  .
again , another important feature to have in my job    but why the heck do i want to go visit some random electronics store 200 miles away from my current location  .
so basically , it seems that you have to know your poi before you go , then plug in the address because this gps is not going to help you find it if you're new to gps and do not care about points of interest , then buy this    it's worth the price and great for newbies    but if you need a little more oomph to your navigation , keep looking  .
i will say this though    i do like mio overall    you gotta work a little to figure it out , but once you do , it's easy and quick  .
the mio c230 said to have 1  .
5 million pois compared to harman kardon's 12 million pois (listed elsewhere , not on hks website) using the same euro sourced atlas maps as mio  .
i love the basic features , interface , ease of use , and price  .
i have a factory honda nav for comparison and the mio c230 is good  .
i have little experience with it and it would be unfair to comment much on accuracy , recalculation , etc but it seems to be good  .
i have spent the last several hours searching pois which is very important to me when i rent a car in kansas city in april and for wifey driving her car when not in the odyssey with nav  .
in my central ohio town near columbus , it could not locate a single wal mart  .
, no targets , and many other long established businesses here simply dont show up  .
in the poi it lists a fairly new very obscure soup joint that i frequent located above an ice cream shop    go figure  .
the closest kroger it found is in wheeling , wv  .
it found the wal mart gas station (murphy oil usa) but the poi does not list that wal mart sharing the same parking lot  .
searching the poi via all ways   shopping , services , etc and manually searching , it located all listed pois by typing e  .
g best buy pops up under shopping or if you type in best buy it pops up as expected  .
under all searches wal mart , target , and many many others are no shows  .
i really wanted to like this unit but the poor poi database reders it useless for me  .
it is going back tomorrow and will cost me the 15% restocking fee at bb  .
if pois are not important to you i do not think you can get the same features with any of the competition for double the price .
don't get me wrong , this gps is a very capable unit  .
like all gps on the market , it has it's flaws  .
i will be very nit picky with this review so you know what to possibly expect when using it sometimes , but not too often , it will display a fatal error now rebooting box for no apparent reason  .
the map sometimes lists streets that do not exist or are named incorrectly  .
this can be a pain especially if there's a road that has multiple names and you are trying to program a route to there at first , i bought this unit because it had text to speech , but after awhile it became more of an annoyance than help when you are stopped at a light , the displayed map will sometimes start to spin slowly then stop anywhere from 90 to 180 degrees plus from the original direction orientation  .
i asked a guy i worked with if his prius built    in gps did that and he said yes , so i suspect that many are victim to that  .
then when you start driving , it can take up to a quarter of a mile for the directional arrow to correct itself to where it should be  .
imagine a couple of blocks of seeing the arrow sliding sideways on the street and the map slowly rotating to the correct orientation and direction  .
this is very annoying when the upcoming turns you have to make are close to each other (the map is trying to right itself but it's too slow for neighborhood navigating the back streets when this happens) the most annoying bug this gps has is this   i prefer to use 3d view when going to the destination i entered into it so i can see upcoming turns and bends that would be normally outside the field of view for the 2d , top    down view  .
the unit will occasionally change the view from 3d to airplane (top    down , north up , 2d)  .
to even look at that view and try to navigate it is very disorienting to one that is not used to it  .
i have to touch the view icon again to get back to 3d  .
sometimes that can happen multiple times during , say , a 4 mile trip in the poi database , i found it funny that one of the search categories is drive thru liquor stores  .
