works excellent  .
i chose the 8gig silver model priced at a mere $129  .
i also found a promo code ( forum211 ) on the net so i got 10% off of the order  .
this price is too good to pass up  .
the features are outstanding and the quality is a notch above the rest  .
i especially like that if i run out of space i can buy a microsd card to expand my memory  .
perfect  .
i purchased the 8gb sansa fuze from best buy , i didn't want to wait for amazon inventory  .
i also own a cowon iaudio u3 mp3 player , which has much better sound quality comparatively but i had problems getting the iaudio to work with rhapsody to go the fuze is a great form factor  .
8gb is plenty for me since i like to change out my music frequently especially with rhapsody to go  .
i will probably get a microsd card to add another 4    8gb of 'non    rhapsody' music at some point so it's nice that it supports memory expansion out of the box i had no problems connecting to rhapsody , this is with firmware v01  .
07a  .
in addition to the battery icon it has another icon which indicates the license status which is helpful reminder when you need to connect the player back to rhapsody to update the licenses before they expire the sound quality is good , but not great  .
i would say that my u3 player has 'great' sound when paired with a lower    cost set of shure iem earphones  .
what i did with my fuze is i got a better pair of dual driver ultimate ears headphones and that combo (sansa fuze and ue headphones) is still pretty good and enjoyable the interface is simple and easy to use , easy sometimes at the expense of lost functionality   i cannot show file properties (bitrate , date created , etc) and i cannot delete an album (can only delete one song at a time when unconnected from pc) it's easy to add playlists from windows media player or rhapsody , but it's hard to create a new playlist on the fly when you are disconnected it doesn't support compilation feature like in ipods , so adding compilation albums can clutter the artist list that said , i love this mp3 player mostly because it works great with rhapsody to go  .
i can select any music available on rhapsody and take it with me  .
given the cons above , i think 8    9 is a good rating for  rhapsody    to    go users  , i'd probably rate this as 6    7 if i didn't use rhapsody , and i'd probably recommend/use a different player at the time of this review , i could not find any protective skins for the fuze , so if that and other accessories are important , you should check on accessory availability first before purchasing this .
works great  .
easy to navigate  .
just be careful to get the entire book when downloading books from internet  .
battery life is great  .
sound is great  .
price is great  .
screen is small for viewing video or pictures    but great for our use .
like i saw someone write anything but an ipod  .
you get a fm tuner built in  .
it's the biggest bang for the buck on the block  .
what else would you want except massive storage , but i am sure the sd cards will continue to store more  .
i've had this about 3 days now  .
i like it thus far not too sure about the connector on the bottom because it looks as though it could be the same as the ipod  .
im still researching that overall , its slim and nice looking  .
this is my first review ever  .
i bought this at costco for $49  .
not too bad  .
this is my first sansa mp3 player  .
i hope i like it i would like the screen to have that crisper look  .
(con)  .
not typically a good video viewing mp3 player , but i did purchase it soley for music so it all works out .
i got mine (4gb) for $60 and have added an 8gb sd card  .
top that for the price  .
cnet's review says almost nothing about the sandisk media converter process ; it's no fun to use and is a big download  .
deleting a photo or song can be done but it seems to take forever if you use the player itself to do so  .
who cares what color it is  .
the screen is not dingy , and who ever records voice with one of these  .
cnet reviews are pretty weak , and outdated too .
before ever getting the sandisk sansa fuze , i got the sandisk sansa clip , the smallest of the sansa family  .
i enjoyed its sound quality , and in general , i is satisfied with it as a whole since i is an amateur at buying and comparing mp3 players (i  .
i is impressed with whatever is cheap and shiny)  .
when i returned the clip due to usb port malfunctions , i purchased its big brother   the sansa fuze (2gb black)  .
during the year i spent with it , i is overall satisfied with the fuze , and i didn't have many complaints with it here are the 1) the scroll wheel used on the fuze is a wonderful device that works like a charm , making navigation through menus and songs a breeze 2) the fuze has a slim and sexy look to it , making it feel like a quality competitor to larger competition 3) one of the complaints i have about ipods and zunes (the big boys in the mp3 player market) is that you had to have one specific computer to operate and sync music to the device  .
not so with the fuze  .
since it is a flash player , you can easily hook it up to any computer , install the software (don't worry    no disk is required for installation) , and sync music  .
easy as that 4) the fuze sports a battery life unmatched by competitors  .
of all the many mp3 players i have owned , this has to be the best of them all  .
i could go four to five days without a single charge  .
now that is quality even with an outstanding battery life and the compatability with multiple computers , the fuze did fall short of perfection , as do we all  .
here are the things i found distasteful in the fuze    .
1) the menus installed into the fuze aren't that striking , and the font used in the menus is not large and , along with that , not very legible either  .
the screen as a whole , to me , has somewhat of a dingy feel 2) the screen on the fuze is so small that is takes the fun out of viewing movies or pictures  .
looking at the small pictures of the album art that corresponds with a song makes you squint to see it  .
needs a bigger screen 3) my main complaint with the fuze is that the five hundred songs it's supposed to support is a lie  .
mine didn't hold two hundred songs , and even when i deleted forty songs , a video that is pre    installed with the device , and the pre    installed pictures , i did not get any memory back  .
i could delete all i wanted and i would still have the same amount of memory that i had with however many songs i deleted  .
that is a rip    off 4) this is only a minor gripe , but it's worth bringing up   the on/hold switch is a hassle to operate , and sometimes i'd have to try three or more times to even turn the fuze on  .
very annoying even though the fuze is not the most profound player on the market , it should prove to be a great flash    player for anyone who likes a cheap price and quite a few features , such as the micro    sd slot  .
overall else , the sandisk sansa fuze is a great little player , and i would highly recommend it to new comers looking for a simple mp3 player .
not anything special , but it does it's job .
i like it functionally , but i'm looking for a replacement from another brand that also has fm so i can record radio shows listen later .
in most respects , the sansa fuze is a great mp3 player  .
and the audiobook feature is a great idea  .
however the implementation of this feature is so badly broken that the feature is unusable problem 1    it sorts track numbers incorrectly , putting tracks 1    9 at the bottom of the list problem 2    it is difficult to navigate between tracks  .
the buttons do not function as they do for music problem 3    it automatically leaves bookmarks in the middle of files and then skips to the bookmark  .
if you lose your place and search a file and then go back and find your place in the previous file , when it gets to the end of that file , it jumps to where you last played the next file  .
this problem is exacerbated by problem 2 i had to resort to using the music folder for audiobooks  .
if sansa can provide a firmware fix for these problems , the fuze would make an excellent player for listening to audiobooks i encountered one other gatcha with the usb mode in the system settings , which lets you select mtp or msc  .
i had no idea what either of these were and none of the documentation from sansa had any information about what these acronyms stand for or why i would want to choose one or the other  .
the default is auto detect , whatever that means  .
what i found is that it didn't work very well with the windows file system  .
you only need to use the mtp setting if you have music with drm (digital rights management)  .
if you don't have music with drm , you will want to change this setting to msc  .
but before you do that , you might want to connect the device and delete any files you do not want to use  .
when you connected in msc mode , your computer cannot see the files that were loaded in mtp mode .
well i went to the fuze cos i've been reading a lot of good things about it , including that it should sound better than the ipods  .
well , not true  .
i use to listen to my music in my cell phone    sony z530i  .
i have cx500 earphones  .
the sound coming out of my cellphone is much more rich , bass are bigger , highs are more detailed  .
the eq features in fuze are poor  .
high frequencies , poor  .
low end , not fat enouth  .
for those who are seaching for something almost as good as analogic will be disapointed .
i only download w windows media player and some of the songs play alright , but prolly half to two    thirds the player skips right over  .
as soon as it finishes a song that it will play , it'll show the album art , title , etc  .
of the next song and before it has even played for one second it moves on to the next song and so on until it finds a song it likes  .
i can ; t find any rhyme or reason to the songs it chooses to play and those it doesn't , except that if it doesn't play one song out of an album , it won't play any  .
that does not apply to genre , however  .
somebody please help  .
i've already taken one back to the radio shack where i purchased it and had it exchanged , and the second one is doing the same  .
i'm going to try again tomorrow w a third , but will someone please tell me if maybe i'm doing something wrong , did i just get two defective players or is this not worth th hassle that its already been  .
am i going to keep having this problem  .
i already owned a sansa express that i is pleased with and decided to buy a fuze and a clip to take advantage or some design and navigation improvements in the sansa product line    up as soon as i got the devices , i upgraded the firmware and formatted the storage  .
after they were fully charged and prepped , i loaded all the files i wanted , most of which were already loaded on the express one day , i is listening to a downloaded mp3 file of a radio program podcast (http  //www  .
onthemedia  .
org/transcripts/2007/05/25/06) through windows media player while working at my computer  .
i had to run some errands and wanted to pick    up the playback at the same point on my fuze as i is out and about  .
i had already loaded the same file to the portable device  .
i advanced the file to the same point and noticed that the files were not playing at the same speed the fuze player is gaining approximately  .
75 seconds for every one minute of playback on the computer  .
the effect is subtle but noticeable if you play the files back simultaneously or consecutively  .
i wasn  .
t sure which is accurate so i compared the results to a stopwatch and several other portable players (creative , samsung , ipod and the older sansa express)  .
every other player and every program on my pc (media player , itunes and real player) played back the files accurately i contacted sandisk and confirmed that i had the latest firmware and reformatted the fuze  .
the fuze also has a blunt playback speed option and i confirmed that it is set to normal (as opposed to slow or fast)  .
i also confirmed that the bit rates were all above 32kbps  .
sandisk told me to exchange the device with the retailer i did and the new fuze has the same problem  .
i then got a manual firmware upgrade from one of sandisk  .
s technical reps and again reformatted the fuze and even re    downloaded the files from their original sources before loading them on the device the fuze still gains approximately  .
75 seconds for every one minute of playback on any other device for mp3 files  .
wma files playback nearly accurately , in that they lose approximately one second for every ten minutes of playback compared to any other device the clip loses approximately  .
75 seconds for every one minute of playback on any other device for both mp3 and wma files the express plays accurately i even sent the files to a sandisk tech rep and he acknowledged that the files don  .
t play accurately  .
he said that for the fuze and clip , the hardware could not accommodate all the variations in files that i might encounter  .
i expressed dismay that all the other manufacturers seem to have solved this problem and even the older express plays accurately even more shockingly he said that his engineers were working on a new firmware upgrade to be released next year but they were not confidant that it would solve this problem  .
additionally he said that , since sandisk is moving more in the direction of developing  .
slot  .
players it would probably never solve the problem on the hardware side other than that , i prefer the form factor design , navigation and interface on the sansa devices to all others except the ipods  .
d recommend that they get rid of the separate home button by merging this function to the central button for holds of more that two seconds the features available are better than any other device for the money  .
i appreciate the ability to record fm transmissions and the additional micro card memory slot  .
fm reception is also better than any other device i  .
ve tried  .
the sound quality is second only to the creative devices i  .
ve tried but better than ipod , sony or samsung (but stay away from the clumsy equalizer presets) obviously , i  .
m disappointed that the geniuses at sandisk don  .
t care that their otherwise fine devices do everything well except the primary thing they were designed for .
i went shopping for an mp3 at best buy  .
i'm a long time rhapsody user , so when the sansa fuse is presented to me and i is told it is compatible with rhapsody to go , i bit  .
but after spending most of the afternoon trying with no success to download tracks , after switching my account to rhapsody to go and after spending an hour with rhapsody tech support on sunday , i took the thing back  .
but just to check , i went onto rhapsody's site to look at the list of approved devices and guess what  .
the fuze is not listed , even though the software that comes with it includes the best buy music store powered by rhapsody  .
so i sent an email to rhapsody support and this is what they told me   i regret to inform you that the device sansa fuze is not compatible with rhapsody  .
as rhapsody continues to grow , we hope to add this device to the compatibility list  .
apparently the tech i shared an hour with did not know that  .
buyer beware , especially a bes buy buyer .
Small, great storage (2gb), built in clip (no need for a case).; Built in NON-REPLACABLE BATTERY
great display screen, voice recorder, FM radio capability, price, expansion slot; it doesn't have internet access
Rhapsody compatible, size, battery life, good feel/weight; Sound quality is good but not great, lacks some common interface features
Micro SD expansion slot, Video playback, FM tuner and Voice recording; Cramped scroll wheel, Easy to scratch screen, Small selection of accessories
Great sound. Good Interface. No need for I-tunes. Support for Audible Audiobooks. Support for Videos. Support for pictures. Support for Podcasts. Expandable Memory slot; Synching with Podcasts. Requires converting of Videos in order to play on player
What's not to like? video player music player radio voice recorder ( also record music from radio) Date time expandable memory .photoveiwer (supports slideshow with music) delete media directly without having to use pc or reformat device. Ect.......; is not recognized by the rhapsody software included. No big deal don't like rhapsody. Would've liked to see continous movie playing (one after the other like music) But no big deal.
Good audio quality. Expandable memory. Easy to use. Reasonable price; Screen is bad. Scratches easily. Glitches after a while, has to drain battery. battery life shortens over time. Sliding power button can cause problems, turns on in pocket and drains battery life
Nearly everything.; The scroll wheel tends to not register at times, and it tends to bug when you try to sync through windows media player 11, but not much of a hassle there.
sleek design, battery life not too bad.; screen could be a little more crisp. not sure if it can be connect to an ipod dock.. cannot customise the home screen other than changing the color in which it olny has about 5 colors to choose from.
Outstanding sound;. Small size and light weight;. Can handle sdhc cards - more and removable memory;. Radio capability;. Wide range of supported file formats;. Battery life;. Price!!; The central button is a little bit noisy;. The on/off-lock/unlock switch is difficult to use;. The earphones could be better (as almost any other player);. Some improvements in the menu interface would be welcome.
I really like this player- nice size, weight, and all, and preferable to other players similiar- ipods that require itunes and only can sync w one computer and other mp3 and 4 players w smaller screens or not as many features.; i can't get it to play all my songs!!
Similar to the ipod; easy to use, can add additional memory, screen big enough for movies, really good sound quality, NO ITUNES; The system look is kind of boring, even with the color options, can freeze up sometimes, but WAY fewer than the ipod
Bought it specifically to use for audio books. It works fine.; The audio book feature could put books in an incorrect folder and even put chapters in loose. Looking at the "Tree View" of the Sansa on the computer you can guide where it goes and create your own folders to collect the book chapters in.
Good FM reception, other features work well too; Can you say "White Screen of Death" ? Be prepared for whitescreen freezeups that force you to turn off &#38; back on when changing volume or deleting recording. We have tried 3 Fuxes and they all whitescreen one time or another, even w/ latest firmware.
Great sound, not to bad graphics, feels pretty durable, easy to navigate, fits in hand very well, very easy to get music on from Windows Media Player.; Holds fingerprints pretty badly but you can wipe them off, not to good earphones that come with it, that's about it on the cons.
Rhapsody compatible, decent battery life, low price, good sound quality, voice recorder, microsd expansion slot, small, nice color screen; Headphone slot on bottom of player (getting use to it), wish it had a hook to hang around my neck
multi-functional. fm tuner. photo, video, music, it records, a lot of bells and whistles. Takes a sd card. Charges from usb port. It's compact, seems like just the right size, pretty thin and partly rubberized,. You just can't beat the price; seems to freeze a little to often. a bit of a learning curve. Maybe too many bells and whistles. Does not include an a/c charger (optional). Can't do anything with it while charging from usb port. Not Mac compatible but can do the intel windows.
1) User-friendly interface, with easy navigation through menus and songs.. 2) The outer shell doesn't look half bad.. 3) Since it's a flash-based player, you can sync music to it through any computer.. 4) Exceptional battery life.; 1) The menus and, well, basically every screen looks dingy and uninspired.. 2) Sports a small screen that isn't any good for watching movies or viewing pictures or album art.. 3) Doesn't hold near as many songs as advertised.. 4) Hard to turn on.
Micro SD slot, cheap, durable, good battery life; Photos and videos have to be converted; why? and photos are selected one at a time, not a whole folder of pictures. Why?? Can't go back while playing a song to the album with a single click; iRiver allows you to. Conversion software is a pain.
Good battery life, excellent sound quality, great FM Radio w/ lots of features. Video is good quality. The click wheel is nicer compared to the Ipod nano's. The price is around 50 dollars cheaper that the Nano per gigabyte.; The software to get videos and pictures on the device is stupid; no drag and drop. A non removable battery is also a pain.
Good features and design for the price. I'd rank it second to the iPod in form factor and navigation and interface compared to Creative and Samsung devices that I've also tried. The FM reception is better than any other device I've used.; The Fuze and Clip simply cannot play back all mp3 files at an accurate speed. After 1 1/2 months of wrangling with Sandisk, one of their technical reps admitted that the devices have hardware limitations that cannot play back all files accurately.
